namn,stad,lan,email,hemsida,facebook,kalla,raw_address,phone,raw_source
Parkhyddans Hund- & Kattpensionat KB,Järlåsa,Uppsala län,mail: info@parkhyddan.com,https://www.parkhyddan.com,,google_maps,"LINGONBACKA 3, 744 97 Järlåsa",018-39 11 78,serpapi_google_maps
Svenska Hundklubben Uppsala,Uppsala,Uppsala län,info@shkuppsala.se,https://www.shkuppsala.se,https://www.facebook.com/profile.php,google_maps,"Moralund, Björkkällevägen, 741 76 Uppsala",070-334 36 16,serpapi_google_maps
Kennel Axbor och Juniper,Uppsala,Uppsala län,,,,google_maps,"Ulrika Widerholm, Börje Nyby, 755 92 Uppsala",018-36 93 84,serpapi_google_maps
Hundhjälpen i Uppland AB,Storvreta,Uppsala län,info@hundhjalpen.nu,https://hundhjalpen.nu,https://www.facebook.com/hundhjalpen.nu,google_maps,"Fullerövägen 730, 743 45 Storvreta",018-12 00 75,serpapi_google_maps
Uppsala Hundvänners Lokala Kennelklubb,Uppsala,Uppsala län,uppsalahundvanner@gmail.com,http://www.uppsalahundvanner.se,https://www.facebook.com/uppsalahundvanner,google_maps,"Unnamed Road, 752 44 Uppsala",,serpapi_google_maps
Hundhagen Eriksberg,Uppsala,Uppsala län,,https://www.uppsala.se/kultur-och-fritid/natur-parker-och-friluftsliv/parker-lekplatser-och-hundrastgardar/hundrastgardar,,google_maps,"Kvickstensvägen 13, 752 44 Uppsala",,serpapi_google_maps
Tassistans,Uppsala,Uppsala län,,http://www.tassistans.se,,google_maps,"Storgatan 6, 753 31 Uppsala",,serpapi_google_maps
Kennel Teasmade,Uppsala,Uppsala län,info@teasmade.se,http://www.teasmade.se/contact,,google_maps,"Tallbacksvägen 56, 756 45 Uppsala",070-249 25 00,serpapi_google_maps
Uppsala Brukshundklubb,Uppsala,Uppsala län,medlem@uppsalabrukshundklubb.se,http://www.uppsalabrukshundklubb.se,https://www.facebook.com/Uppsalabrukshundklubb,google_maps,"Vårdsätravägen, 756 46 Uppsala",,serpapi_google_maps
mariashundverksamhet,Uppsala,Uppsala län,mariashundverksamhet@hotmail.com,https://www.mariashundverksamhet.se,,google_maps,,079-355 28 90,serpapi_google_maps
Stadshunden,Uppsala,Uppsala län,,http://stadshunden.se,,google_maps,"Bolandsgatan 15B, 753 23 Uppsala",073-615 75 19,serpapi_google_maps
Uppsala Hundcenter,Uppsala,Uppsala län,lena@uppsalahundcenter.se,http://uppsalahundcenter.se,https://m.facebook.com/uppsalahundcenter,google_maps,,070-820 99 61,serpapi_google_maps
Kadang Australian Cattle Dogs,Uppsala,Uppsala län,kadang@kadang.se,https://kadang.se,https://facebook.com/katarina.cvek,google_maps,"RASBO-STRÖJA 45, 741 78 Uppsala",070-795 69 15,serpapi_google_maps
Hundsalong Europa,Uppsala,Uppsala län,,,,google_maps,"Geijersgatan 43, 752 31 Uppsala",018-50 09 99,serpapi_google_maps
4is Tassar AB,Uppsala,Uppsala län,fyrislund93@gmail.com,https://4istassar.se,https://www.facebook.com/profile.php,google_maps,"Stålgatan 8, 751 08 Uppsala",018-12 61 51,serpapi_google_maps
Jennifers Hundtrim,Uppsala,Uppsala län,,http://www.jennifershundtrim.se,https://www.facebook.com/webnode,google_maps,"Grafikgatan 25, 754 54 Uppsala",076-033 93 83,serpapi_google_maps
Uppsala hundtrim,Uppsala,Uppsala län,,,,google_maps,"Sturegatan 24b, 752 27 Uppsala",,serpapi_google_maps
Kennel Druvgården,Linköping,Östergötlands län,,,,google_maps,"Slattefors Sluss, 585 93 Linköping",013-15 05 04,serpapi_google_maps
"Candy Dogs, kennel och hunddagis",Linköping,Östergötlands län,,https://naviswmap.org/details/candy-dogs-kennel-och-hunddagis-ChIJi08,,google_maps,"Vårdsberg, 585 92 Linköping",,serpapi_google_maps
Anchilique's Kennel,Linköping,Östergötlands län,,,,google_maps,"Ärtvägen 5, 582 75 Linköping",013-39 60 51,serpapi_google_maps
Mauritzborg hundpensionat och hundvård,Linköping,Östergötlands län,,https://www.facebook.com/profile.php,,google_maps,"MAURITZBORG, 585 99 Linköping",013-39 51 44,serpapi_google_maps
Zesmars hunddagis,Linköping,Östergötlands län,,http://zesmars.se,,google_maps,"Gottorpsgatan 11, 582 73 Linköping",070-437 71 68,serpapi_google_maps
Linköpings Hundungdom,Linköping,Östergötlands län,linkopingshundungdom@gmail.com,http://www.linkopingshu.se,https://www.facebook.com/LinkopingsHU,google_maps,"Åsmestad, 585 98 Linköping",,serpapi_google_maps
Hund & Kattshopen,Linköping,Östergötlands län,info@hundkattshopen.se,http://www.hundkattshopen.se,https://www.facebook.com/hundkattshopen,google_maps,"Vistvägen 34, 587 31 Linköping",013-10 59 90,serpapi_google_maps
Braweheart,Ulrika,Östergötlands län,,,,google_maps,"STEN, YCKE, 590 53 Ulrika",,serpapi_google_maps
Dogman and friends,Linköping,Östergötlands län,,https://dogman.se/store-detail/dogman-and-friends-linkoping-tornby,https://www.facebook.com/people/Dogman-Link%C3%B6ping,google_maps,"Norra Svedengatan 20, 582 73 Linköping",013-474 78 10,serpapi_google_maps
Hund-Kojan,Linköping,Östergötlands län,info@hund-kojan.se,http://hund-kojan.se,,google_maps,"Atlasgatan 16-12, 582 43 Linköping",013-10 51 90,serpapi_google_maps
Elsas Hage Hundrastgård,Linköping,Östergötlands län,kontakt@linkoping.se,https://www.linkoping.se/uppleva-och-gora/friluftsliv-och-parker/hundrastgardar-och-hundbad,https://www.facebook.com/linkopingskommun,google_maps,"Parkgatan 3, 582 48 Linköping",,serpapi_google_maps
Hundvardag i Linköping AB,Linköping,Östergötlands län,,http://www.hundvardaglkpg.se,,google_maps,"Nya Tanneforsvägen 70, 582 42 Linköping",,serpapi_google_maps
Positiva Hundtränaren,Linköping,Östergötlands län,positivahundtranaren@hotmail.com,https://www.positivahundtranaren.se,https://www.facebook.com/positivahundtranaren,google_maps,"Stureplan 2, 582 21 Linköping",,serpapi_google_maps
Linköpings Brukshundklubb,Linköping,Östergötlands län,kurserlbk@gmail.com,http://www.web.sbklinkoping.com,,google_maps,"EKÖ 3, 585 97 Linköping",,serpapi_google_maps
"ER VETERINÄR I LINKÖPING AB - HUND, KATT & EXOTISKA DJUR",Linköping,Östergötlands län,info@ervet.se,https://ervet.se,https://www.facebook.com/ERVETERINAR,google_maps,"Skogslyckegatan 3A, 587 26 Linköping",013-12 40 30,serpapi_google_maps
Linköpings Hunddagis,Linköping,Östergötlands län,info@linkopingshunddagis.se,http://www.linkopingshunddagis.se,,google_maps,"ÅBY MELLANGÅRD, 582 75 Linköping",013-39 60 60,serpapi_google_maps
Spångkärrs Hunddagis,Linköping,Östergötlands län,,https://www.instagram.com/spangkarrshunddagis,,google_maps,"Spångkärr 1, 585 97 Linköping",070-948 50 02,serpapi_google_maps
Hackefors Hunddagis AB,Linköping,Östergötlands län,info@hackeforshunddagis.se,http://hackeforshunddagis.se,,google_maps,582 33 Linköping,,serpapi_google_maps
Fritt Följ,Linköping,Östergötlands län,kurs@frittfolj.se,https://www.frittfolj.se,,google_maps,"Smedstad Djurgården 4, 585 98 Linköping",,serpapi_google_maps
Hundens & djurens beteendecenter,Linköping,Östergötlands län,info@beteendecenter.se,http://www.beteendecenter.se,https://www.facebook.com/hashtag/beteendecenter,google_maps,"Åsdymlingen Anderstorp, 583 37 Linköping",,serpapi_google_maps
Lees hundpassning,Linköping,Östergötlands län,,http://www.leeshundpassning.se,,google_maps,"Rydsvägen 114 A, 584 30 Linköping",076-276 36 30,serpapi_google_maps
Braskens Hage Hundrastgård,Linköping,Östergötlands län,kontakt@linkoping.se,https://www.linkoping.se/uppleva-och-gora/friluftsliv-och-parker/hundrastgardar-och-hundbad,https://www.facebook.com/linkopingskommun,google_maps,"Kylarevägen 4, 587 23 Linköping",,serpapi_google_maps
Kennel Dewmist,Västerås,Västmanlands län,henric@dewmist.com,http://www.dewmist.com,,google_maps,725 96 Västerås,,serpapi_google_maps
Sofalex kennel,Västerås,Västmanlands län,sofalex@hotmail.com,http://www.sofalex.se,,google_maps,,,serpapi_google_maps
R4`s Djurpensionat,Västerås,Västmanlands län,r4_hunddagis@hotmail.com,http://www.r4.se,https://www.facebook.com/R4djurpensionat,google_maps,"Brandthovdagatan 22, 721 35 Västerås",021-13 49 93,serpapi_google_maps
Vickans Hundcenter,Skultuna,Västmanlands län,vickanshundcenter@hotmail.com,http://www.vickanshundcenter.se,,google_maps,"Harakers Åkerby 1, 726 91 Skultuna",073-643 84 83,serpapi_google_maps
HundHjärta,Västerås,Västmanlands län,info@hundhjarta.se,http://www.hundhjarta.se,,google_maps,"Saltängsvägen 10B, 721 32 Västerås",076-837 87 49,serpapi_google_maps
Springertokens hundkurser,Västerås,Västmanlands län,kontakt@springertoken.se,http://www.springertoken.se,https://www.facebook.com/lyckligavovvar,google_maps,,,serpapi_google_maps
Svenska Hundklubben Västerås,Västerås,Västmanlands län,mikaela.shk.vasteras@hotmail.com,http://www.shkvasteras.se,,google_maps,"Häpplinge 3, 725 96 Västerås",,serpapi_google_maps
"MD HUND - Hundkurser, Privatträning & Butik",Västerås,Västmanlands län,,http://www.mdhund.se,https://www.facebook.com/mdhund,google_maps,"Sjöhagsvägen 6A, 721 32 Västerås",079-346 29 88,serpapi_google_maps
ReDog Veterinärklinik och Hundrehabilitering,Västerås,Västmanlands län,reception@redog.se,http://www.redog.se,https://www.facebook.com/redogvasteras,google_maps,"Tallmätargatan 1, 721 34 Västerås",021-41 20 20,serpapi_google_maps
Kennel Floristas,Västerås,Västmanlands län,,,,google_maps,"Trollbacksvägen 28, 725 96 Västerås",070-695 79 12,serpapi_google_maps
Pawsome Hundkurser,Västerås,Västmanlands län,pawsomehund@gmail.com,http://www.pawsome.nu,,google_maps,"Fallhammargatan 1D, 724 66 Västerås",072-220 94 42,serpapi_google_maps
Västerås Brukshundklubb,Västerås,Västmanlands län,ordforande@vasterasbk.se,http://www.vasterasbk.se,,google_maps,"Atmosfärvägen 12, 721 31 Västerås",,serpapi_google_maps
Västerås Nose Work Klubb,Västerås,Västmanlands län,,http://www.vasterasnwk.se,,google_maps,,070-691 78 08,serpapi_google_maps
Vickans Happy Dogs Hunddagis,Västerås,Västmanlands län,,http://www.happydogsdagis.se,,google_maps,"Bastborregatan, 721 34 Västerås",073-643 84 83,serpapi_google_maps
Vickans Hunddagis,Västerås,Västmanlands län,vickanshundcenter@hotmail.com,http://www.vickanshundcenter.se,,google_maps,"Humlegatan 37, 722 26 Västerås",,serpapi_google_maps
Önsta Hundrastgård,Västerås,Västmanlands län,,https://www.facebook.com/groups/986197971731664,,google_maps,"Önstavägen, 722 43 Västerås",,serpapi_google_maps
TW Hundtjänst,Västerås,Västmanlands län,,http://www.twhundtjanst.se,http://www.facebook.com/TW-Hundtj%C3%A4nst-100257835156599,google_maps,"20A, 725 93 Västerås",073-565 26 15,serpapi_google_maps
Utomhushundpark,Västerås,Västmanlands län,,,,google_maps,"Bessemergatan, 724 74 Västerås",,serpapi_google_maps
Västerås Hundklipp,Västerås,Västmanlands län,,,,google_maps,"Saltängsvägen 10b, 721 32 Västerås",076-837 87 49,serpapi_google_maps
Country dog salon,Västerås,Västmanlands län,info@countrydogsalon.se,http://www.countrydogsalon.se,https://www.facebook.com/profile.php,google_maps,"Broby 8, 725 96 Västerås",070-405 55 78,serpapi_google_maps
Västerås Hundfrisörer,Västerås,Västmanlands län,,,,google_maps,"Tallmätargatan 1, 721 34 Västerås",,serpapi_google_maps
Hundbad,Västerås,Västmanlands län,,,,google_maps,723 48 Västerås,,serpapi_google_maps
HundHjarta Hälla,Västerås,Västmanlands län,info@hundhjarta.se,https://www.hundhjarta.se,,google_maps,"Fältmätargatan 16, 721 35 Västerås",076-837 87 49,serpapi_google_maps
Önsta Hunddagis,Västerås,Västmanlands län,info@hundexa.se,http://www.onstahunddagis.se,https://facebook.com/%C3%96nsta-Hunddagis-201704973203327,google_maps,"Önstavägen 3, 722 43 Västerås",079-102 96 99,serpapi_google_maps
Petras Hundfys,Västerås,Västmanlands län,petra@hundfysen.se,http://www.hundfysen.se,https://www.facebook.com/hundfysen,google_maps,"Rönnbergagatan 39, 723 46 Västerås",,serpapi_google_maps
Butikshunden,Köping,Västmanlands län,nilla@butikshunden.se,http://www.butikshunden.se,,google_maps,"Hägersta 8, 731 92 Köping",070-215 32 32,serpapi_google_maps
Flockens hundcenter,Vintrosa,Örebro län,info@flockens.se,https://flockens.se,https://www.facebook.com/flockens,google_maps,"HÄLLBERGSTORP 223, 719 95 Vintrosa",070-617 75 11,serpapi_google_maps
SV Hundtassen,Örebro,Örebro län,,,,google_maps,"Skvadronvägen 11, 702 27 Örebro",070-881 01 99,serpapi_google_maps
Hundforum,Örebro,Örebro län,sussi@hundforum.nu,http://hundforum.nu,https://www.facebook.com/Hundforum-i-%C3%96rebro-116578931729365,google_maps,"Kungsgatan 60, 702 24 Örebro",019-18 91 80,serpapi_google_maps
kennel DenDu,Örebro,Örebro län,,,,google_maps,"Porla gränd, 702 28 Örebro",070-768 02 86,serpapi_google_maps
Bissvargens Kennel,Örebro,Örebro län,,,,google_maps,"Lärkvägen 4, 703 48 Örebro",073-042 97 21,serpapi_google_maps
Kennel Waterbliss,Örebro,Örebro län,kerstin.lehto@telia.com,http://www.waterbliss.se/cdb80d976a5745b0abc2cf2d49576c1f.html,,google_maps,"Byggmästaregatan 12, 703 58 Örebro",073-654 82 86,serpapi_google_maps
Dogman and friends,Örebro,Örebro län,,https://dogman.se/store-detail/dogman-and-friends-orebro-marieberg,https://www.facebook.com/dogmanorebro,google_maps,"Säljarevägen 10A, 702 36 Örebro",019-22 32 09,serpapi_google_maps
Hyddans Hunddagis i Ur & Skur,Örebro,Örebro län,hyddanshunddagis@hotmail.com,http://hyddanshunddagis.se,https://www.facebook.com/HyddansHunddagis,google_maps,"Gryt 335, 705 94 Örebro",070-731 56 89,serpapi_google_maps
"Hardstyles Hundtjänst Kennel, Kurser & Hunddagis / pensionat",Kumla,Örebro län,hardstyleshundtjanst@hotmail.com,http://www.hardstyles.se,,google_maps,"Säbylund Kålgården 108, 692 91 Kumla",073-627 71 39,serpapi_google_maps
Örebro Brukshundklubb,Örebro,Örebro län,mental@orebrobk.nu,http://orebrobk.nu,https://www.facebook.com/orebrobrukshundklubb,google_maps,"Karlslundsgatan 104, 705 93 Örebro",,serpapi_google_maps
Örebro Hundsällskap BK,Örebro,Örebro län,vivialm53@gmail.com,http://www.ohsbk.hundpoolen.nu,,google_maps,"Törsjö 210, 702 33 Örebro",,serpapi_google_maps
Källhagens Gård & Hundpensionat,Lindesberg,Örebro län,info@kallhagens.se,https://kallhagens.se,https://facebook.com/kallhagens,google_maps,"Aspensäng Källhagen 195, 711 93 Lindesberg",072-222 89 83,serpapi_google_maps
Hundladan,Örebro,Örebro län,info@hundladan.com,http://hundladan.com,,google_maps,"GRÄVE 210, 705 93 Örebro",070-344 42 95,serpapi_google_maps
Dos Barbas Hundar,Örebro,Örebro län,anders@dosbarbas.se,http://www.dosbarbas.se,https://www.facebook.com/dosbarbashundvard,google_maps,"Fällersta 325, 705 94 Örebro",070-990 68 10,serpapi_google_maps
Örebro Hundträning,Kumla,Örebro län,ulrika@orebrohundtraning.com,https://orebrohundtraning.com,https://www.facebook.com/profile.php,google_maps,692 93 Kumla,076-289 80 17,serpapi_google_maps
Hundpartner Sverige,Örebro,Örebro län,info@hundpartner.se,https://www.hundpartner.se,https://www.facebook.com/Hundpartner,google_maps,"Oljevägen 2B, 703 82 Örebro",073-150 08 59,serpapi_google_maps
Hundklimpen,Örebro,Örebro län,hundklimpen@gmail.com,http://www.hundklimpen.se,http://www.facebook.com/hundklimpen,google_maps,"Rangeltorp 317, 705 94 Örebro",,serpapi_google_maps
Hackvad Hundhall,Fjugesta,Örebro län,info@hackvadhundhall.se,http://hackvadhundhall.se,https://www.facebook.com/HackvadHundhall-1349790361703640,google_maps,716 91 Fjugesta,0585-270 80,serpapi_google_maps
Lisas hundhjälp Hundpensionat,Ervalla,Örebro län,lisa@lisashundhjalp.se,https://lisashundhjalp.se,,google_maps,"Gustavsbergsvägen 4, 718 94 Ervalla",,serpapi_google_maps
Hundrummet,Örebro,Örebro län,obladi@pudeltok.se,http://www.hundrummet.se,,google_maps,"Västra Vintergatan 9, 703 44 Örebro",070-237 48 88,serpapi_google_maps
Hunddagis Trippande Tassar,Örebro,Örebro län,info@trippandetassar.se,http://www.trippandetassar.se,https://www.facebook.com/trippandetassar,google_maps,"Köping-hultgatan 4, 703 63 Örebro",,serpapi_google_maps
Dogya,Örebro,Örebro län,,https://www.timecenter.se/dogya,,google_maps,"Köping-hultgatan 4, 703 63 Örebro",070-232 72 09,serpapi_google_maps
Örebro Hundrastning,Fjugesta,Örebro län,,,,google_maps,"Hidingebro 1118, 716 92 Fjugesta",076-009 39 77,serpapi_google_maps
Örebro Hundtrim Ab,Örebro,Örebro län,,,,google_maps,"Lövstagatan 4, 703 56 Örebro",076-891 63 55,serpapi_google_maps
Lundby Hundrastgård,Örebro,Örebro län,servicecenter@orebro.se,https://www.orebro.se/kultur--fritid/natur--parker/parker/hundlekplatser.html,//www.facebook.com/orebrokommun,google_maps,"Vivallaringen, 703 74 Örebro",,serpapi_google_maps
Skogsuddens Kennel,Helsingborg,Skåne län,git.andersson2@telia.com,https://www.skogsuddenskennel.se,https://www.facebook.com/skogsuddenskennel.se,google_maps,"Pålsjögatan 65, 254 40 Helsingborg",070-329 45 94,serpapi_google_maps
Kennel fyra små tassar,Viken,Skåne län,,,,google_maps,"www.google.com/local/place/rap/edit/location05B, Döshultsvägen 5https:, 260 40 Viken",073-984 18 92,serpapi_google_maps
Kennel Stars 'n Bubbles,Vallåkra,Skåne län,louise@starsnbubbles.se,https://www.starsnbubbles.se,https://facebook.com/profile.php,google_maps,"Fjärestadsvägen 127, 253 42 Vallåkra",073-821 31 04,serpapi_google_maps
Pilshults Gård Hunddagis & Hundpensionat,Helsingborg,Skåne län,info@hunddagishelsingborg.se,http://www.hunddagishelsingborg.se,https://www.facebook.com/Palsjogardhunddagisochhundpensionat,google_maps,"Pilshultsvägen 4, 254 50 Helsingborg",073-310 16 76,serpapi_google_maps
Helsingborgs Hundhall,Helsingborg,Skåne län,info@helsingborgshundhall.se,https://helsingborgshundhall.se,,google_maps,"Garnisonsgatan 10, 254 66 Helsingborg",070-243 89 18,serpapi_google_maps
Ziridas Kennel,Helsingborg,Skåne län,ida@vi2hundcenter.se,http://zirida.se/kontakta,,google_maps,"Ekebyvägen 28, 253 74 Helsingborg",070-867 30 13,serpapi_google_maps
"Hundhägn Bruces skog, norra delen",Helsingborg,Skåne län,kontaktcenter@helsingborg.se,https://helsingborg.se/uppleva-och-gora/friluftsliv-och-motion/hund/hundhagn,https://www.facebook.com/Helsingborgsstad,google_maps,"Bruces Skog, 254 64 Helsingborg",042-10 50 00,serpapi_google_maps
Wilson Parks kennel,Helsingborg,Skåne län,,,,google_maps,"Sölvesborgsgatan 12, 252 50 Helsingborg",042-13 06 46,serpapi_google_maps
Helsingborgs Hundtrim,Helsingborg,Skåne län,,https://www.facebook.com/helsingborgshundtrim,,google_maps,"Hävertgatan 21, 254 42 Helsingborg",042-22 60 61,serpapi_google_maps
Råådalens Brukshundklubb,Helsingborg,Skåne län,styrelsen@raadalensbk.se,http://www.raadalensbk.se,https://www.facebook.com/raadalensbk,google_maps,"Rausvägen 61, 253 74 Helsingborg",,serpapi_google_maps
Hundens och Kattens Veterinär,Helsingborg,Skåne län,hundensochkattens@gmail.com,http://www.hundensochkattens.com,,google_maps,"Planteringsvägen 87, 252 30 Helsingborg",042-32 68 78,serpapi_google_maps
Vi2 Hundcenter,Helsingborg,Skåne län,info@vi2hundcenter.se,http://vi2hundcenter.se,https://www.facebook.com/vi2hundcenter,google_maps,"Ekebyvägen 28, 253 74 Helsingborg",070-867 30 13,serpapi_google_maps
Helsingborg Brukshundklubb,Helsingborg,Skåne län,,http://www.hbgbk.com,,google_maps,"Kennelvägen 31, 255 91 Helsingborg",,serpapi_google_maps
Hundstaff - Slitstarka hundtillbehör,Helsingborg,Skåne län,info@hundstaff.se,https://hundstaff.se,https://www.facebook.com/Hundstaff,google_maps,"Vasatorpsvägen 1G, 254 57 Helsingborg",,serpapi_google_maps
Kennel Stars of Viken,Jonstorp,Skåne län,info@starsofviken.se,https://www.starsofviken.se,,google_maps,"Gamlegårdsvägen 13, 263 92 Jonstorp",070-201 49 62,serpapi_google_maps
Dogman and friends,Ödåkra,Skåne län,,https://dogman.se/store-detail/dogman-and-friends-helsingborg-vala,https://www.facebook.com/dogmanvala,google_maps,"Björkavägen 105, 260 35 Ödåkra",042-442 22 80,serpapi_google_maps
Backes Hundhälsa,Vallåkra,Skåne län,,https://www.bokadirekt.se/places/backes-hundh%C3%A4lsa-ab-28911,https://www.facebook.com/bokadirekt,google_maps,"Engelbrektsvägen, 251 43 Vallåkra",070-629 28 51,serpapi_google_maps
Aeneas Kennel,Helsingborg,Skåne län,,https://www.aeneaskennel.se/kontakt,,google_maps,"Norra Hunnetorpsvägen 121, 256 65 Helsingborg",042-15 02 90,serpapi_google_maps
Kennel Chiegas,Helsingborg,Skåne län,kennel@chiegas.se,http://chiegas.se/kontakt.html,,google_maps,"Tegnérgatan 1B, 254 40 Helsingborg",073-753 34 61,serpapi_google_maps
Bårslövs Hundhägn,Helsingborg,Skåne län,kontaktcenter@helsingborg.se,https://helsingborg.se/bo-bygga-och-miljo/djur/hund/hundrastgardar,https://www.facebook.com/Helsingborgsstad,google_maps,253 75 Helsingborg,,serpapi_google_maps
Hundhägn Brohult/ Dalhem,Helsingborg,Skåne län,,,,google_maps,"Brohultsvägen 248, 254 65 Helsingborg",,serpapi_google_maps
Hundarnas Salong,Helsingborg,Skåne län,,http://hundarnassalong.com,,google_maps,"Hörnlokalen, Aschebergsgatan 14A, 254 30 Helsingborg",070-883 19 52,serpapi_google_maps
Hundriket,Helsingborg,Skåne län,,https://facebook.com/hundriket,,google_maps,"Dragaregatan 5, 254 42 Helsingborg",073-430 40 55,serpapi_google_maps
Ättekulla Hundhägn,Helsingborg,Skåne län,kontaktcenter@helsingborg.se,https://helsingborg.se/uppleva-och-gora/friluftsliv-och-motion/hund/hundhagn,https://www.facebook.com/Helsingborgsstad,google_maps,"Lassemansvägen, 253 61 Helsingborg",042-10 50 00,serpapi_google_maps
Hundhägn Pålsjö skog,Helsingborg,Skåne län,kontaktcenter@helsingborg.se,https://helsingborg.se/uppleva-och-gora/friluftsliv-och-motion/hund/hundhagn,https://www.facebook.com/Helsingborgsstad,google_maps,"Henrik Sylvius väg, 254 33 Helsingborg",,serpapi_google_maps
Hundfrisörerna i Helsingborg,Helsingborg,Skåne län,,,,google_maps,"Garnisonsgatan 10, 254 66 Helsingborg",042-24 42 77,serpapi_google_maps
Anjinsans hund och katt,Helsingborg,Skåne län,,http://www.anjinsans.se,,google_maps,"Mogatan 6, 254 64 Helsingborg",042-15 71 33,serpapi_google_maps
Carins hundsalong,Helsingborg,Skåne län,,https://www.bokadirekt.se/places/carins-hundsalong-47734,https://www.facebook.com/bokadirekt,google_maps,"Bergaliden 21, 252 23 Helsingborg",070-652 52 89,serpapi_google_maps
Joannas Hundglamour,Helsingborg,Skåne län,,https://www.instagram.com/joannas_hundglamour,,google_maps,"Östra Fridhemsgatan 4, 252 40 Helsingborg",076-268 91 33,serpapi_google_maps
Lindas Hundtrim,Mörarp,Skåne län,lindashundtrim@telia.com,http://www.lindashundtrim.se,https://m.facebook.com/lindashundtrim,google_maps,"Gamla Tågarpsvägen 147, 253 56 Mörarp",072-232 79 70,serpapi_google_maps
Smedbys Kennel,Norrköping,Östergötlands län,,http://smedby.nu,,google_maps,"SMEDBYHOV, 605 91 Norrköping",070-814 02 61,serpapi_google_maps
Kennel Sontocs,Norrköping,Östergötlands län,,http://kennelsontocs.se,,google_maps,"Odensgatan 30 b, 603 37 Norrköping",070-518 84 42,serpapi_google_maps
Kennel Sea Fire,Norrköping,Östergötlands län,,,,google_maps,"Rågången 12 B, 603 57 Norrköping",073-515 10 75,serpapi_google_maps
Mi-Jos Kennel,Söderköping,Östergötlands län,,http://www.mi-jos.se,,google_maps,"Solberga 1, 614 93 Söderköping",070-960 10 63,serpapi_google_maps
Fruängens Kennel,Norrköping,Östergötlands län,,,,google_maps,"Frugärdesvägen 18, 605 94 Norrköping",070-259 89 68,serpapi_google_maps
Norrköpings Dogsportcenter AB,Norrköping,Östergötlands län,info@norrkopingsdogsportcenter.se,https://norrkopingsdogsportcenter.com,https://facebook.com/people/Norrk%C3%B6pings-Dogsportcenter/100094927350262,google_maps,"Sprängstensgatan 1, 603 79 Norrköping",073-442 40 43,serpapi_google_maps
Norrköpings Brukshundsklubb,Norrköping,Östergötlands län,mariegissa20@outlook.com,http://norrkopingsbrukshundklubb.se,https://www.facebook.com/norrkopingsbrukshundklubb,google_maps,Klingstaberg 60223 Norrköping,,serpapi_google_maps
Norrköpings Hundsporthall,Norrköping,Östergötlands län,,,,google_maps,"Moa Martinsons gata 2, 603 78 Norrköping",,serpapi_google_maps
Ao Chins Shih-tzu,Norrköping,Östergötlands län,,,,google_maps,"Murkelgatan 11, 603 70 Norrköping",076-113 87 32,serpapi_google_maps
Absolut Rottis,Åby,Östergötlands län,,http://absolutrottis.se,https://www.facebook.com/wix,google_maps,"FREDRIKSDAL, 616 34 Åby",,serpapi_google_maps
Dogman and friends,Norrköping,Östergötlands län,,https://dogman.se/store-detail/dogman-and-friends-norrkoping-ingelsta,https://www.facebook.com/p/Dogman-Norrk%C3%B6ping-100075736196177,google_maps,"Koppargatan 30, 602 23 Norrköping",011-474 30 23,serpapi_google_maps
Lund Mansion's Hundcenter & Pensionat,Söderköping,Östergötlands län,,https://lundmansion.se,https://www.facebook.com/lundmansion,google_maps,"Lund Sörgården 1, 614 92 Söderköping",073-379 86 33,serpapi_google_maps
COF AGILITY,Norrköping,Östergötlands län,,https://cofagility.se,,google_maps,"Sprängstensgatan, 603 79 Norrköping",073-442 40 43,serpapi_google_maps
Den Gröna Valpen,Norrköping,Östergötlands län,info@dengronavalpen.se,http://www.dengronavalpen.se,,google_maps,"Luntgatan 45, 602 19 Norrköping",073-745 62 32,serpapi_google_maps
Hundrastgård Kneippen,Norrköping,Östergötlands län,kontakt@norrkoping.se,https://norrkoping.se/se-och-gora/parker-och-lekplatser/hundrastgardar,https://www.facebook.com/NorrkopingsKommun,google_maps,"Oskarsgatan 13, 602 37 Norrköping",,serpapi_google_maps
Hundrastgård Vrinnevi,Norrköping,Östergötlands län,kontakt@norrkoping.se,https://norrkoping.se/se-och-gora/parker-och-lekplatser/hundrastgardar,https://www.facebook.com/NorrkopingsKommun,google_maps,"Sprängstensgatan 1, 603 79 Norrköping",,serpapi_google_maps
Hundbad/hundrastgård Lindö,Norrköping,Östergötlands län,kontakt@norrkoping.se,https://norrkoping.se/se-och-gora/parker-och-lekplatser/hundrastgardar,https://www.facebook.com/NorrkopingsKommun,google_maps,"Pampusvägen, 603 65 Norrköping",,serpapi_google_maps
Hundtrim,Norrköping,Östergötlands län,,,,google_maps,"Vrinnevigatan 16G, 603 58 Norrköping",,serpapi_google_maps
Kennel Emoticon,Jönköping,Jönköpings län,jessica@emoticon.se,http://www.emoticon.se,https://www.facebook.com/jessica.bolander,google_maps,"Axamo skogsväg 28B, 555 94 Jönköping",036-31 01 16,serpapi_google_maps
Kennel Ricebo's,Huskvarna,Jönköpings län,,http://www.ricebo.weebly.com,//facebook.com/cecilia.sorhuus.1,google_maps,"Hemmansvägen 3, 561 35 Huskvarna",070-067 17 62,serpapi_google_maps
KENNEL PiASTIGEN,Jönköping,Jönköpings län,,,,google_maps,"Värnamovägen 18, 553 39 Jönköping",070-604 13 23,serpapi_google_maps
