namn,friendly_name,stad,lan,email,hemsida,facebook,kalla,skickat,datum,tid
Oskarsfarms Hundpensionat,Oskarsfarms,Ängelholm,Skåne län,info@oskarsfarm.se,http://oskarsfarm.se,,google_maps,skickat,2026-03-31,16:54
Amadeusdolls Gröna Katter och Hundar,Amadeusdolls Gröna Katter och Hundar,Arlöv,Skåne län,,,,google_maps,,,
The Woff Pack AB,The Woff Pack,Staffanstorp,Skåne län,kontakt@thewoffshop.se,http://www.thewoffpack.se,,google_maps,skickat,2026-03-31,16:54
Norrköpings Hunddagis & Djurvakt AB,Norrköpings Hunddagis & Djurvakt,Norrköping,Östergötlands län,kontakt@hunddagisodjurvakt.se,https://www.hunddagisodjurvakt.se,https://www.facebook.com/profile.php,google_maps,skickat,2026-03-31,16:54
Bråvikens Hundpensionat HB,Bråvikens HB,Norrköping,Östergötlands län,,,,google_maps,,,
Naturtassens Hunddagis AB,Naturtassens,Norrköping,Östergötlands län,,,,google_maps,,,
DoggsenCenter Hundpensionat / Hunddagis,DoggsenCenter,Åby,Östergötlands län,info@doggsencenter.se,http://www.doggsencenter.se,,google_maps,skickat,2026-03-31,16:58
Lundby Styrstad Norrköping,Lundby Styrstad Norrköping,Norrköping,Östergötlands län,,,,google_maps,,,
Kennel Sontocs,Kennel Sontocs,Norrköping,Östergötlands län,,http://kennelsontocs.se,,google_maps,,,
Martins Hunddagis,Martins,Jönköping,Jönköpings län,martin@martinshunddagis.se,http://www.martinshunddagis.se,,google_maps,skickat,2026-03-31,16:58
Dogedu hunddagis ( fd Hunddagiset i Jönköping),Dogedu ( fd Hunddagiset i Jönköping),Bankeryd,Jönköpings län,info@dogedu.se,http://www.dogedu.se,https://www.facebook.com/Dogeduhunddagis,google_maps,skickat,2026-03-31,16:58
Broddstorps Hundpensionat,Broddstorps,Gränna,Jönköpings län,,,,google_maps,,,
Glada Svansens Hundpensionat,Glada Svansens,Bankeryd,Jönköpings län,,,,google_maps,,,
Lagos Hundhjälp,Lagos Hundhjälp,Äng,Jönköpings län,josefin1986@gmail.com,http://www.lagoshundhjalp.se,https://www.facebook.com/lagoshundhjalp,google_maps,skickat,2026-03-31,16:58
KENNEL PiASTIGEN,KENNEL PiASTIGEN,Jönköping,Jönköpings län,,,,google_maps,,,
Birch Kennel,Birch,Huskvarna,Jönköpings län,,,,google_maps,,,
Kennel Emoticon,Kennel Emoticon,Jönköping,Jönköpings län,jessica@emoticon.se,http://www.emoticon.se,https://www.facebook.com/jessica.bolander,google_maps,,,
Borgatorp Hundpensionat,Borgatorp,Tranås,Jönköpings län,karin@hundpensionatet.info,http://borgatorp.se,,google_maps,skickat,2026-03-31,17:03
Höglandets Hundpensionat,Höglandets,Sävsjö,Jönköpings län,,https://xn--hglandetshundpensionat-uhc.se,,google_maps,,,
Kennel Rapide Ours,Kennel Rapide Ours,Tenhult,Jönköpings län,kennel.rapideours@gmail.com,https://sites.google.com/view/kennel-rapide-ours,,google_maps,,,
Bringsjös pigga hunden,Bringsjös pigga hunden,Mullsjö,Jönköpings län,petra@bringsjo.se,http://www.piggahunden.se,https://www.facebook.com/BringsjosPiggaHunden/#:~:text=Bringsjö's%20Pigga%20Hunden%C2%A0,google_maps,,,
Brogårdens hundar,Brogårdens hundar,Mullsjö,Jönköpings län,,https://www.brogardenshundpensionat.se,,google_maps,,,
Kennel Ricebo's,Kennel Ricebo's,Huskvarna,Jönköpings län,,http://www.ricebo.weebly.com,//facebook.com/cecilia.sorhuus.1,google_maps,,,
Beathalandet HB,Beathalandet HB,Habo,Jönköpings län,kennelbeathalandet@gmail.com,https://www.beathalandet.se,https://www.facebook.com/Kennel-Beathalandet-121344697913299,google_maps,skickat,2026-03-31,17:03
Hazels Hunddagis & Hundpensionat,Hazels,Nässjö,Jönköpings län,hazels.hunddagis@gmail.com,http://www.hazels-hunddagis.se,,google_maps,skickat,2026-03-31,17:03
BIG hEART´S KENNEL,BIG hEART'S,Jönköping,Jönköpings län,,,,google_maps,,,
i20 Hunddagis AB,i20,Umeå,Västerbottens län,info@hunddagis.org,https://hunddagis.org,https://www.facebook.com/p/i20-hunddagis-100057551635613,google_maps,,,
Kamillas dogis,Kamillas dogis,Umeå,Västerbottens län,,https://www.facebook.com/kamillasdogisumea,,google_maps,,,
Anumark Hundservice,Anumark Hundservice,Umeå,Västerbottens län,kicki@anumark.net,http://anumark.net,,google_maps,skickat,2026-03-31,17:03
Håkmarks Hundhotell & Dagis,Håkmarks Hundhotell & Dagis,Håkmark,Västerbottens län,info@hakmarkshundhotell.se,http://hakmarkshundhotell.se,,google_maps,skickat,2026-03-31,17:06
Hundstund,Hundstund,Lund,Skåne län,annat@hundstund.com,http://www.hundstund.com,https://www.facebook.com/hundstund,google_maps,skickat,2026-03-31,17:06
Höje Hund & Park AB,Höje Hund & Park,Lund,Skåne län,marja@hunddagis-lund.se,http://www.hunddagis-lund.se,http://www.facebook.com/HojeHundochPark,google_maps,skickat,2026-03-31,17:06
Lund Mansion's Hundcenter & Pensionat,Lund Mansion's Hundcenter & Pensionat,Söderköping,Skåne län,,https://lundmansion.se,https://www.facebook.com/lundmansion,google_maps,,,
Into the wild,Into the wild,Lund,Skåne län,,http://www.lund841.wordpress.com,,google_maps,,,
Lylysdoghouse,Lylysdoghouse,Lund,Skåne län,,https://lylysdoghouse.se,,google_maps,,,
Rutsbo,Rutsbo,Flyinge,Skåne län,,http://facebook.com/Rutsbo-105167661447218,,google_maps,,,
Rissies Kennel,Rissies,Genarp,Skåne län,,https://www.rissieskennel.se,,google_maps,,,
Vallby hunddagis & pensionat,Vallby hunddagis & pensionat,Staffanstorp,Skåne län,,,,google_maps,,,
Arcos Hundcenter,Arcos Hundcenter,Veberöd,Skåne län,info@arcoshundcenter.se,http://www.arcoshundcenter.se,https://facebook.com/arcoshundcenter,google_maps,skickat,2026-03-31,17:06
Tassmanien,Tassmanien,Södra Sandby,Skåne län,,,,google_maps,,,
Kylestorp Hundpensionat,Kylestorp,Hörby,Skåne län,kylestorp.hundpensionat@gmail.com,http://kylestorphundpensionat.com,,google_maps,skickat,2026-03-31,17:10
Aktiv Hundcenter,Aktiv Hundcenter,Klågerup,Skåne län,linda@aktivhundcenter.se,http://www.aktivhundcenter.se,https://www.facebook.com/pages/Aktiv-Hundcenter/184001484948547,google_maps,,,
Kennel Mistykooi,Kennel Mistykooi,Lund,Skåne län,,http://www.mistykooi.se/430707859,,google_maps,,,
Aki Hundcenter,Aki Hundcenter,Borås,Västra Götalands län,nermin@aki-hundcenter.se,http://www.aki-hundcenter.se,https://www.facebook.com/Aki-Hundcenter-AB-2142039139457539,google_maps,skickat,2026-03-31,17:10
Babsans hund- & kattklipp samt hunddagis,Babsans hund- & kattklipp samt,Borås,Västra Götalands län,,http://www.babsanshundochkattklipp.se,,google_maps,,,
Hundens Hälsa i Borås,Hundens Hälsa i Borås,Borås,Västra Götalands län,info@hundenshalsa.com,http://hundenshalsa.com,,google_maps,skickat,2026-03-31,17:10
Prima Hund,Prima Hund,Borås,Västra Götalands län,,http://www.primacura.se,,google_maps,,,
NBN Villgott's Hund,NBN Villgott's Hund,Borås,Västra Götalands län,,,,google_maps,,,
Falskogs Hunddagis & pensionat,Falskogs Hunddagis & pensionat,Rångedala,Västra Götalands län,,https://www.timecenter.se/tintinstrimsalong,,google_maps,,,
Nyfiken Nos AB,Nyfiken Nos,Viskafors,Västra Götalands län,info@nyfiken-nos.se,https://nyfiken-nos.se,,google_maps,,,
Hundvakt,Hundvakt,Borås,Västra Götalands län,,,,google_maps,,,
Hundspektra,Hundspektra,Borås,Västra Götalands län,hej@hundspektra.se,http://hundspektra.se,https://www.facebook.com/hundspektra,google_maps,skickat,2026-03-31,17:14
Hinnareds Hundpensionat AB,Hinnareds,Hillared,Västra Götalands län,boka@hinnaredshundpensionat.se,http://www.hinnaredshundcenter.se,https://www.facebook.com/Hinnared,google_maps,skickat,2026-03-31,17:14
Hundrastgård Hestra,Hundrastgård Hestra,Borås,Västra Götalands län,tekniska@boras.se,https://www.boras.se/upplevaochgora/lekplatserochaktivitetsplatser/hundrastplatser.4.605a2fc161ce5ff59db3a0.html,https://facebook.com/borasstad,google_maps,skickat,2026-03-31,17:14
Björnåsens Hundpensionat,Björnåsen,Bollebygd,Västra Götalands län,,http://www.bjornasens.se,https://www.facebook.com/BjornasensHundpensionat,google_maps,,,
Ryaåsens Kennel Cockerpoo & Australian labradoodle,Ryaåsens Cockerpoo & Australian labradoodle,Borås,Västra Götalands län,info@ryaasens.se,http://ryaasens.se,https://www.facebook.com/ryaasenshundar,google_maps,,,
AMNIS HUNDHUS Södra Berget,AMNIS HUNDHUS Södra Berget,Sundsvall,Västernorrlands län,sodraberget@amnishundhus.se,http://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps,skickat,2026-03-31,17:14
AMNIS HUNDHUS Gärde,AMNIS HUNDHUS Gärde,Sundsvall,Västernorrlands län,sodraberget@amnishundhus.se,http://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps,skickat,2026-03-31,17:18
Dagis Nattis Sundsvall AB,Dagis Nattis Sundsvall,Sundsvall,Västernorrlands län,dagisnattisinfo@gmail.com,https://www.dagisochnattis.se,https://www.facebook.com/people/Dagis-Nattis-AB/61563662168664,google_maps,skickat,2026-03-31,17:18
Sötnosar,Sötnosar,Alnö,Västernorrlands län,sotnosar.nu@gmail.com,http://www.sotnosar.nu,https://www.facebook.com/Sötnosar-Djurpensionat-Alnö-Sundsvall-1212516288765762,google_maps,skickat,2026-03-31,17:18
Anna-K Dogcare - Hundtrim Sundsvall,Anna-K Dogcare - Hundtrim Sundsvall,Sundsvall,Västernorrlands län,info@annakdogcare.se,https://annakdogcare.se,https://www.facebook.com/AMNIS-Hundhus-Birsta-102511344870817,google_maps,skickat,2026-03-31,17:18
"CALUDO Hundfysioteket Rehabilitering, Hundotellet Nos In caludonosin","CALUDO Hundfysioteket Rehabilitering, Hundotellet Nos In caludonosin",Kvissleby,Västernorrlands län,info@caludonosin.se,http://www.caludonosin.se,,google_maps,skickat,2026-03-31,17:22
AMNIS HUNDHUS Njurunda,AMNIS HUNDHUS Njurunda,Kvissleby,Västernorrlands län,sodraberget@amnishundhus.se,http://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps,skickat,2026-03-31,17:22
Lilla Rosatassens Katthotell & Hundsalong,Lilla Rosatassens Katthotell & Hundsalong,Sundsbruk,Västernorrlands län,info@rosatassens.se,https://www.rosatassens.se,https://www.facebook.com/Lilla-Rosatassens-Katthotell-Hundsalong-100611792199047,google_maps,,,
FinaDinas Hundpensionat,FinaDinas,Stöde,Västernorrlands län,,https://finadinas-hundpensionat.se,,google_maps,,,
Elittrim,Elittrim,Sundsbruk,Västernorrlands län,,,,google_maps,,,
Sundsvalls Hundsalong AB,Sundsvalls Hundsalong,Sundsvall,Västernorrlands län,,https://www.sundsvallshundsalong.se,https://www.facebook.com/profile.php,google_maps,,,
Tinas Hundliv,Tinas Hundliv,Sundsvall,Västernorrlands län,tina@tinashundliv.se,https://www.tinashundliv.se,https://www.facebook.com/pages/Tinas-Hundliv/135051843208144,google_maps,skickat,2026-03-31,17:22
Lavindalens Kennel,Lavindalen,Sundsvall,Västernorrlands län,,,,google_maps,,,
Alkett's Kennel,Alkett's,Sundsbruk,Västernorrlands län,,http://www.alketts.se,,google_maps,,,
Kennel Rustic,Kennel Rustic,Sundsbruk,Västernorrlands län,,https://swedmapi.org/details/kennel-rustic-ChIJA3H,,google_maps,,,
Zallayas kennel,Zallayas,Kovland,Västernorrlands län,tove@zallayas.se,http://zallayas.se,,google_maps,skickat,2026-03-31,17:22
Kennel Tale,Kennel Tale,Njurunda,Västernorrlands län,,,,google_maps,,,
Herno hunddagis och hundpensionat,Herno hunddagis och,Härnösand,Västernorrlands län,kontakt@hernohunddagis.se,https://www.hernohunddagis.se,,google_maps,skickat,2026-03-31,17:26
Thidas kennel,Thidas,Sundsvall,Västernorrlands län,lotta@thidas.se,http://www.thidas.se/kontakt.html,,google_maps,skickat,2026-03-31,17:26
Skogmursgårdens Hunddagis & Pensionat,Skogmursgårdens Hunddagis & Pensionat,Gävle,Gävleborgs län,info@skogmursgarden.se,http://www.skogmursgarden.se,,google_maps,skickat,2026-03-31,17:26
Rastplatsen Hunddagis,Rastplatsen,Gävle,Gävleborgs län,,https://mobile.facebook.com/profile.php,,google_maps,,,
Fjärilens hunddagis,Fjärilens,Gävle,Gävleborgs län,,https://swemaps.org/details/fjrilens-hunddagis-ChIJAXr,,google_maps,,,
Lisa´s Hunddagis,Lisa's,Gävle,Gävleborgs län,,https://www.facebook.com/groups/3096327607322826,,google_maps,,,
M&L Hundcenter,M&L Hundcenter,Gävle,Gävleborgs län,mlhundcenter@hotmail.com,http://mlhundcenter.se,https://www.facebook.com/mlhund,google_maps,skickat,2026-03-31,17:26
Öbergsgårdens Hunddagis,Öbergsgården,Valbo,Gävleborgs län,,,,google_maps,,,
Villa Solhagens Djurpensionat,Villa Solhagen,Gävle,Gävleborgs län,,,,google_maps,,,
Pomitit Hunddagis,Pomitit,Gävle,Gävleborgs län,,http://www.adventuregavle.se,,google_maps,,,
HundHotell - Boka över 600 Hundvänliga Hotell,HundHotell - Boka över 600 Hundvänliga Hotell,Gävle,Gävleborgs län,,,,google_maps,,,
Älgripans Hundcenter,Älgripans Hundcenter,Årsunda,Gävleborgs län,algripanshundcenter@gmail.com,http://algripan.se,https://www.facebook.com/%C3%84lgripans-Hundcenter-101337786025418,google_maps,skickat,2026-03-31,17:30
VETRESOR,VETRESOR,Gävle,Gävleborgs län,,https://www.vetresor.se,,google_maps,,,
Eskilstuna HundCenter,Eskilstuna HundCenter,Eskilstuna,Södermanlands län,,http://www.eskilstunahundcenter.se,,google_maps,,,
Solens Lyckotassar Eskilstuna,Solens Lyckotassar Eskilstuna,Eskilstuna,Södermanlands län,info@solenslyckotassar.se,http://www.solenslyckotassar.se,https://www.facebook.com/solenslyckotassar,google_maps,skickat,2026-03-31,17:30
Telge Hund Center,Telge Hund Center,Södertälje,Stockholms län,,http://www.telgehundcenter.com,,google_maps,,,
Happy Dogs Daycare,Happy Dogs Daycare,Södertälje,Stockholms län,hej@happydogsdaycare.se,https://www.happydogsdaycare.se,https://www.facebook.com/happydogsdaycaresodertalje,google_maps,skickat,2026-03-31,17:30
Vargus Tassar Och Hovar,Vargus Tassar Och Hovar,Södertälje,Stockholms län,,,,google_maps,,,
Sjöhaga Hundcenter,Sjöhaga Hundcenter,Södertälje,Stockholms län,,,,google_maps,,,
Stångarö Hundpensionat,Stångarö,Södertälje,Stockholms län,stangarohundpensionat@gmail.com,http://stangarohundpensionat.se,https://www.facebook.com/stangarohundpensionat,google_maps,,,
Dog Care Center Sweden AB,Dog Care Center Sweden,Södertälje,Stockholms län,,,,google_maps,,,
Järna Hundjour,Järna Hundjour,Järna,Stockholms län,,,,google_maps,,,
Södertörns Hundcenter AB,Södertörns Hundcenter,Tullinge,Stockholms län,%20info@sodertornshundcenter.se,https://sodertornshundcenter.se,https://www.facebook.com/sodertornshundcenter,google_maps,skickat,2026-03-31,17:30
Basta Nykvarn,Basta Nykvarn,Nykvarn,Stockholms län,info@basta.se,https://basta.se,https://www.facebook.com/bastavast,google_maps,skickat,2026-03-31,17:34
Skirengårdens Hundcenter,Skirengårdens Hundcenter,Nykvarn,Stockholms län,pia.skirengarden@gmail.com,https://skirengarden.se,https://www.facebook.com/profile.php,google_maps,skickat,2026-03-31,17:34
Lindas hundtjänst,Lindas hundtjänst,Södertälje,Stockholms län,lindauc40@gmail.com,https://www.xn--lindashundtjnst-clb.com,https://www.facebook.com/lindashundtjanst,google_maps,skickat,2026-03-31,17:34
Väse Djurpensionat. Hundpensionat,Väse,Väse,Värmlands län,kleven716@gmail.com,http://xn--vsedjurpensionat-vnb.se,,google_maps,skickat,2026-03-31,17:34
Önneruds Hunddagis & Hotell,Önneruds Hunddagis & Hotell,Karlstad,Värmlands län,annika.klintberg@gmail.com,https://onnerudshunddagishundhotell.se,https://www.facebook.com/akhunddagis30,google_maps,skickat,2026-03-31,17:38
Segerstad Hundpensionat,Segerstad,Vålberg,Värmlands län,,,,google_maps,,,
Zakrisdals Hunddagis,Zakrisdals,Karlstad,Värmlands län,info@zakrisdalshunddagis.se,http://www.zakrisdalshunddagis.se,,google_maps,skickat,2026-03-31,17:38
Karlstads Hunddagis AB,Karlstads,Karlstad,Värmlands län,,http://www.karlstadshunddagis.se,,google_maps,,,
Kooperativet Solatassen Ek för,Kooperativet Solatassen Ek för,Karlstad,Värmlands län,info@solatassen.se,http://www.solatassen.se,,google_maps,skickat,2026-03-31,17:38
Mias hundkurser och hunddagis,Mias hundkurser och,Karlstad,Värmlands län,mariabus78@outlook.com,https://www.miashundkurserhunddagis.com,https://www.facebook.com/miashundkurser,google_maps,skickat,2026-03-31,17:38
Trygga Tassen,Trygga Tassen,Karlstad,Värmlands län,tryggatassen@gmail.com,https://camillashunddagis.webnode.se,,google_maps,skickat,2026-03-31,17:42
Tassarnas Hunddagis Hammarö HB,Tassarnas Hammarö HB,Hammarö,Värmlands län,,https://tassarnashunddagis.com,,google_maps,,,
Camillas Hunddagis,Camillas,Karlstad,Värmlands län,tryggatassen@gmail.com,https://camillashunddagis.webnode.se,,google_maps,skickat,2026-03-31,17:42
Stay and play hundcenter AB,Stay and play hundcenter,Täby,Stockholms län,hunddagis@stayandplayhundcenter.se,http://www.stayandplayhundcenter.se,http://www.facebook.com/stayandplayhundcenter,google_maps,skickat,2026-03-31,17:42
Pias Hunddagis,Pias,Täby,Stockholms län,mail@demolink.org,http://www.piashunddagis.se,https://www.facebook.com/Pias-Hunddagis-345299845607686,google_maps,skickat,2026-03-31,17:42
Svanstippens Hunddagis,Svanstippens,Täby,Stockholms län,svanstippen@yahoo.se,http://www.svanstippen.se,https://www.facebook.com/SvanstippensHunddagis,google_maps,skickat,2026-03-31,17:46
Norra Stockholms Hundcenter,Norra Stockholms Hundcenter,Täby,Stockholms län,info@norrastockholmshundcenter.se,http://norrastockholmshundcenter.se,https://www.facebook.com/norrastockholmshundcenter,google_maps,skickat,2026-03-31,17:46
lilla hjärtats hunddagis,lilla hjärtats,Täby,Stockholms län,,,,google_maps,,,
Hundhus1 i Täby HB,Hundhus1 i Täby HB,Täby,Stockholms län,info@hundhus1.se,http://www.hundhus1.se,https://www.facebook.com/hundhus1,google_maps,skickat,2026-03-31,17:46
Hagbys Hundar HB,Hagbys Hundar HB,Täby,Stockholms län,,,,google_maps,,,
Hunddrömmen AB,Hunddrömmen,Täby,Stockholms län,info@hunddrommen.se,http://hunddrommen.com,https://www.facebook.com/Hundrommen,google_maps,skickat,2026-03-31,17:46
Mysdagis,Mysdagis,Täby,Stockholms län,,,,google_maps,,,
Ericas hunddagis,Ericas,Täby,Stockholms län,,,,google_maps,,,
Changdobels - Danderyd Hunddagis,Changdobels - Danderyd,Danderyd,Stockholms län,danderyd@changdobels.se,https://changdobels.se/hunddagis/danderyd-hunddagis,https://www.facebook.com/danderydhunddagis,google_maps,skickat,2026-03-31,17:50
Changdobels - Vallentuna Hunddagis,Changdobels - Vallentuna,Vallentuna,Stockholms län,vallentuna@changdobels.se,https://changdobels.se/hunddagis/vallentuna-hunddagis,https://www.facebook.com/changdobels.vallentuna.hunddagis,google_maps,skickat,2026-03-31,17:50
"Frösunda Omsorg - Activera Hundcenter, daglig verksamhet","Frösunda Omsorg - Activera Hundcenter, daglig verksamhet",Täby,Stockholms län,,https://frosunda.se/frosunda-omsorg/dagliga-verksamheter/gribbylund-daglig-verksamhet/activera-hundcenter-daglig-verksamhet,,google_maps,,,
Röger Hundtjänst,Röger Hundtjänst,Luleå,Norrbottens län,,http://www.roegers.se,,google_maps,,,
Luleå Hundcenter,Luleå Hundcenter,Luleå,Norrbottens län,,https://swemaps.org/details/lule-hundcenter-ChIJy12,,google_maps,,,
Hops & Paws by Indah,Hops & Paws by Indah,Luleå,Norrbottens län,,,,google_maps,,,
Binagårdens Hund- & Kattpensionat,Binagårdens Hund- & Kattpensionat,Luleå,Norrbottens län,info@binagarden.se,http://www.binagarden.se,https://facebook.com/138177492902180,google_maps,skickat,2026-03-31,17:50
Stjärnskytten's Hundtjänster AB,Stjärnskytten's Hundtjänster,Luleå,Norrbottens län,,,,google_maps,,,
Lilla Hundpensionatet Bälinge Luleå,Lilla Hundpensionatet Bälinge Luleå,Luleå,Norrbottens län,,,,google_maps,,,
Svedjegårdens Hund & Kattpensionat,Svedjegårdens Hund & Kattpensionat,Luleå,Norrbottens län,,,,google_maps,,,
Dogzone,Dogzone,Luleå,Norrbottens län,linnea@dogzone.nu,http://dogzone.nu,https://www.facebook.com/dogzone.nu,google_maps,skickat,2026-03-31,17:50
Sivans hundtjänst ekonomisk förening,Sivans hundtjänst ekonomisk förening,Luleå,Norrbottens län,,,,google_maps,,,
Dogs of Hope,Dogs of Hope,Södra Sunderbyn,Norrbottens län,,http://www.dogsofhope.se,https://www.facebook.com/dogsofhopelinneaholmgren,google_maps,,,
Spadertass Hundcenter,Spadertass Hundcenter,Huddinge,Stockholms län,spadertasshundcenter@gmail.com,http://www.spadertass.se,,google_maps,skickat,2026-03-31,17:54
Brantbrinks hundpensionat,Brantbrinks,Tullinge,Stockholms län,marita@brantbrinkshundpensionat.se,https://www.brantbrinkshundpensionat.se,https://facebook.com/profile.php,google_maps,skickat,2026-03-31,17:54
Lissma Hundhotell,Lissma,Skogås,Stockholms län,nina@hundhotell.com,http://hundhotell.com,,google_maps,skickat,2026-03-31,17:54
Wädersjö Hundpensionat och dagis,Wädersjö Hundpensionat och dagis,Tungelsta,Stockholms län,asa@wadersjo.se,http://www.wadersjo.se,https://www.facebook.com/Wadersjo,google_maps,skickat,2026-03-31,17:54
Pethico AB Hunddagis,Pethico,Skärholmen,Stockholms län,pethicoab@gmail.com,https://pethico.se,,google_maps,skickat,2026-03-31,17:58
Lisas Hundservice,Lisas Hundservice,Tullinge,Stockholms län,smillahunden@hotmail.com,http://www.lisashundservice.se,,google_maps,skickat,2026-03-31,17:58
Antefa's hundpensionat/boarding kennel,Antefa's hundpensionat/boarding,Haninge,Stockholms län,annica@antefas.com,http://www.hundpensionat.one,,google_maps,skickat,2026-03-31,17:58
Hundhotell Carmbull,Hundhotell Carmbull,Jordbro,Stockholms län,gunillacarmstedt@telia.com,http://carmbull.se,,google_maps,skickat,2026-03-31,17:58
Pyttelitens Hunddagis,Pyttelitens,Bandhagen,Stockholms län,,http://pyttelitenshunddagis.se,,google_maps,,,
ÅDRANS KENNEL - Papillon,ÅDRANS - Papillon,Huddinge,Stockholms län,,,,google_maps,,,
Pyttelitens Hunddagis,Pyttelitens,Enskede,Stockholms län,,https://pyttelitenshunddagis.se,,google_maps,,,
Goat-Wool Hund & Katt Pensionat,Goat-Wool Hund & Katt Pensionat,Norra Sorunda,Stockholms län,info@goat-wool.se,http://www.goat-wool.se,https://www.facebook.com/Kennel-Goat-Wool-1394756444111308,google_maps,skickat,2026-03-31,18:02
Trygga Hund i Stockholm AB - Hunddagis Kista och Järvastaden Solna Sundbyberg Sollentuna,Trygga Hund i Stockholm - Kista och Järvastaden Solna Sundbyberg Sollentuna,Kista,Stockholms län,info@tryggahund.com,https://tryggahund.com,https://www.facebook.com/TryggaHund,google_maps,skickat,2026-03-31,18:02
Vovve Lycka,Vovve Lycka,Älta,Stockholms län,vovvelycka@gmail.com,https://www.vovvelycka.com,https://www.facebook.com/Vovve-Lycka-106558567659020,google_maps,skickat,2026-03-31,18:03
HundTänk,HundTänk,Kungens Kurva,Stockholms län,,https://www.hundtank.se,https://facebook.com/hundtank,google_maps,,,
Sea Hund & Katt,Sea Hund & Katt,Kungens Kurva,Stockholms län,huddingedjurklinik@gmail.com,http://seahundochkatt.se,,google_maps,skickat,2026-03-31,18:03
Barkarby Hunddagis,Barkarby,Järfälla,Stockholms län,,http://www.barkarbyhunddagis.nu,https://www.facebook.com/barkarbyhunddagis,google_maps,,,
Flashdance Hundcenter,Flashdance Hundcenter,Järfälla,Stockholms län,,http://www.flashdancehc.se,,google_maps,,,
Kennel Gårdskäls,Kennel Gårdskäls,Järfälla,Stockholms län,,https://www.gardskals.com/kontakt,,google_maps,,,
Akhilles Tassar,Akhilles Tassar,Bro,Stockholms län,info@akhillestassar.se,https://akhillestassar.se,https://www.facebook.com/profile.php,google_maps,skickat,2026-03-31,18:06
Emerita Hundhotell,Emerita,Brottby,Stockholms län,hej@emeritahunddagis.se,https://www.emeritahunddagis.se/hundhotell,https://www.facebook.com/wix,google_maps,skickat,2026-03-31,18:06
Barkarby Hundsalong,Barkarby Hundsalong,Järfälla,Stockholms län,,http://www.barkarbyhundsalong.se,,google_maps,,,
Hundrastgård Barkarby,Hundrastgård Barkarby,Järfälla,Stockholms län,kontakt@jarfalla.se,https://www.jarfalla.se/fritidochkultur/naturochfriluftsliv/hundrastgardar.4.640dac6b1300db73e7c800017237.html,https://www.facebook.com/jarfallakommun,google_maps,skickat,2026-03-31,18:06
Hundpoolen AB,Hundpoolen,Sundbyberg,Stockholms län,info@hundpoolenab.se,http://www.hundpoolenab.se,,google_maps,skickat,2026-03-31,18:06
Hundpensionat Mossahus,Hundpensionat Mossahus,Klippan,Stockholms län,info@hundpensionat-mossahus.se,http://www.hundpensionat-mossahus.se,,google_maps,skickat,2026-03-31,18:10
Dogman and friends,Dogman and friends,Järfälla,Stockholms län,,https://dogman.se/store-detail/dogman-and-friends-stockholm-barkarby,https://www.facebook.com/barkarbydogman,google_maps,,,
Kristys Hundtrim,Kristys Hundtrim,Järfälla,Stockholms län,,,,google_maps,,,
Bellbreeds Kattpensionat,Bellbreeds Kattpensionat,Bro,Stockholms län,kontakt@bellbreed.se,http://www.bellbreed.se,,google_maps,,,
Stay and Play Hundcenter,Stay and Play Hundcenter,Solna,Stockholms län,hunddagis@stayandplayhundcenter.se,http://www.stayandplayhundcenter.se,http://www.facebook.com/stayandplayhundcenter,google_maps,skickat,2026-03-31,18:10
Emerita Hunddagis Solna Hagbyvägen,Emerita Solna Hagbyvägen,Solna,Stockholms län,hej@emeritahunddagis.se,https://www.emeritahunddagis.se/solna-hunddagis,https://www.facebook.com/wix,google_maps,skickat,2026-03-31,18:10
Emerita Hunddagis Solna,Emerita Solna,Solna,Stockholms län,,,,google_maps,,,
Hundens Hörna Råsunda,Hundens Hörna Råsunda,Solna,Stockholms län,info@hundenshorna.com,http://www.hundenshorna.com,https://www.facebook.com/HundensHornaButik,google_maps,skickat,2026-03-31,18:10
Hundens Hörna Huvudsta,Hundens Hörna Huvudsta,Solna,Stockholms län,info@hundenshorna.com,http://hundenshorna.com,https://www.facebook.com/HundensHornaButik,google_maps,skickat,2026-03-31,18:14
Solna Hunddagis,Solna,Solna,Stockholms län,,,,google_maps,,,
Bergshamra Hunddagis,Bergshamra,Solna,Stockholms län,,,,google_maps,,,
Ponyos Hunddagis,Ponyos,Sundbyberg,Stockholms län,sofia@ponyoshunddagis.se,https://ponyoshunddagis.se,,google_maps,skickat,2026-03-31,18:14
Stockholm Hundtjänst,Stockholm Hundtjänst,Solna,Stockholms län,,http://stockholmhundtjanst.se/contact.html,,google_maps,,,
Dog Care Stockholm,Dog Care Stockholm,Bromma,Stockholms län,hunddagis@dogcarestockholm.se,http://www.dogcarestockholm.se,https://www.facebook.com/Vinstahundcenter,google_maps,skickat,2026-03-31,18:14
HundvaktStockholm,HundvaktStockholm,Solna,Stockholms län,,http://hundvaktstockholm.se,,google_maps,,,
Mikis Hunddagis & Hundfrisör,Mikis Hunddagis & Hundfrisör,Bromma,Stockholms län,info@mikishunddagis.se,https://www.mikishunddagis.se,https://www.facebook.com/mikishunddagis,google_maps,skickat,2026-03-31,18:14
