namn,stad,lan,email,hemsida,facebook,kalla
Hundekjøring Hedmarksvidda Husky a/s,Norge,Innlandet,kjersti.vogt@hedmarksviddahusky.no,http://www.hedmarksviddahusky.no,https://facebook.com//siberianhuskytours,google_maps
Hamar Hundeskole AS,Norge,Innlandet,hamarhundeskole@gmail.com,https://www.hamarhundeskole.no,https://www.facebook.com/hamarhundeskole,google_maps
Hamar Og Omegn Hundeklubb,Norge,Innlandet,,http://www.hamarhundeklubb.com,https://www.facebook.com/hohk.no,google_maps
Badiras hundesenter,Norge,Innlandet,,http://www.badirashundesenter.no,,google_maps
Bjølsethagen Hundehotell,Norge,Innlandet,post@bjolsethagen.no,http://bjolsethagen.no,https://facebook.com/pg/Bj%C3%B8lsethagen-hundehotell-101350814819358/posts,google_maps
Per og Pias Hunde- og Kattepensjonat,Norge,Innlandet,hund@hund.no,http://www.hund.no,https://www.facebook.com/perogpias,google_maps
Vizi Dog Studio -HUNDEFRISØR HAMAR,Norge,Innlandet,,https://www.vizidogstudio.no,https://www.facebook.com/hundefrisor.hamar,google_maps
Hundekaos,Hamar,Innlandet,kontakt@hundekaos.no,http://www.hundekaos.no,https://www.facebook.com/profile.php,google_maps
Hamar Hundefoto,Norge,Innlandet,,https://www.hamarhundefoto.no,,google_maps
Van Dogh,Norge,Innlandet,,https://www.vandogh.no,,google_maps
Askelabben Hundesenter As,Norge,Innlandet,,https://www.askelabbenhundesenter.no,https://www.facebook.com/Askelabben,google_maps
Kjørbotangen Dog Park,Norge,Akershus,,,,google_maps
Logre Hundelufting,Sandvika,Akershus,,,,google_maps
Asker og Bærum hundelufting,Sandvika,Akershus,,https://askerogbaerumhundelufting.mypixieset.com,,google_maps
Hundefrisørene Dog Studio,Norge,Akershus,,http://hundefrisorene.no,,google_maps
HUNDEPASSERNE Fornebu,Sandvika,Akershus,post@hundepasserne.no,http://www.hundepasserne.no,https://www.facebook.com/webnode,google_maps
Silja dog walking AS,Norge,Akershus,silje_rue@hotmail.com,http://www.siljes-hundelufting.com,https://facebook.com/profile.php,google_maps
Storøyodden Dog Park,Norge,Akershus,,,,google_maps
Juvika hunde- og kattehotell,Norge,Akershus,dyrisklandskap@hundeogkattehotell.no,https://hundeogkattehotell.no,https://www.facebook.com/Juvika-hunde-og-kattehotell-111211941487376,google_maps
Det Lille Hundehotellet i Buvika,Norge,Akershus,,,,google_maps
Dog hiking oslo,Oslo,Akershus,doghikingoslo@gmail.com,https://doghikingoslo.no,https://www.facebook.com/profile.php,google_maps
Didriksens Hundetjenester,Sandvika,Akershus,,,,google_maps
Bærum Hundesenter,Norge,Akershus,,,,google_maps
Vøyenenga hundepark,Norge,Akershus,,,,google_maps
Asker & Bærum Hundefrisør,Norge,Akershus,,https://www.facebook.com/AskerHundefrisor,,google_maps
Norges Hundeskole i Oslo i Nydalen,Norge,Akershus,,https://norgeshundeskole.no/avdelinger/oslo-nydalen,,google_maps
HUNDEPASSERNE Fornebu,Lysaker,Akershus,post@hundepasserne.no,http://www.hundepasserne.no,https://www.facebook.com/webnode,google_maps
Asker og Bærum hundelufting,Lysaker,Akershus,,https://askerogbaerumhundelufting.mypixieset.com,,google_maps
Logre Hundelufting,Lysaker,Akershus,,,,google_maps
Røa Hundelufting,Norge,Akershus,,,,google_maps
Aiden Hundepensjonat,Norge,Akershus,,,,google_maps
Smarthund Hundeskole,Norge,Akershus,info@smarthund.no,http://www.smarthund.no,http://www.facebook.com/smarthund.no,google_maps
Hundejordet,Norge,Akershus,,https://www.oslo.kommune.no/natur-kultur-og-fritid/tur-og-friluftsliv/dyr-i-oslo/hundehold,,google_maps
HundetrenerLine AS,Norge,Innlandet,line@hundemoment.no,http://www.hundemoment.no,,google_maps
Enga Hundepensjonat,Norge,Vestfold og Telemark,booking@engahund.no,http://engahund.no,,google_maps
Froland Hundepensjonat,Norge,Vestfold og Telemark,voff@hundegarden.no,https://www.hundegarden.no,https://www.facebook.com/search/top,google_maps
Hundeparken i Bamble,Norge,Vestfold og Telemark,,https://www.facebook.com/BambleHundepark,,google_maps
Osebakken hundepark,Norge,Vestfold og Telemark,,https://www.facebook.com/groups/898538622071322,,google_maps
Voffe Hundehotell og Hundetrening,Norge,Møre og Romsdal,,https://www.voffehundehotell.no,,google_maps
Slettvoll Gård Hundepensjonat,Norge,Møre og Romsdal,,https://slettvollgard.no/omhotellet,,google_maps
Hund med Hanne,Norge,Møre og Romsdal,post@hundmedhanne.no,https://www.hundmedhanne.no,,google_maps
Vestreim Hundepark,Norge,Sogn og Fjordane,,,,google_maps
Engene Gård Animal Boarding and Stable,Norge,Viken,christel.flagestad@engenegaard.no,https://www.engenegaard.no,,google_maps
Lindemark hundepensjonat,Norge,Viken,eline@lindemarkhundepensjonat.no,http://www.lindemarkhundepensjonat.no,https://www.facebook.com/LindemarkHundepensjonat,google_maps
Moss og Omegn Hundeklubb,Norge,Viken,styret@mohk.no,https://mohk.no,,google_maps
Farmen Hunde- og Kattehotell,Norge,Viken,,https://www.farmenhundogkatt.no,https://www.facebook.com/Farmen-hunde-og-kattehotell-as-596061784188974,google_maps
Smoopy Hundesalong | Hundefrisør | Moss,Norge,Viken,smoopyhundesalong@gmail.com,https://www.smoopyhundesalong.com,https://www.facebook.com/SmoopyHundefrisor,google_maps
Kosepusen Feriehus Hund Katt Hest & Smådyr Pensjonat,Norge,Viken,,,,google_maps
Flakkefossen Kennel og Hundepensjonat,Norge,Agder,,http://flakkefossen.no,,google_maps
Flakkefossen hundesenter AS,Norge,Agder,,http://flakkefossen.no,,google_maps
La Lumière Du Nord Hundefrisør & Spa As,Norge,Agder,lalumieredunord.no@gmail.com,http://www.lalumieredunord.no,https://nb-no.facebook.com/lalumieredunord47,google_maps
Grimstalyan Hundcenter,Vällingby,Agder,info@grimstalyan.se,http://www.grimstalyan.se,https://www.facebook.com/Grimstalyan-184989294977535,google_maps
