namn,stad,lan,email,hemsida,facebook,kalla
Dagis Nattis Sundsvall AB,Sundsvall,Västernorrlands län,dagisnattisinfo@gmail.com,https://www.dagisochnattis.se,https://www.facebook.com/people/Dagis-Nattis-AB/61563662168664,google_maps
Sötnosar,Alnö,Västernorrlands län,sotnosar.nu@gmail.com,http://www.sotnosar.nu,https://www.facebook.com/Sötnosar-Djurpensionat-Alnö-Sundsvall-1212516288765762,google_maps
Anna-K Dogcare - Hundtrim Sundsvall,Sundsvall,Västernorrlands län,info@annakdogcare.se,https://annakdogcare.se,https://www.facebook.com/AMNIS-Hundhus-Birsta-102511344870817,google_maps
"CALUDO Hundfysioteket Rehabilitering, Hundotellet Nos In caludonosin",Kvissleby,Västernorrlands län,info@caludonosin.se,http://www.caludonosin.se,,google_maps
AMNIS HUNDHUS Njurunda,Kvissleby,Västernorrlands län,sodraberget@amnishundhus.se,http://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps
Lilla Rosatassens Katthotell & Hundsalong,Sundsbruk,Västernorrlands län,info@rosatassens.se,https://www.rosatassens.se,https://www.facebook.com/Lilla-Rosatassens-Katthotell-Hundsalong-100611792199047,google_maps
FinaDinas Hundpensionat,Stöde,Västernorrlands län,,https://finadinas-hundpensionat.se,,google_maps
Elittrim,Sundsbruk,Västernorrlands län,,,,google_maps
Sundsvalls Hundsalong AB,Sundsvall,Västernorrlands län,,https://www.sundsvallshundsalong.se,https://www.facebook.com/profile.php,google_maps
Tinas Hundliv,Sundsvall,Västernorrlands län,tina@tinashundliv.se,https://www.tinashundliv.se,https://www.facebook.com/pages/Tinas-Hundliv/135051843208144,google_maps
Lavindalens Kennel,Sundsvall,Västernorrlands län,,,,google_maps
Alkett's Kennel,Sundsbruk,Västernorrlands län,,http://www.alketts.se,,google_maps
Kennel Rustic,Sundsbruk,Västernorrlands län,,https://swedmapi.org/details/kennel-rustic-ChIJA3H,,google_maps
Zallayas kennel,Kovland,Västernorrlands län,tove@zallayas.se,http://zallayas.se,,google_maps
Kennel Tale,Njurunda,Västernorrlands län,,,,google_maps
Herno hunddagis och hundpensionat,Härnösand,Västernorrlands län,kontakt@hernohunddagis.se,https://www.hernohunddagis.se,,google_maps
Thidas kennel,Sundsvall,Västernorrlands län,lotta@thidas.se,http://www.thidas.se/kontakt.html,,google_maps
Skogmursgårdens Hunddagis & Pensionat,Gävle,Gävleborgs län,info@skogmursgarden.se,http://www.skogmursgarden.se,,google_maps
Rastplatsen Hunddagis,Gävle,Gävleborgs län,,https://mobile.facebook.com/profile.php,,google_maps
Fjärilens hunddagis,Gävle,Gävleborgs län,,https://swemaps.org/details/fjrilens-hunddagis-ChIJAXr,,google_maps
Lisa´s Hunddagis,Gävle,Gävleborgs län,,https://www.facebook.com/groups/3096327607322826,,google_maps
M&L Hundcenter,Gävle,Gävleborgs län,mlhundcenter@hotmail.com,http://mlhundcenter.se,https://www.facebook.com/mlhund,google_maps
Öbergsgårdens Hunddagis,Valbo,Gävleborgs län,,,,google_maps
Villa Solhagens Djurpensionat,Gävle,Gävleborgs län,,,,google_maps
Pomitit Hunddagis,Gävle,Gävleborgs län,,http://www.adventuregavle.se,,google_maps
HundHotell - Boka över 600 Hundvänliga Hotell,Gävle,Gävleborgs län,,,,google_maps
Älgripans Hundcenter,Årsunda,Gävleborgs län,algripanshundcenter@gmail.com,http://algripan.se,https://www.facebook.com/%C3%84lgripans-Hundcenter-101337786025418,google_maps
VETRESOR,Gävle,Gävleborgs län,,https://www.vetresor.se,,google_maps
Eskilstuna HundCenter,Eskilstuna,Södermanlands län,,http://www.eskilstunahundcenter.se,,google_maps
Solens Lyckotassar Eskilstuna,Eskilstuna,Södermanlands län,info@solenslyckotassar.se,http://www.solenslyckotassar.se,https://www.facebook.com/solenslyckotassar,google_maps
Telge Hund Center,Södertälje,Stockholms län,,http://www.telgehundcenter.com,,google_maps
Happy Dogs Daycare,Södertälje,Stockholms län,hej@happydogsdaycare.se,https://www.happydogsdaycare.se,https://www.facebook.com/happydogsdaycaresodertalje,google_maps
Vargus Tassar Och Hovar,Södertälje,Stockholms län,,,,google_maps
Sjöhaga Hundcenter,Södertälje,Stockholms län,,,,google_maps
Stångarö Hundpensionat,Södertälje,Stockholms län,stangarohundpensionat@gmail.com,http://stangarohundpensionat.se,https://www.facebook.com/stangarohundpensionat,google_maps
Dog Care Center Sweden AB,Södertälje,Stockholms län,,,,google_maps
Järna Hundjour,Järna,Stockholms län,,,,google_maps
Södertörns Hundcenter AB,Tullinge,Stockholms län,%20info@sodertornshundcenter.se,https://sodertornshundcenter.se,https://www.facebook.com/sodertornshundcenter,google_maps
Basta Nykvarn,Nykvarn,Stockholms län,info@basta.se,https://basta.se,https://www.facebook.com/bastavast,google_maps
Skirengårdens Hundcenter,Nykvarn,Stockholms län,pia.skirengarden@gmail.com,https://skirengarden.se,https://www.facebook.com/profile.php,google_maps
Lindas hundtjänst,Södertälje,Stockholms län,lindauc40@gmail.com,https://www.xn--lindashundtjnst-clb.com,https://www.facebook.com/lindashundtjanst,google_maps
Väse Djurpensionat. Hundpensionat,Väse,Värmlands län,kleven716@gmail.com,http://xn--vsedjurpensionat-vnb.se,,google_maps
Önneruds Hunddagis & Hotell,Karlstad,Värmlands län,annika.klintberg@gmail.com,https://onnerudshunddagishundhotell.se,https://www.facebook.com/akhunddagis30,google_maps
Segerstad Hundpensionat,Vålberg,Värmlands län,,,,google_maps
Zakrisdals Hunddagis,Karlstad,Värmlands län,info@zakrisdalshunddagis.se,http://www.zakrisdalshunddagis.se,,google_maps
Karlstads Hunddagis AB,Karlstad,Värmlands län,,http://www.karlstadshunddagis.se,,google_maps
Kooperativet Solatassen Ek för,Karlstad,Värmlands län,info@solatassen.se,http://www.solatassen.se,,google_maps
Mias hundkurser och hunddagis,Karlstad,Värmlands län,mariabus78@outlook.com,https://www.miashundkurserhunddagis.com,https://www.facebook.com/miashundkurser,google_maps
Trygga Tassen,Karlstad,Värmlands län,tryggatassen@gmail.com,https://camillashunddagis.webnode.se,,google_maps
Tassarnas Hunddagis Hammarö HB,Hammarö,Värmlands län,,https://tassarnashunddagis.com,,google_maps
Camillas Hunddagis,Karlstad,Värmlands län,tryggatassen@gmail.com,https://camillashunddagis.webnode.se,,google_maps
Stay and play hundcenter AB,Täby,Stockholms län,hunddagis@stayandplayhundcenter.se,http://www.stayandplayhundcenter.se,http://www.facebook.com/stayandplayhundcenter,google_maps
Pias Hunddagis,Täby,Stockholms län,mail@demolink.org,http://www.piashunddagis.se,https://www.facebook.com/Pias-Hunddagis-345299845607686,google_maps
Svanstippens Hunddagis,Täby,Stockholms län,svanstippen@yahoo.se,http://www.svanstippen.se,https://www.facebook.com/SvanstippensHunddagis,google_maps
Norra Stockholms Hundcenter,Täby,Stockholms län,info@norrastockholmshundcenter.se,http://norrastockholmshundcenter.se,https://www.facebook.com/norrastockholmshundcenter,google_maps
lilla hjärtats hunddagis,Täby,Stockholms län,,,,google_maps
Hundhus1 i Täby HB,Täby,Stockholms län,info@hundhus1.se,http://www.hundhus1.se,https://www.facebook.com/hundhus1,google_maps
Hagbys Hundar HB,Täby,Stockholms län,,,,google_maps
Hunddrömmen AB,Täby,Stockholms län,info@hunddrommen.se,http://hunddrommen.com,https://www.facebook.com/Hundrommen,google_maps
Mysdagis,Täby,Stockholms län,,,,google_maps
Ericas hunddagis,Täby,Stockholms län,,,,google_maps
Changdobels - Danderyd Hunddagis,Danderyd,Stockholms län,danderyd@changdobels.se,https://changdobels.se/hunddagis/danderyd-hunddagis,https://www.facebook.com/danderydhunddagis,google_maps
Changdobels - Vallentuna Hunddagis,Vallentuna,Stockholms län,vallentuna@changdobels.se,https://changdobels.se/hunddagis/vallentuna-hunddagis,https://www.facebook.com/changdobels.vallentuna.hunddagis,google_maps
"Frösunda Omsorg - Activera Hundcenter, daglig verksamhet",Täby,Stockholms län,,https://frosunda.se/frosunda-omsorg/dagliga-verksamheter/gribbylund-daglig-verksamhet/activera-hundcenter-daglig-verksamhet,,google_maps
Röger Hundtjänst,Luleå,Norrbottens län,,http://www.roegers.se,,google_maps
Luleå Hundcenter,Luleå,Norrbottens län,,https://swemaps.org/details/lule-hundcenter-ChIJy12,,google_maps
Hops & Paws by Indah,Luleå,Norrbottens län,,,,google_maps
Binagårdens Hund- & Kattpensionat,Luleå,Norrbottens län,info@binagarden.se,http://www.binagarden.se,https://facebook.com/138177492902180,google_maps
Stjärnskytten's Hundtjänster AB,Luleå,Norrbottens län,,,,google_maps
Lilla Hundpensionatet Bälinge Luleå,Luleå,Norrbottens län,,,,google_maps
Svedjegårdens Hund & Kattpensionat,Luleå,Norrbottens län,,,,google_maps
Dogzone,Luleå,Norrbottens län,linnea@dogzone.nu,http://dogzone.nu,https://www.facebook.com/dogzone.nu,google_maps
Sivans hundtjänst ekonomisk förening,Luleå,Norrbottens län,,,,google_maps
Dogs of Hope,Södra Sunderbyn,Norrbottens län,,http://www.dogsofhope.se,https://www.facebook.com/dogsofhopelinneaholmgren,google_maps
Spadertass Hundcenter,Huddinge,Stockholms län,spadertasshundcenter@gmail.com,http://www.spadertass.se,,google_maps
Brantbrinks hundpensionat,Tullinge,Stockholms län,marita@brantbrinkshundpensionat.se,https://www.brantbrinkshundpensionat.se,https://facebook.com/profile.php,google_maps
Lissma Hundhotell,Skogås,Stockholms län,nina@hundhotell.com,http://hundhotell.com,,google_maps
Wädersjö Hundpensionat och dagis,Tungelsta,Stockholms län,asa@wadersjo.se,http://www.wadersjo.se,https://www.facebook.com/Wadersjo,google_maps
Pethico AB Hunddagis,Skärholmen,Stockholms län,pethicoab@gmail.com,https://pethico.se,,google_maps
Lisas Hundservice,Tullinge,Stockholms län,smillahunden@hotmail.com,http://www.lisashundservice.se,,google_maps
Antefa's hundpensionat/boarding kennel,Haninge,Stockholms län,annica@antefas.com,http://www.hundpensionat.one,,google_maps
Hundhotell Carmbull,Jordbro,Stockholms län,gunillacarmstedt@telia.com,http://carmbull.se,,google_maps
Pyttelitens Hunddagis,Bandhagen,Stockholms län,,http://pyttelitenshunddagis.se,,google_maps
ÅDRANS KENNEL - Papillon,Huddinge,Stockholms län,,,,google_maps
Pyttelitens Hunddagis,Enskede,Stockholms län,,https://pyttelitenshunddagis.se,,google_maps
Goat-Wool Hund & Katt Pensionat,Norra Sorunda,Stockholms län,info@goat-wool.se,http://www.goat-wool.se,https://www.facebook.com/Kennel-Goat-Wool-1394756444111308,google_maps
Trygga Hund i Stockholm AB - Hunddagis Kista och Järvastaden Solna Sundbyberg Sollentuna,Kista,Stockholms län,info@tryggahund.com,https://tryggahund.com,https://www.facebook.com/TryggaHund,google_maps
Vovve Lycka,Älta,Stockholms län,vovvelycka@gmail.com,https://www.vovvelycka.com,https://www.facebook.com/Vovve-Lycka-106558567659020,google_maps
HundTänk,Kungens Kurva,Stockholms län,,https://www.hundtank.se,https://facebook.com/hundtank,google_maps
Sea Hund & Katt,Kungens Kurva,Stockholms län,huddingedjurklinik@gmail.com,http://seahundochkatt.se,,google_maps
Barkarby Hunddagis,Järfälla,Stockholms län,,http://www.barkarbyhunddagis.nu,https://www.facebook.com/barkarbyhunddagis,google_maps
Flashdance Hundcenter,Järfälla,Stockholms län,,http://www.flashdancehc.se,,google_maps
Kennel Gårdskäls,Järfälla,Stockholms län,,https://www.gardskals.com/kontakt,,google_maps
Akhilles Tassar,Bro,Stockholms län,info@akhillestassar.se,https://akhillestassar.se,https://www.facebook.com/profile.php,google_maps
Emerita Hundhotell,Brottby,Stockholms län,hej@emeritahunddagis.se,https://www.emeritahunddagis.se/hundhotell,https://www.facebook.com/wix,google_maps
Barkarby Hundsalong,Järfälla,Stockholms län,,http://www.barkarbyhundsalong.se,,google_maps
Hundrastgård Barkarby,Järfälla,Stockholms län,kontakt@jarfalla.se,https://www.jarfalla.se/fritidochkultur/naturochfriluftsliv/hundrastgardar.4.640dac6b1300db73e7c800017237.html,https://www.facebook.com/jarfallakommun,google_maps
Hundpoolen AB,Sundbyberg,Stockholms län,info@hundpoolenab.se,http://www.hundpoolenab.se,,google_maps
Hundpensionat Mossahus,Klippan,Stockholms län,info@hundpensionat-mossahus.se,http://www.hundpensionat-mossahus.se,,google_maps
Dogman and friends,Järfälla,Stockholms län,,https://dogman.se/store-detail/dogman-and-friends-stockholm-barkarby,https://www.facebook.com/barkarbydogman,google_maps
Kristys Hundtrim,Järfälla,Stockholms län,,,,google_maps
Bellbreeds Kattpensionat,Bro,Stockholms län,kontakt@bellbreed.se,http://www.bellbreed.se,,google_maps
Stay and Play Hundcenter,Solna,Stockholms län,hunddagis@stayandplayhundcenter.se,http://www.stayandplayhundcenter.se,http://www.facebook.com/stayandplayhundcenter,google_maps
Emerita Hunddagis Solna Hagbyvägen,Solna,Stockholms län,hej@emeritahunddagis.se,https://www.emeritahunddagis.se/solna-hunddagis,https://www.facebook.com/wix,google_maps
Emerita Hunddagis Solna,Solna,Stockholms län,,,,google_maps
Hundens Hörna Råsunda,Solna,Stockholms län,info@hundenshorna.com,http://www.hundenshorna.com,https://www.facebook.com/HundensHornaButik,google_maps
Hundens Hörna Huvudsta,Solna,Stockholms län,info@hundenshorna.com,http://hundenshorna.com,https://www.facebook.com/HundensHornaButik,google_maps
Solna Hunddagis,Solna,Stockholms län,,,,google_maps
Bergshamra Hunddagis,Solna,Stockholms län,,,,google_maps
Ponyos Hunddagis,Sundbyberg,Stockholms län,sofia@ponyoshunddagis.se,https://ponyoshunddagis.se,,google_maps
Stockholm Hundtjänst,Solna,Stockholms län,,http://stockholmhundtjanst.se/contact.html,,google_maps
Dog Care Stockholm,Bromma,Stockholms län,hunddagis@dogcarestockholm.se,http://www.dogcarestockholm.se,https://www.facebook.com/Vinstahundcenter,google_maps
HundvaktStockholm,Solna,Stockholms län,,http://hundvaktstockholm.se,,google_maps
Mikis Hunddagis & Hundfrisör,Bromma,Stockholms län,info@mikishunddagis.se,https://www.mikishunddagis.se,https://www.facebook.com/mikishunddagis,google_maps
Hopp och Lek Hunddagis,Sundbyberg,Stockholms län,anita@hoppochlekhunddagis.se,https://hoppochlekhunddagis.se,,google_maps
Dogcare hunddagis,Johanneshov,Stockholms län,info@hunddagis.se,https://www.hunddagis.se,,google_maps
Dogcare,Bromma,Stockholms län,info@hunddagis.se,https://www.hunddagis.se,,google_maps
Norra Stockholm Katt&Hund,Vallentuna,Stockholms län,,http://www.kattochhund.com,,google_maps
Nacka Hunddagis,Nacka,Stockholms län,,http://www.nackahunddagis.se,,google_maps
MyDogCare Nacka Forum,Nacka,Stockholms län,,https://mydogcare.com/nacka,https://www.facebook.com/MyDogCareSverige,google_maps
Dog Paradise,Nacka,Stockholms län,,,,google_maps
Humandogs Hunddagis och hundhotell,Nacka,Stockholms län,humandogs.ab@gmail.com,https://www.humandogs.se,https://www.facebook.com/humandogssverige,google_maps
Primeras Hunddagis,Saltsjö-Boo,Stockholms län,jannicejuselius@primeras-hunddagis.se,http://www.primeras-hunddagis.se,,google_maps
Nacka hundtjänst,Saltsjö-Boo,Stockholms län,,,,google_maps
Värmdö hund- och kattpensionat,Värmdö,Stockholms län,,http://varmdohundokatt.se,,google_maps
Hundar i alla väder AB,Saltsjöbaden,Stockholms län,hundariallavaderab@gmail.com,http://www.hundariallavader.se,https://www.facebook.com/hundariallavader,google_maps
Värmdös Hunddagis & Djurpensionat,Värmdö,Stockholms län,kontakt@varmdohunddagis.se,http://www.varmdohunddagis.se,https://www.facebook.com/varmdohunddagis,google_maps
Värmdö Dog Center,Gustavsberg,Stockholms län,info@dogcenter.se,http://www.dogcenter.se,,google_maps
Hundcoach,Nacka,Stockholms län,emmeli@hundcoach.com,https://hundcoach.com,,google_maps
Gosenos Hunddagis,Johanneshov,Stockholms län,hunddagis@gosenos.se,https://gosenoshunddagis.se,https://www.facebook.com/gosenoshunddagis,google_maps
Saltsjöbadens Hunddagis,Saltsjöbaden,Stockholms län,saltsjobadenshunddagis@gmail.com,https://www.saltishunddagis.se,https://www.facebook.com/Saltsj%C3%B6badens-Hunddagis-112531620279123,google_maps
Hundrastgård Långsjön,Nacka,Stockholms län,info@nacka.se,https://www.nacka.se/uppleva--gora/friluftsliv-motion/hundar-i-nacka/hundrastgardar,http://www.facebook.com/nackakommun,google_maps
Smådjurshuset Stockholm AB,Saltsjö-Boo,Stockholms län,,https://xn--smdjurshuset-ucb.se,,google_maps
Mikaelas Härliga Hundar,Skarpnäck,Stockholms län,harligahundar@live.se,http://harligahundar.se,https://www.facebook.com/harligahundar,google_maps
Vega Hundcenter,Haninge,Stockholms län,info@vegahundcenter.se,https://www.vegahundcenter.se,https://www.facebook.com/vegahundcenter,google_maps
Hundhallen,Haninge,Stockholms län,info@vegahundcenter.se,http://www.hundhallen.se,,google_maps
BFF Hunddagis i Sollentuna,Sollentuna,Stockholms län,info@bffhunddagis.se,https://www.bffhunddagis.se,https://www.facebook.com/BestFriendsForeverHunddagis,google_maps
Hunddagis24,Sollentuna,Stockholms län,info@hunddagis24.se,http://www.hunddagis24.se,,google_maps
Hundtema Hunddagis - Hunddagis Sollentuna,Sollentuna,Stockholms län,,https://hundtema.se,,google_maps
BFF Hunddagis,Sollentuna,Stockholms län,,,,google_maps
Norrsidans HundSpa,Sollentuna,Stockholms län,,https://www.bokadirekt.se/places/norrsidans-hundspa-60882,https://www.facebook.com/bokadirekt,google_maps
Tassen och Nosen Hunddagis Kista,Kista,Stockholms län,info@tassenochnosen.se,https://tassenochnosen.se,https://www.facebook.com/Tassenonosen,google_maps
Lövhyddan's hundcenter,Sorunda,Stockholms län,,,,google_maps
Hundpositivet,Mölndal,Västra Götalands län,info@hundpositivet.com,http://www.hundpositivet.com,https://www.facebook.com/hundpositivet,google_maps
Koppla Av Hundcenter AB i Mölndal,Mölndal,Västra Götalands län,info@kopplaav.com,http://www.kopplaav.com,https://facebook.com/129692191440,google_maps
Doggiz Mölndal,Mölndal,Västra Götalands län,doggizmolndal@gmail.com,http://doggizmolndal.se,https://www.facebook.com/search/top,google_maps
Champion's Hunddagis,Mölndal,Västra Götalands län,,,,google_maps
Hundakademin Mölndal-Lindome,Lindome,Västra Götalands län,info@hundakademin.com,https://hundakademin.se,,google_maps
Mölndals hunddagis - Högsbo,Västra Frölunda,Västra Götalands län,molndalshunddagis@gmail.com,https://molndalshunddagis.se,https://www.facebook.com/p/M%C3%B6lndals-hunddagis-AB-100084048623355,google_maps
Dog Life Hundcenter,Mölndal,Västra Götalands län,doglifehundcenter@outlook.com,http://www.doglifehundcenter.com,,google_maps
Hund i focus,Kållered,Västra Götalands län,eva@hundifocus.se,http://www.hundifocus.se,https://www.facebook.com/Hundifocus,google_maps
DogHouse Lindome,Lindome,Västra Götalands län,info@dog-house.se,https://www.dog-house.se,https://www.facebook.com/DogHouse-1457421671153901,google_maps
White Diamond Dreams kennel,Mölndal,Västra Götalands län,whitediamonddream@gmail.com,https://www.whitediamonddreams.se,https://www.facebook.com/WhiteDiamondDreams,google_maps
Bekväma Tassar,Trollhättan,Västra Götalands län,,https://swenavi.org/details/bekvma-tassar-ChIJ_zR,,google_maps
Hunddrivet Hunddagis,Trollhättan,Västra Götalands län,,,,google_maps
Artorpets Hunddagis & Pensionat,Trollhättan,Västra Götalands län,,http://www.artorpets.se,,google_maps
Tokiga Hundar,Uddevalla,Västra Götalands län,info@tokigahundar.se,http://www.tokigahundar.se,https://www.facebook.com/tokigahundar,google_maps
Teddys Hunddagis,Uddevalla,Västra Götalands län,,https://naviswmap.org/details/teddys-hunddagis-ChIJ--_,,google_maps
Uddevalla Hundhälsa,Uddevalla,Västra Götalands län,,https://www.hundhalsa.com,,google_maps
Allahunddagis,Uddevalla,Västra Götalands län,,,,google_maps
Signeröds Hundcenter,Uddevalla,Västra Götalands län,,http://www.signerodshundcenter.se,,google_maps
Hundpensionat Gyllene Svansen,Färgelanda,Västra Götalands län,,http://gyllenesvansen.com,,google_maps
Långvalslidens Kennel,Uddevalla,Västra Götalands län,,http://www.teambreeders.se,,google_maps
MM Hund,Henån,Västra Götalands län,mimmi@mmhund.se,http://www.mmhund.se,https://www.facebook.com/mmhund,google_maps
Lekvalls Hundpensionat,Lilla Edet,Västra Götalands län,annika@lekvallshundpensionat.se,http://www.lekvallshundpensionat.se,,google_maps
stjärnmossens hundpensionat,Färgelanda,Västra Götalands län,,http://stjarnmossenshundpensionat.hemsida24.se,,google_maps
Hundeffekt,Uddevalla,Västra Götalands län,info@hundeffekt.se,http://www.hundeffekt.se,https://www.facebook.com/Hundeffekt-126834694526399,google_maps
DinHundskola,Uddevalla,Västra Götalands län,,https://dinhundskola.se,,google_maps
Kustmarkens Hundtjänst AB,Ljungskile,Västra Götalands län,kustmarkens@telia.com,http://www.kustmarken.se,,google_maps
Schäferhundklubben Uddevalla,Uddevalla,Västra Götalands län,,http://www.skuddevalla.se,,google_maps
Sandras Hundtjänst,Uddevalla,Västra Götalands län,info@k9uddevalla.se,https://uddevallahunddagis.se,https://www.facebook.com/people/K9-Uddevalla/61574791933233,google_maps
Skövde Hunddagis,Skövde,Västra Götalands län,skovdehunddagis@gmail.com,http://www.skovdehunddagis.se,http://www.facebook.com/pages/Sk%C3%B6vde-Hunddagis/237094783020787,google_maps
Hundskolorna,Skövde,Västra Götalands län,,http://hundskolorna.se,https://www.facebook.com/hundskolorna,google_maps
Bedas hunddagis och träning,Skövde,Västra Götalands län,,http://www.bedashunddagisochtraning.se,,google_maps
Kennel Drömfångaren,Skövde,Västra Götalands län,,http://www.kenneldromfangaren.se,https://www.facebook.com/kenneldromfangaren,google_maps
Linnéas Hunddagis & Hundpensionat,Hjo,Västra Götalands län,info@linneashundar.se,http://www.linneashundar.se,https://www.facebook.com/LinneasHunddagis,google_maps
Skara Hundpensionat,Skara,Västra Götalands län,,,,google_maps
Skaraskogens hundpensionat,Lundsbrunn,Västra Götalands län,,,,google_maps
Tassa med Sara (fd.HundArena Skövde),Skövde,Västra Götalands län,,,,google_maps
Mariestads Hundpensionat,Mariestad,Västra Götalands län,,,,google_maps
Dogman and friends,Skövde,Västra Götalands län,,https://dogman.se/store-detail/dogman-and-friends-skovde,https://www.facebook.com/dogmanskovde,google_maps
Alingsås Hundarena-Hunddagis,Alingsås,Västra Götalands län,alingsas@goteborgshunddagis.se,https://goteborgshunddagis.se,https://www.facebook.com/GoteborgsHunddagis,google_maps
Hunddagis,Alingsås,Västra Götalands län,,,,google_maps
Hundens Dagis,Sollebrunn,Västra Götalands län,info@hundensdagis.se,http://www.hundensdagis.se,,google_maps
Hemsjö Hundpensionat,Alingsås,Västra Götalands län,,,,google_maps
Hundstallet Alingsås,Alingsås,Västra Götalands län,,https://hundstallet.se/var-verksamhet/vara-stall/hundstallet-alingsas,,google_maps
Mettes Hundtrim,Alingsås,Västra Götalands län,,https://swemaps.org/details/mettes-hundtrim-ChIJQ2T,,google_maps
Baggebo Hundcenter,Alingsås,Västra Götalands län,info@baggebohundcenter.se,https://www.baggebohundcenter.se,https://www.facebook.com/baggebohundcenter,google_maps
Pusselgårdens kennel,Alingsås,Västra Götalands län,pusselgardenskennel@gmail.com,http://pusselgardens.one,,google_maps
Lerum Hunddagis & Hundpensionat,Floda,Västra Götalands län,,,,google_maps
Pias Hund&Fritid AB,Alingsås,Västra Götalands län,info@piashundfritid.se,http://www.piashundfritid.se,https://www.facebook.com/profile.php,google_maps
Hundcenter Ådi & Gänget,Lidköping,Västra Götalands län,kundtjanst@adioganget.se,https://adioganget.se,https://www.facebook.com/adiochganget,google_maps
Cinas hunddagis,Lidköping,Västra Götalands län,,http://www.cinashunddagis.dinstudio.se,,google_maps
Hundrastgård Margretelund,Lidköping,Västra Götalands län,kommun@lidkoping.se,https://lidkoping.se/bygga-bo-och-miljo/boende-bostader-och-tomter/bostad-halsa-och-trivsel/hundrastgard,https://www.facebook.com/motesplatserseniorer,google_maps
Sanna's Hundsalong,Lidköping,Västra Götalands län,kontakt@sannashundsalong.se,https://www.sannashundsalong.se,https://www.facebook.com/profile.php,google_maps
Hundarena Skaraborg,Vinninga,Västra Götalands län,hundarenaskaraborg@gmail.com,http://www.hundarenaskaraborg.se,,google_maps
Helens Hundpensionat & Kattpensionat,Sågmyra,Västra Götalands län,,,,google_maps
Lidköpings Brukshundklubb,Vinninga,Västra Götalands län,specialsok@lidkopingbk.se,http://www.lidkopingbk.se,,google_maps
Västerby Hunddagis,Grästorp,Västra Götalands län,vasterbyhunddagis@gmail.com,http://www.vasterbyhunddagis.se,,google_maps
Hotell Rådhuset,Lidköping,Västra Götalands län,info@hotellradhuset.se,http://www.hotellradhuset.se,https://facebook.com/hotellradhuset,google_maps
Bäverli Hills stughotell & Salong,Vinninga,Västra Götalands län,annette@baverlihills.se,http://baverlihills.se,https://www.facebook.com/pages/Bäverli-Hills-B-B/1460143950882658,google_maps
Stadshotellet i Lidköping,Lidköping,Västra Götalands län,info@lidkopingstadshotell.se,http://lidkopingstadshotell.se,http://www.facebook.com/lidkopingstadshotell.se,google_maps
Noordhgårdens Hundskola & Hunddagis,Ytterby,Västra Götalands län,,http://www.noordhgardens.se,,google_maps
Hunddagis i Lid AB,Kungälv,Västra Götalands län,,,,google_maps
Fyrfotagården,Ytterby,Västra Götalands län,danjou400@gmail.com,http://www.fyrfotagarden.se,,google_maps
"Anjediamond`s Hundcenter, Kungälv",Ytterby,Västra Götalands län,jessica@anjediamonds.se,http://www.anjediamondshundcenter.se,,google_maps
Hos Malin Hundpensionat,Skärhamn,Västra Götalands län,,,,google_maps
Håfveleds kennel,Kungälv,Västra Götalands län,viviann.hellberg@gmail.com,http://hafveleds.se/mellanpudel.html,,google_maps
Fyrfota Vänner AB,Hålanda,Västra Götalands län,,http://www.fyrfotavanner.se,,google_maps
Hundlyckan,Kungälv,Västra Götalands län,hund-lyckan@hotmail.com,http://www.hund-lyckan.com,http://www.facebook.com/vardagslydnadskurser,google_maps
Kennel Ensemble,Kungälv,Västra Götalands län,anki@bracco.se,http://bracco.se/contact.html,,google_maps
Annie's hundhotell /hunddagis,Kristianstad,Skåne län,annieshundar@gmail.com,http://annieshundar.se,,google_maps
Balsby Hundhotell & Dagis,Kristianstad,Skåne län,,,,google_maps
Lottas Hunddagis,Kristianstad,Skåne län,,http://www.lottasvovvar.hundpoolen.se,,google_maps
"Rya Foder & Djurhotell AB Kristianstad med varumärket ""U Design""",Tollarp,Skåne län,ryafoodhot@gmail.com,http://www.ryafoderdjurhotell.se,,google_maps
Åhus Hundcenter,Åhus,Skåne län,caroline@ahushundcenter.se,http://ahushundcenter.se,https://www.facebook.com/ahushundcenter,google_maps
Fågelängens Husdjurspensionat,Kristianstad,Skåne län,,http://www.fagelangens.se,,google_maps
Hundens Hörna i Kristianstad,Kristianstad,Skåne län,,,,google_maps
Diamonds of Åsum,Kristianstad,Skåne län,,,,google_maps
Solkullen Hunddagis & Pensionat,Trelleborg,Skåne län,,https://swemaps.org/details/solkullen-hunddagis-pensionat-ChIJuUT,,google_maps
Landgold kennel,Svedala,Skåne län,,,,google_maps
Persbo Hundpensionat,Svedala,Skåne län,,,,google_maps
Trelleborgs Hundtrim,Trelleborg,Skåne län,trelleborgs.hundtrim@hotmail.com,http://trelleborgshundtrim.bokamera.se,,google_maps
Dogman and friends,Trelleborg,Skåne län,,https://dogman.se/store-detail/dogman-and-friends-trelleborg-city,https://www.facebook.com/dogmantrelleborg,google_maps
Låssmed Stockholm - 24h låsjour stockholm,Trelleborg,Skåne län,,,,google_maps
Black and Buffs Hundpensionat och Hunddagis,Trelleborg,Skåne län,,http://blackandbuffskennel.dinstudio.se,,google_maps
Åsgläntans Hundservice,Hässleholm,Skåne län,ayarips@yahoo.com,http://www.asglantans.se,,google_maps
