namn,stad,lan,email,hemsida,facebook,kalla,raw_address,phone,raw_source
Mölndals hunddagis - Mölndal,Mölndal,Västra Götalands län,molndalshunddagis@gmail.com,http://molndalshunddagis.se,https://www.facebook.com/p/M%C3%B6lndals-hunddagis-AB-100084048623355,google_maps,"Prästgårdsgatan, Pedagogen Park 20, 431 44 Mölndal",072-286 52 09,serpapi_google_maps
Änggårdens Nya Hunddagis,Västra Frölunda,Västra Götalands län,info@anggardenshunddagis.se,http://www.anggardenshunddagis.se,,google_maps,"Sjöblads väg 1, 426 71 Västra Frölunda",073-591 81 71,serpapi_google_maps
Hunddagis 101 tassar,Olofstorp,Västra Götalands län,sanna@101tassar.se,http://www.101tassar.se,https://facebook.com/101tassar,google_maps,"Torvhögsvägen 49, 424 91 Olofstorp",070-939 77 36,serpapi_google_maps
Smaskens Hundpensionat,Ytterby,Västra Götalands län,,https://swenavi.org/details/smaskens-hundpensionat-ChIJb2e,,google_maps,"Vena 430, 442 94 Ytterby",070-612 79 14,serpapi_google_maps
Alléns Gård,Säve,Västra Götalands län,info@allensgard.se,http://allensgard.se,https://www.facebook.com/Allensgard,google_maps,"Gunnesby Kalsbogård 30, 423 72 Säve",070-950 10 02,serpapi_google_maps
Skolleras Hundpensionat,Lindome,Västra Götalands län,,,,google_maps,437 93 Lindome,,serpapi_google_maps
Drömgårdens Hundhotel,Härryda,Västra Götalands län,julia@dromgardenshundhotel.se,http://www.dromgardenshundhotel.se,https://www.facebook.com/DromgardensHundhotel,google_maps,"Gransjöåsvägen 101, 438 92 Härryda",,serpapi_google_maps
Kayogården Hundpensionat - Hundpensionat Kungälv,Romelanda,Västra Götalands län,info@kayogarden.se,https://www.kayogarden.se,,google_maps,"Gömmet 110, 442 92 Romelanda",073-328 00 22,serpapi_google_maps
Härryda Djurpensionat,Härryda,Västra Götalands län,,http://www.harrydadjurpensionat.se,,google_maps,"Risbackavägen 27, 438 94 Härryda",070-439 21 69,serpapi_google_maps
CityDoggis Hunddagis i Malmö,Malmö,Skåne län,kontakt@citydoggis.se,http://www.citydoggis.se,https://www.facebook.com/Citydoggis,google_maps,"Östra Varvsgatan 25, 211 73 Malmö",,serpapi_google_maps
Lodjuret Hunddagis,Malmö,Skåne län,hunddagiset@gmail.com,http://www.lodjuret.com,https://facebook.com/lodjurethunddagis,google_maps,"Inne på gården, Norra Bulltoftavägen 65C, 212 43 Malmö",070-601 24 77,serpapi_google_maps
Hunddagis Jägersro,Malmö,Skåne län,qelso@hotmail.com,https://www.qelsoab.se,https://www.facebook.com/qelsoab,google_maps,"Fredriksbergs gård, Djurhagegatan, 213 76 Malmö",076-949 38 95,serpapi_google_maps
Hyllie Hundcenter,Vintrie,Skåne län,,https://www.hylliehundcenter.com,,google_maps,"Gottorpsvägen 60, 218 45 Vintrie",070-445 18 88,serpapi_google_maps
​​Limhamns Hunddagis,Limhamn,Skåne län,limhamnshunddagis@gmail.com,http://www.limhamnshunddagis.se,https://www.facebook.com/limhamnshunddagis,google_maps,"Limhamnsvägen 104, 216 13 Limhamn",040-15 65 51,serpapi_google_maps
Tygelsjö Hundpensionat,Tygelsjö,Skåne län,info@europaresor.nu,https://xn--tygelsjhundpensionat-99b.se,,google_maps,"Glostorpsvägen 56, 218 75 Tygelsjö",040-46 94 24,serpapi_google_maps
Doggowalk,Malmö,Skåne län,mail@demolink.org,http://www.doggowalk.se,,google_maps,"Kollegiegatan, 214 54 Malmö",076-056 09 54,serpapi_google_maps
Beatrice K9 Dog Training and Adventure Company,Malmö,Skåne län,info@beatrice-k9.com,http://www.beatrice-k9.com,,google_maps,"Bergsgatan 42, 214 22 Malmö",073-071 88 82,serpapi_google_maps
Stjärnans black and Tan Kennel,Malmö,Skåne län,,,,google_maps,"Esperantogatan 17, 215 84 Malmö",073-728 07 74,serpapi_google_maps
Hildesborgshunddagis,Tygelsjö,Skåne län,hildesborg@live.se,https://www.hildesborghunddagis.se,https://www.facebook.com/Hildesborgshunddagis-och-Hundpensionat-108249329284641,google_maps,"Bäckaforsvägen 44, 218 74 Tygelsjö",073-142 20 20,serpapi_google_maps
Håslövs Hundpensionat AB,Vellinge,Skåne län,info@hundpensionatet.nu,http://hundpensionatet.nu,https://www.facebook.com/H%C3%A5sl%C3%B6vs-Hundpensionat-205015593030,google_maps,"Döseryggen 79, 235 91 Vellinge",040-42 34 50,serpapi_google_maps
Milos vänner,Lomma,Skåne län,antonietta@milosvanner.se,http://www.milosvanner.se,https://www.facebook.com/Milosvanner,google_maps,"Ljunghustorget 14, 234 34 Lomma",073-983 87 30,serpapi_google_maps
Tingeling Hundpensionat,Vellinge,Skåne län,,http://www.tingeling-vellinge.se,https://www.facebook.com/tingelinghundpensionat,google_maps,"Grevievägen 185, 235 94 Vellinge",070-760 14 87,serpapi_google_maps
Pluto's mobila hunddagis,Malmö,Skåne län,,https://m.facebook.com/hundkompisarna4ever,,google_maps,,070-856 75 59,serpapi_google_maps
Solviks Hundhotell,Vellinge,Skåne län,,,,google_maps,"Falsterbovägen, 235 91 Vellinge",070-812 96 30,serpapi_google_maps
Pilebackens Hundpensionat och Hunddagis,Klörup,Skåne län,,https://www.facebook.com/profile.php,,google_maps,"Backar 54, 231 95 Klörup",073-679 76 80,serpapi_google_maps
Sjödikens Hundhotell,Svedala,Skåne län,,https://swenavi.org/details/wiveka-jardby-ChIJMXX,,google_maps,"Bjeretsvägen 44, 233 35 Svedala",040-40 58 56,serpapi_google_maps
Alfahunden,Höllviken,Skåne län,infoalfahunden@gmail.com,https://www.alfahunden.se,https://www.facebook.com/alfahunden.se,google_maps,"Räng Sandsvägen 36, 236 61 Höllviken",070-872 96 96,serpapi_google_maps
ParadisGårdens Hundpensionat och Hunddagis,Trelleborg,Skåne län,nathapettersson@gmail.com,http://www.paradisgarden.hundpoolen.se,,google_maps,"Värlingevägen 2-26, 231 94 Trelleborg",073-438 37 09,serpapi_google_maps
Peach Passion's Kennel & Hundvård,Vellinge,Skåne län,,,,google_maps,"Bröddarpsvägen 114, 235 94 Vellinge",040-46 97 59,serpapi_google_maps
Oskarsfarms Hundpensionat,Ängelholm,Skåne län,info@oskarsfarm.se,http://oskarsfarm.se,,google_maps,"Barkåkravägen 151, 262 91 Ängelholm",070-552 18 06,serpapi_google_maps
Amadeusdolls Gröna Katter och Hundar,Arlöv,Skåne län,,,,google_maps,"Dalbyvägen 36C, 232 33 Arlöv",073-845 09 59,serpapi_google_maps
The Woff Pack AB,Staffanstorp,Skåne län,kontakt@thewoffshop.se,http://www.thewoffpack.se,,google_maps,"Väståkravägen 16, 245 61 Staffanstorp",046-13 00 11,serpapi_google_maps
Norrköpings Hunddagis & Djurvakt AB,Norrköping,Östergötlands län,kontakt@hunddagisodjurvakt.se,https://www.hunddagisodjurvakt.se,https://www.facebook.com/profile.php,google_maps,"Lindövägen 77, 602 28 Norrköping",073-542 43 12,serpapi_google_maps
Bråvikens Hundpensionat HB,Norrköping,Östergötlands län,,,,google_maps,605 92 Norrköping,011-34 03 04,serpapi_google_maps
Naturtassens Hunddagis AB,Norrköping,Östergötlands län,,,,google_maps,"Skärlunda gård, 605 97 Norrköping",070-790 54 18,serpapi_google_maps
DoggsenCenter Hundpensionat / Hunddagis,Åby,Östergötlands län,info@doggsencenter.se,http://www.doggsencenter.se,,google_maps,"RÖDKÄRR, 616 91 Åby",070-376 55 16,serpapi_google_maps
Lundby Styrstad Norrköping,Norrköping,Östergötlands län,,,,google_maps,"Unnamed Road, 605 92 Norrköping",,serpapi_google_maps
Kennel Sontocs,Norrköping,Östergötlands län,,http://kennelsontocs.se,,google_maps,"Odensgatan 30 b, 603 37 Norrköping",070-518 84 42,serpapi_google_maps
Martins Hunddagis,Jönköping,Jönköpings län,martin@martinshunddagis.se,http://www.martinshunddagis.se,,google_maps,"Hulukvarn 10, 554 75 Jönköping",036-14 00 03,serpapi_google_maps
Dogedu hunddagis ( fd Hunddagiset i Jönköping),Bankeryd,Jönköpings län,info@dogedu.se,http://www.dogedu.se,https://www.facebook.com/Dogeduhunddagis,google_maps,"Fabriksvägen 4, 564 35 Bankeryd",036-37 95 71,serpapi_google_maps
Broddstorps Hundpensionat,Gränna,Jönköpings län,,,,google_maps,"BRODDSTORP 15, 563 93 Gränna",070-494 45 45,serpapi_google_maps
Glada Svansens Hundpensionat,Bankeryd,Jönköpings län,,,,google_maps,"SKINNKÄRR 14, 561 91 Bankeryd",070-656 64 44,serpapi_google_maps
Lagos Hundhjälp,Äng,Jönköpings län,josefin1986@gmail.com,http://www.lagoshundhjalp.se,https://www.facebook.com/lagoshundhjalp,google_maps,"nyhem 1, 571 74 Äng",073-826 93 01,serpapi_google_maps
KENNEL PiASTIGEN,Jönköping,Jönköpings län,,,,google_maps,"Värnamovägen 18, 553 39 Jönköping",070-604 13 23,serpapi_google_maps
Birch Kennel,Huskvarna,Jönköpings län,,,,google_maps,"Jägarbacken 9, 561 33 Huskvarna",079-339 17 94,serpapi_google_maps
Kennel Emoticon,Jönköping,Jönköpings län,jessica@emoticon.se,http://www.emoticon.se,https://www.facebook.com/jessica.bolander,google_maps,"Axamo skogsväg 28B, 555 94 Jönköping",036-31 01 16,serpapi_google_maps
Borgatorp Hundpensionat,Tranås,Jönköpings län,karin@hundpensionatet.info,http://borgatorp.se,,google_maps,"Vallstorp Borgatorp 1, 573 98 Tranås",070-608 26 09,serpapi_google_maps
Höglandets Hundpensionat,Sävsjö,Jönköpings län,,https://xn--hglandetshundpensionat-uhc.se,,google_maps,"Rogstad 1, 576 91 Sävsjö",073-526 66 59,serpapi_google_maps
Kennel Rapide Ours,Tenhult,Jönköpings län,kennel.rapideours@gmail.com,https://sites.google.com/view/kennel-rapide-ours,,google_maps,"SJÖBERG 14, 561 63 Tenhult",070-577 60 46,serpapi_google_maps
Bringsjös pigga hunden,Mullsjö,Jönköpings län,petra@bringsjo.se,http://www.piggahunden.se,https://www.facebook.com/BringsjosPiggaHunden/#:~:text=Bringsjö's%20Pigga%20Hunden%C2%A0,google_maps,"Slättebråten, 565 91 Mullsjö",070-236 01 44,serpapi_google_maps
Brogårdens hundar,Mullsjö,Jönköpings län,,https://www.brogardenshundpensionat.se,,google_maps,"Ryfors Blomkviststorp 1, 565 91 Mullsjö",,serpapi_google_maps
Kennel Ricebo's,Huskvarna,Jönköpings län,,http://www.ricebo.weebly.com,//facebook.com/cecilia.sorhuus.1,google_maps,"Hemmansvägen 3, 561 35 Huskvarna",070-067 17 62,serpapi_google_maps
Beathalandet HB,Habo,Jönköpings län,kennelbeathalandet@gmail.com,https://www.beathalandet.se,https://www.facebook.com/Kennel-Beathalandet-121344697913299,google_maps,"SKOGSHEM, 566 92 Habo",036-452 40,serpapi_google_maps
Hazels Hunddagis & Hundpensionat,Nässjö,Jönköpings län,hazels.hunddagis@gmail.com,http://www.hazels-hunddagis.se,,google_maps,"Äpplaskog 1, 571 93 Nässjö",070-824 83 87,serpapi_google_maps
BIG hEART´S KENNEL,Jönköping,Jönköpings län,,,,google_maps,"Mariebogatan 32, 554 39 Jönköping",036-16 03 66,serpapi_google_maps
i20 Hunddagis AB,Umeå,Västerbottens län,info@hunddagis.org,https://hunddagis.org,https://www.facebook.com/p/i20-hunddagis-100057551635613,google_maps,"Verkstadsgatan, 904 32 Umeå",090-12 38 39,serpapi_google_maps
Kamillas dogis,Umeå,Västerbottens län,,https://www.facebook.com/kamillasdogisumea,,google_maps,"Fatvägen 5, 906 20 Umeå",,serpapi_google_maps
Anumark Hundservice,Umeå,Västerbottens län,kicki@anumark.net,http://anumark.net,,google_maps,"Anumark 71, 905 95 Umeå",070-354 68 72,serpapi_google_maps
Håkmarks Hundhotell & Dagis,Håkmark,Västerbottens län,info@hakmarkshundhotell.se,http://hakmarkshundhotell.se,,google_maps,905 91 Håkmark,,serpapi_google_maps
Hundstund,Lund,Skåne län,annat@hundstund.com,http://www.hundstund.com,https://www.facebook.com/hundstund,google_maps,"Åldermansgatan 2, 227 64 Lund",070-844 60 01,serpapi_google_maps
Höje Hund & Park AB,Lund,Skåne län,marja@hunddagis-lund.se,http://www.hunddagis-lund.se,http://www.facebook.com/HojeHundochPark,google_maps,"S:t Lars v 55, 222 70 Lund",070-315 11 90,serpapi_google_maps
Lund Mansion's Hundcenter & Pensionat,Söderköping,Skåne län,,https://lundmansion.se,https://www.facebook.com/lundmansion,google_maps,"Lund Sörgården 1, 614 92 Söderköping",073-379 86 33,serpapi_google_maps
Into the wild,Lund,Skåne län,,http://www.lund841.wordpress.com,,google_maps,"Nöbbelövs bygata 841, 226 60 Lund",070-637 47 44,serpapi_google_maps
Lylysdoghouse,Lund,Skåne län,,https://lylysdoghouse.se,,google_maps,"Bankgatan 15, 223 52 Lund",046-527 27,serpapi_google_maps
Rutsbo,Flyinge,Skåne län,,http://facebook.com/Rutsbo-105167661447218,,google_maps,"Holmbytorp 117, 247 97 Flyinge",070-878 64 69,serpapi_google_maps
Rissies Kennel,Genarp,Skåne län,,https://www.rissieskennel.se,,google_maps,"Genarp 1172, 247 72 Genarp",070-848 21 72,serpapi_google_maps
Vallby hunddagis & pensionat,Staffanstorp,Skåne län,,,,google_maps,"Södra Vallbyvägen 17, 245 92 Staffanstorp",076-626 12 15,serpapi_google_maps
Arcos Hundcenter,Veberöd,Skåne län,info@arcoshundcenter.se,http://www.arcoshundcenter.se,https://facebook.com/arcoshundcenter,google_maps,"Grönland 862, 247 96 Veberöd",072-319 11 19,serpapi_google_maps
Tassmanien,Södra Sandby,Skåne län,,,,google_maps,247 92 Södra Sandby,,serpapi_google_maps
Kylestorp Hundpensionat,Hörby,Skåne län,kylestorp.hundpensionat@gmail.com,http://kylestorphundpensionat.com,,google_maps,"Kylestorp 5294, 242 95 Hörby",070-535 85 00,serpapi_google_maps
Aktiv Hundcenter,Klågerup,Skåne län,linda@aktivhundcenter.se,http://www.aktivhundcenter.se,https://www.facebook.com/pages/Aktiv-Hundcenter/184001484948547,google_maps,"Eksholmsvägen 357-15, 233 76 Klågerup",073-951 68 36,serpapi_google_maps
Kennel Mistykooi,Lund,Skåne län,,http://www.mistykooi.se/430707859,,google_maps,"Juryvägen 53, 226 57 Lund",070-090 61 09,serpapi_google_maps
Aki Hundcenter,Borås,Västra Götalands län,nermin@aki-hundcenter.se,http://www.aki-hundcenter.se,https://www.facebook.com/Aki-Hundcenter-AB-2142039139457539,google_maps,"Humlegatan 13, 504 51 Borås",070-940 27 95,serpapi_google_maps
Babsans hund- & kattklipp samt hunddagis,Borås,Västra Götalands län,,http://www.babsanshundochkattklipp.se,,google_maps,"Regementsgatan 2, 504 31 Borås",070-938 71 61,serpapi_google_maps
Hundens Hälsa i Borås,Borås,Västra Götalands län,info@hundenshalsa.com,http://hundenshalsa.com,,google_maps,"Magasinsgatan 1, 504 35 Borås",073-679 63 23,serpapi_google_maps
Prima Hund,Borås,Västra Götalands län,,http://www.primacura.se,,google_maps,"Lars Kaggsgatan 2, 504 42 Borås",073-057 37 74,serpapi_google_maps
NBN Villgott's Hund,Borås,Västra Götalands län,,,,google_maps,"Storegårdsgatan 4, 507 52 Borås",070-654 99 36,serpapi_google_maps
Falskogs Hunddagis & pensionat,Rångedala,Västra Götalands län,,https://www.timecenter.se/tintinstrimsalong,,google_maps,"Falskog Stora Mada 1, 516 93 Rångedala",073-531 37 95,serpapi_google_maps
Nyfiken Nos AB,Viskafors,Västra Götalands län,info@nyfiken-nos.se,https://nyfiken-nos.se,,google_maps,"Textilvägen 1, 515 32 Viskafors",073-277 05 13,serpapi_google_maps
Hundvakt,Borås,Västra Götalands län,,,,google_maps,"Gustav Adolfsgatan 60, 504 57 Borås",073-945 49 07,serpapi_google_maps
Hundspektra,Borås,Västra Götalands län,hej@hundspektra.se,http://hundspektra.se,https://www.facebook.com/hundspektra,google_maps,"Regementsgatan 30 E, 504 35 Borås",,serpapi_google_maps
Hinnareds Hundpensionat AB,Hillared,Västra Götalands län,boka@hinnaredshundpensionat.se,http://www.hinnaredshundcenter.se,https://www.facebook.com/Hinnared,google_maps,"hinnared, 512 90 Hillared",070-679 92 55,serpapi_google_maps
Hundrastgård Hestra,Borås,Västra Götalands län,tekniska@boras.se,https://www.boras.se/upplevaochgora/lekplatserochaktivitetsplatser/hundrastplatser.4.605a2fc161ce5ff59db3a0.html,https://facebook.com/borasstad,google_maps,"Kvartsgatan 20, 504 67 Borås",,serpapi_google_maps
Björnåsens Hundpensionat,Bollebygd,Västra Götalands län,,http://www.bjornasens.se,https://www.facebook.com/BjornasensHundpensionat,google_maps,"BJÖRNÅSEN 8, 517 91 Bollebygd",073-739 80 70,serpapi_google_maps
Ryaåsens Kennel Cockerpoo & Australian labradoodle,Borås,Västra Götalands län,info@ryaasens.se,http://ryaasens.se,https://www.facebook.com/ryaasenshundar,google_maps,"Sjögården 6, 504 75 Borås",070-438 41 71,serpapi_google_maps
AMNIS HUNDHUS Södra Berget,Sundsvall,Västernorrlands län,sodraberget@amnishundhus.se,http://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps,"Bataljonsvägen 8, 852 38 Sundsvall",076-148 13 40,serpapi_google_maps
AMNIS HUNDHUS Gärde,Sundsvall,Västernorrlands län,sodraberget@amnishundhus.se,http://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps,"Gärdevägen 9C, 856 50 Sundsvall",073-069 52 52,serpapi_google_maps
Dagis Nattis Sundsvall AB,Sundsvall,Västernorrlands län,dagisnattisinfo@gmail.com,https://www.dagisochnattis.se,https://www.facebook.com/people/Dagis-Nattis-AB/61563662168664,google_maps,"Appelbergsvägen 25, 854 67 Sundsvall",070-261 26 72,serpapi_google_maps
Sötnosar,Alnö,Västernorrlands län,sotnosar.nu@gmail.com,http://www.sotnosar.nu,https://www.facebook.com/Sötnosar-Djurpensionat-Alnö-Sundsvall-1212516288765762,google_maps,"Näset 200, 865 91 Alnö",073-856 74 40,serpapi_google_maps
Anna-K Dogcare - Hundtrim Sundsvall,Sundsvall,Västernorrlands län,info@annakdogcare.se,https://annakdogcare.se,https://www.facebook.com/AMNIS-Hundhus-Birsta-102511344870817,google_maps,"Västra Långgatan 58, 852 37 Sundsvall",070-172 03 19,serpapi_google_maps
"CALUDO Hundfysioteket Rehabilitering, Hundotellet Nos In caludonosin",Kvissleby,Västernorrlands län,info@caludonosin.se,http://www.caludonosin.se,,google_maps,"Juniskärsvägen 101, 862 91 Kvissleby",070-291 24 24,serpapi_google_maps
AMNIS HUNDHUS Njurunda,Kvissleby,Västernorrlands län,sodraberget@amnishundhus.se,http://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps,"Pionvägen 5, 862 34 Kvissleby",070-209 69 09,serpapi_google_maps
Lilla Rosatassens Katthotell & Hundsalong,Sundsbruk,Västernorrlands län,info@rosatassens.se,https://www.rosatassens.se,https://www.facebook.com/Lilla-Rosatassens-Katthotell-Hundsalong-100611792199047,google_maps,"Alskogsvägen 10, 863 36 Sundsbruk",070-400 26 50,serpapi_google_maps
FinaDinas Hundpensionat,Stöde,Västernorrlands län,,https://finadinas-hundpensionat.se,,google_maps,"Nedansjövägen 12, 864 96 Stöde",076-111 44 89,serpapi_google_maps
Elittrim,Sundsbruk,Västernorrlands län,,,,google_maps,"Tisdagsvägen 2, 863 34 Sundsbruk",070-667 05 64,serpapi_google_maps
Sundsvalls Hundsalong AB,Sundsvall,Västernorrlands län,,https://www.sundsvallshundsalong.se,https://www.facebook.com/profile.php,google_maps,"Bäckebovägen 12, 856 53 Sundsvall",073-808 75 16,serpapi_google_maps
Tinas Hundliv,Sundsvall,Västernorrlands län,tina@tinashundliv.se,https://www.tinashundliv.se,https://www.facebook.com/pages/Tinas-Hundliv/135051843208144,google_maps,"Thulegatan 26, 852 43 Sundsvall",,serpapi_google_maps
Lavindalens Kennel,Sundsvall,Västernorrlands län,,,,google_maps,"Klissvägen 38, 853 57 Sundsvall",072-640 79 02,serpapi_google_maps
Alkett's Kennel,Sundsbruk,Västernorrlands län,,http://www.alketts.se,,google_maps,"Kantarellvägen 40, 863 34 Sundsbruk",,serpapi_google_maps
Kennel Rustic,Sundsbruk,Västernorrlands län,,https://swedmapi.org/details/kennel-rustic-ChIJA3H,,google_maps,"Ekebovägen, 863 35 Sundsbruk",070-254 38 18,serpapi_google_maps
Zallayas kennel,Kovland,Västernorrlands län,tove@zallayas.se,http://zallayas.se,,google_maps,"Tove Söderblom, Sulå 113, 855 92 Kovland",070-265 68 88,serpapi_google_maps
Kennel Tale,Njurunda,Västernorrlands län,,,,google_maps,"Marnavägen 252, 862 96 Njurunda",070-663 06 36,serpapi_google_maps
Herno hunddagis och hundpensionat,Härnösand,Västernorrlands län,kontakt@hernohunddagis.se,https://www.hernohunddagis.se,,google_maps,"Varvsallén 1, 871 45 Härnösand",070-266 05 26,serpapi_google_maps
Thidas kennel,Sundsvall,Västernorrlands län,lotta@thidas.se,http://www.thidas.se/kontakt.html,,google_maps,"Klissvägen 15, 853 57 Sundsvall",070-317 32 08,serpapi_google_maps
Skogmursgårdens Hunddagis & Pensionat,Gävle,Gävleborgs län,info@skogmursgarden.se,http://www.skogmursgarden.se,,google_maps,"Skogmursvägen 84, 805 91 Gävle",070-318 26 69,serpapi_google_maps
Rastplatsen Hunddagis,Gävle,Gävleborgs län,,https://mobile.facebook.com/profile.php,,google_maps,"Södra Centralgatan 6B, 802 50 Gävle",070-688 47 93,serpapi_google_maps
Fjärilens hunddagis,Gävle,Gävleborgs län,,https://swemaps.org/details/fjrilens-hunddagis-ChIJAXr,,google_maps,"Kryddstigen 14 D, 802 92 Gävle",079-347 93 70,serpapi_google_maps
Lisa´s Hunddagis,Gävle,Gävleborgs län,,https://www.facebook.com/groups/3096327607322826,,google_maps,"Utmarksvägen 9A, 802 91 Gävle",070-636 09 52,serpapi_google_maps
M&L Hundcenter,Gävle,Gävleborgs län,mlhundcenter@hotmail.com,http://mlhundcenter.se,https://www.facebook.com/mlhund,google_maps,"Norra Slottsgatan 17, 803 23 Gävle",076-110 00 59,serpapi_google_maps
Öbergsgårdens Hunddagis,Valbo,Gävleborgs län,,,,google_maps,"Storfarsvägen 1, 818 32 Valbo",026-13 00 45,serpapi_google_maps
Villa Solhagens Djurpensionat,Gävle,Gävleborgs län,,,,google_maps,"Gammelstigen 20, 806 45 Gävle",,serpapi_google_maps
Pomitit Hunddagis,Gävle,Gävleborgs län,,http://www.adventuregavle.se,,google_maps,"Första tvärgatan 14, 802 84 Gävle",076-474 94 98,serpapi_google_maps
HundHotell - Boka över 600 Hundvänliga Hotell,Gävle,Gävleborgs län,,,,google_maps,"Sälgsjövägen 10, 805 91 Gävle",026-983 71,serpapi_google_maps
Älgripans Hundcenter,Årsunda,Gävleborgs län,algripanshundcenter@gmail.com,http://algripan.se,https://www.facebook.com/%C3%84lgripans-Hundcenter-101337786025418,google_maps,"Larsolsvägen 2, 811 96 Årsunda",070-529 00 85,serpapi_google_maps
VETRESOR,Gävle,Gävleborgs län,,https://www.vetresor.se,,google_maps,,070-837 56 53,serpapi_google_maps
Eskilstuna HundCenter,Eskilstuna,Södermanlands län,,http://www.eskilstunahundcenter.se,,google_maps,"Skjulstagatan 3C, 632 29 Eskilstuna",016-51 91 98,serpapi_google_maps
Solens Lyckotassar Eskilstuna,Eskilstuna,Södermanlands län,info@solenslyckotassar.se,http://www.solenslyckotassar.se,https://www.facebook.com/solenslyckotassar,google_maps,"Kyrkogatan 17, 632 19 Eskilstuna",076-267 48 52,serpapi_google_maps
Telge Hund Center,Södertälje,Stockholms län,,http://www.telgehundcenter.com,,google_maps,"Wedavägen 2, 152 42 Södertälje",,serpapi_google_maps
Happy Dogs Daycare,Södertälje,Stockholms län,hej@happydogsdaycare.se,https://www.happydogsdaycare.se,https://www.facebook.com/happydogsdaycaresodertalje,google_maps,"Täppgatan 10 A, 151 33 Södertälje",070-435 59 06,serpapi_google_maps
Vargus Tassar Och Hovar,Södertälje,Stockholms län,,,,google_maps,"Måsnarydsvägen, 151 61 Södertälje",072-362 68 50,serpapi_google_maps
Sjöhaga Hundcenter,Södertälje,Stockholms län,,,,google_maps,"SJÖHAGA 1, 151 39 Södertälje",073-091 16 99,serpapi_google_maps
Stångarö Hundpensionat,Södertälje,Stockholms län,stangarohundpensionat@gmail.com,http://stangarohundpensionat.se,https://www.facebook.com/stangarohundpensionat,google_maps,"STÅNGARÖ 61, 151 52 Södertälje",072-538 26 26,serpapi_google_maps
Dog Care Center Sweden AB,Södertälje,Stockholms län,,,,google_maps,"92 B, Klockarvägen, 151 62 Södertälje",070-651 90 64,serpapi_google_maps
Järna Hundjour,Järna,Stockholms län,,,,google_maps,"BJÖRKLUNDA GÅRD, överjärna, 153 95 Järna",073-073 19 17,serpapi_google_maps
Södertörns Hundcenter AB,Tullinge,Stockholms län,%20info@sodertornshundcenter.se,https://sodertornshundcenter.se,https://www.facebook.com/sodertornshundcenter,google_maps,"Gjutmästarvägen 3, 146 41 Tullinge",070-428 41 17,serpapi_google_maps
Basta Nykvarn,Nykvarn,Stockholms län,info@basta.se,https://basta.se,https://www.facebook.com/bastavast,google_maps,"Basta, 155 92 Nykvarn",08-552 414 00,serpapi_google_maps
Skirengårdens Hundcenter,Nykvarn,Stockholms län,pia.skirengarden@gmail.com,https://skirengarden.se,https://www.facebook.com/profile.php,google_maps,"GÅRDEN, SKIREN, 155 94 Nykvarn",070-948 41 11,serpapi_google_maps
Lindas hundtjänst,Södertälje,Stockholms län,lindauc40@gmail.com,https://www.xn--lindashundtjnst-clb.com,https://www.facebook.com/lindashundtjanst,google_maps,,070-255 78 83,serpapi_google_maps
Väse Djurpensionat. Hundpensionat,Väse,Värmlands län,kleven716@gmail.com,http://xn--vsedjurpensionat-vnb.se,,google_maps,"KLEVEN 716, 655 96 Väse",070-714 63 39,serpapi_google_maps
Önneruds Hunddagis & Hotell,Karlstad,Värmlands län,annika.klintberg@gmail.com,https://onnerudshunddagishundhotell.se,https://www.facebook.com/akhunddagis30,google_maps,655 91 Karlstad,070-510 78 45,serpapi_google_maps
Segerstad Hundpensionat,Vålberg,Värmlands län,,,,google_maps,"LILJENÄS 302, 664 94 Vålberg",070-324 13 17,serpapi_google_maps
Zakrisdals Hunddagis,Karlstad,Värmlands län,info@zakrisdalshunddagis.se,http://www.zakrisdalshunddagis.se,,google_maps,"Zakrisdalsslingan 17, 653 36 Karlstad",,serpapi_google_maps
Karlstads Hunddagis AB,Karlstad,Värmlands län,,http://www.karlstadshunddagis.se,,google_maps,"Stallplatsvägen 2, 654 65 Karlstad",054-21 11 40,serpapi_google_maps
Kooperativet Solatassen Ek för,Karlstad,Värmlands län,info@solatassen.se,http://www.solatassen.se,,google_maps,"Ramgatan 3, 653 41 Karlstad",054-53 43 63,serpapi_google_maps
Mias hundkurser och hunddagis,Karlstad,Värmlands län,mariabus78@outlook.com,https://www.miashundkurserhunddagis.com,https://www.facebook.com/miashundkurser,google_maps,"Sunnanvindsgatan 5, 652 21 Karlstad",070-660 12 94,serpapi_google_maps
Trygga Tassen,Karlstad,Värmlands län,tryggatassen@gmail.com,https://camillashunddagis.webnode.se,,google_maps,"Våxnäsgatan 50, 653 41 Karlstad",073-362 41 05,serpapi_google_maps
Tassarnas Hunddagis Hammarö HB,Hammarö,Värmlands län,,https://tassarnashunddagis.com,,google_maps,"Nolgårdsvägen 37, 663 41 Hammarö",,serpapi_google_maps
Camillas Hunddagis,Karlstad,Värmlands län,tryggatassen@gmail.com,https://camillashunddagis.webnode.se,,google_maps,"Våxnäsgatan 50, 653 41 Karlstad",,serpapi_google_maps
