namn,stad,lan,email,hemsida,facebook,kalla,raw_address,phone,raw_source
Alingsås Hundarena-Hunddagis,Alingsås,Agder,alingsas@goteborgshunddagis.se,https://goteborgshunddagis.se,https://www.facebook.com/GoteborgsHunddagis,google_maps,"Verkstadsgatan 3, 441 57 Alingsås",076-325 81 63,serpapi_google_maps
Hundakademin Mölndal-Lindome,Lindome,Agder,info@hundakademin.com,https://hundakademin.se,,google_maps,"Annebergsvägen 19, 437 93 Lindome",031-68 55 54,serpapi_google_maps
VOFFii - Bedre hverdag for alle med hund,Norge,Agder,hei@voffii.no,http://www.voffii.no,https://www.facebook.com/www.voffii.no,google_maps,"Furusethgata 5, 4. Etg, 2050 Jessheim, Norge",+47 40 84 59 94,serpapi_google_maps
Dømmesmoen Hunde - og Aktivitetspark,Norge,Agder,,,,google_maps,"Sannerbekken, 4885 Grimstad, Norge",,serpapi_google_maps
Hundetrener Helene,Norge,Agder,helene@hundetrenerhelene.no,https://hundetrenerhelene.no,https://www.facebook.com/hundetrenerhelene,google_maps,"Nordre Skrenten 1G, 1413 Tårnåsen, Norge",+47 98 05 21 38,serpapi_google_maps
HUNDEPASSERNE Fornebu,Grimstad,Agder,post@hundepasserne.no,http://www.hundepasserne.no,https://www.facebook.com/webnode,google_maps,,+47 92 26 66 00,serpapi_google_maps
Hundetrening,Norge,Agder,styret@fredrikstadbrukshundklubb.no,https://www.fredrikstadbrukshundklubb.no,https://www.facebook.com/FredrikstadOgOmegnBrukshundklubb,google_maps,"Evenrødveien 82, 1615 Fredrikstad, Norge",+48 736 212 314,serpapi_google_maps
Sarpsborg Dog Kindergarten,Norge,Agder,,,,google_maps,"Haraldstadveien 23, 1712 Sarpsborg, Norge",+47 40 09 53 65,serpapi_google_maps
Hundesenteret As,Norge,Agder,,http://hundesenteret.no,,google_maps,"Tillerbruvegen 131, 7092 Trondheim, Norge",+47 41 30 51 79,serpapi_google_maps
Mariestads Hundpensionat,Mariestad,Agder,,,,google_maps,"Ek 3, 542 94 Mariestad",0501-330 43,serpapi_google_maps
Rana Hundesenter AS,Norge,Nordland,lene@ranahundesenter.no,http://www.ranahundesenter.no,http://www.facebook.com/ranahundesenter,google_maps,"Nesnaveien 330, 8616 Mo i Rana, Norge",+47 97 52 17 49,serpapi_google_maps
Hundeklipperiet AS,Norge,Nordland,,,,google_maps,"Trålveien 50, 8013 Bodø, Norge",+47 90 59 23 65,serpapi_google_maps
HUNDEPASSERNE Fornebu,Bodø,Nordland,post@hundepasserne.no,http://www.hundepasserne.no,https://www.facebook.com/webnode,google_maps,,+47 92 26 66 00,serpapi_google_maps
Øverstuen hund og katt,Norge,Nordland,overstuen@hotmail.com,http://www.overstuen-hundogkatt.com,https://nb-no.facebook.com/OverstuenHundOgKatt,google_maps,"Velsvågveien 46, 8890 Leirfjord, Norge",+47 47 62 69 03,serpapi_google_maps
Bodø Hundeterapi Julie Leirvik,Norge,Nordland,,,,google_maps,"Amtmann Bergs vei 9B, 8009 Bodø, Norge",+47 97 04 14 24,serpapi_google_maps
Blåfjell Hundesenter AS,Norge,Nordland,blaafjellhundesenter@outlook.com,https://www.blaafjellhundesenter.no,https://www.facebook.com/blaafjellhundesenter,google_maps,"Blåfjellveien 149, 8664 Mosjøen, Norge",+47 94 88 48 33,serpapi_google_maps
Black Sheep Hundesenter,Bodø,Nordland,,,,google_maps,,+47 48 05 15 06,serpapi_google_maps
Høgtind kennel og hundehotell,Norge,Nordland,,http://hogtind-hundehotell.no,https://www.facebook.com/H%C3%B8gtind-Kennel-og-Hundehotell-As-738472403188129,google_maps,"Nedre Beiarveien 473, 8110 Moldjord, Norge",+47 90 71 24 84,serpapi_google_maps
Gudebo hundpensionat,Strömstad,Nordland,hildegunn@gudebo.se,https://www.gudebo.se,,google_maps,"Gudebo 2, 452 94 Strömstad",070-730 56 33,serpapi_google_maps
Sundøy hundepensjonat,Norge,Nordland,,,,google_maps,"Gnr 111 Bnr 46, 8892 Sundøy, Norge",+47 75 04 97 00,serpapi_google_maps
Potenord Hundesenter & hundekurs Narvik,Norge,Nordland,kristine@potenord.no,http://potenord.no,,google_maps,"Gropveien 78, 8520 Beisfjord, Norge",+47 98 45 68 34,serpapi_google_maps
Narvik Hundesenter,Norge,Nordland,kristine@potenord.no,https://www.narvikhundesenter.no,,google_maps,"Kalvås E6 276, 8540 Ballangen, Norge",+47 98 45 68 34,serpapi_google_maps
Black Sheep Hundesenter,Narvik,Nordland,,,,google_maps,,+47 48 05 15 06,serpapi_google_maps
Narvik hundepark,Norge,Nordland,,,,google_maps,"Villaveien, 8516 Narvik, Norge",,serpapi_google_maps
Granbakken dyreklinikk og Hundepensjonat,Norge,Østland,post@granbakken.no,http://www.granbakken.no,,google_maps,"Sørkedalsveien 740, 0758 Oslo, Norge",+47 22 49 90 51,serpapi_google_maps
Hundeglede,Norge,Østland,,http://hundeglede.com,,google_maps,"Ullevålsveien 35, 0171 Oslo, Norge",+47 92 48 14 71,serpapi_google_maps
Hundehus,Norge,Østland,,http://www.den4dogs.no,,google_maps,"Vulkan 22, 0175 Oslo, Norge",,serpapi_google_maps
Stepan A. Ermakov hundepass,Norge,Østland,,https://www.stepanermakov.com/dog-sitting,,google_maps,"Grønland 13, 0188 Oslo, Norge",+47 96 71 24 30,serpapi_google_maps
Zen Dog Hundebarnehage & Nattpass,Norge,Østland,,,,google_maps,"Nordahl Bruns gate 7, 0165 Oslo, Norge",,serpapi_google_maps
Gardermoen Hunde- og Kattehotell AS,Norge,Østland,post@ghkas.no,http://ghkas.no,,google_maps,"Gardermovegen 160, 2032 Maura, Norge",+47 63 99 98 30,serpapi_google_maps
Sofienbergparken Hundelufting,Norge,Østland,,https://www.facebook.com/sofienbergparkenhundelufting,,google_maps,"0558 Oslo, Norge",+47 92 06 24 76,serpapi_google_maps
Dalen Hundepensjonat,Norge,Østland,dalenhundepensjonat@gmail.com,https://dalenhundepensjonat.no,,google_maps,"Linnskauveien 140, 1455 Nordre Frogn, Norge",+47 91 58 41 81,serpapi_google_maps
Hundedaghjemmet,Norge,Østland,,http://hundedaghjemmet.no,https://facebook.com/Hundedaghjemmet-165639643456234,google_maps,"Solbergveien 202, 2020 Skedsmokorset, Norge",+47 64 83 90 60,serpapi_google_maps
Hundebarnehagen AS,Norge,Østland,post@hundebarnehagen.no,http://hundebarnehage.com,,google_maps,"Syverstadveien 21, 1394 Nesbru, Norge",+47 92 49 33 25,serpapi_google_maps
DogWithin,Norge,Østland,info@dogwithin.com,http://www.dogwithin.com,https://www.facebook.com/wix,google_maps,"Bergensgata 12A, 0468 Oslo, Norge",+47 96 73 63 37,serpapi_google_maps
Dogbros,Norge,Østland,,,,google_maps,"Wilhelm Færdens vei 1c, 0361 Oslo, Norge",+47 45 51 12 75,serpapi_google_maps
Hundebarnehagen as avd. Bærum,Norge,Østland,post@hundebarnehagen.no,http://www.hundebarnehage.com,,google_maps,"Ankerveien 567, 1356 Bekkestua, Norge",+47 92 01 75 08,serpapi_google_maps
HUNDEPASSERNE Fornebu,Oslo,Østland,post@hundepasserne.no,http://www.hundepasserne.no,https://www.facebook.com/webnode,google_maps,,+47 92 26 66 00,serpapi_google_maps
Bergen Hundebarnehage,Norge,Hordaland,post@bergenhundebarnehage.no,https://www.bergenhundebarnehage.no,https://www.facebook.com/bergenhundebarnehage,google_maps,"Fanavegen 27, 5221 Nesttun, Norge",+47 90 50 50 33,serpapi_google_maps
Bergen Hundesalong,Norge,Hordaland,bergenhundesalong@gmail.com,https://www.bergenhundesalong.no,https://www.facebook.com/bergenhundesalong,google_maps,"Hardangervegen 21, 5221 Nesttun, Norge",+47 40 82 55 88,serpapi_google_maps
BERGEN DOG SCHOOL,Norge,Hordaland,post@bergenhundeskole.no,http://www.bergenhundeskole.no,https://www.facebook.com/BergenHundeskole,google_maps,"Titlestadvegen 21, 5243 Fana, Norge",+47 47 32 23 51,serpapi_google_maps
Bergen Dog Hall,Norge,Hordaland,hundehall@outlook.com,https://www.bergenhundehall.no,https://www.facebook.com/askoybrenselas,google_maps,"Sælenveien 160, 5143 Fyllingsdalen, Norge",+47 40 06 54 10,serpapi_google_maps
Åsane hundebarnehage,Norge,Hordaland,,,,google_maps,"Heiane 18A, 5131 Nyborg, Norge",+47 97 73 07 54,serpapi_google_maps
Hundegård På Klauvaneset,Norge,Hordaland,,https://www.facebook.com/share/n7r3T5LdLM88iRwV,,google_maps,"Klauvaneset, 5108 Bergen, Norge",,serpapi_google_maps
Bergen Hundeterapi AS,Norge,Hordaland,post@bergenhundeterapi.no,https://bergenhundeterapi.no,https://www.facebook.com/BergenHundeterapi,google_maps,"Hardangervegen 871, 5267 Espeland, Norge",+47 99 15 87 32,serpapi_google_maps
Fjellanger Hundesenter,Norge,Hordaland,post@fjellanger.net,https://www.fjellanger.net,https://www.facebook.com/Fjellanger-Hundeskole-AS-332215235079,google_maps,"Lyseklostervegen 310, 5215 Lysekloster, Norge",+47 56 30 02 79,serpapi_google_maps
Hundeluftegård,Norge,Hordaland,,,,google_maps,"88VF+2M, 5152 Bergen, Norge",,serpapi_google_maps
Fjellbakk Hundehotell,Norge,Hordaland,,,,google_maps,"Gamlevegen 27C, 5212 Syfteland, Norge",+47 91 32 86 04,serpapi_google_maps
Erwoldergården Hundehotell Erwolder,Norge,Hordaland,,,,google_maps,"Henrik Wergelands gate 12, 5031 Bergen, Norge",+47 97 06 01 60,serpapi_google_maps
Tunge Hundesenter,Norge,Hordaland,tunge@hund.as,https://www.tungehundesenter.no,https://www.facebook.com/Tungehundesenter.no,google_maps,"Dalsbrukvegen 253, 5584 Bjoa, Norge",+47 53 76 99 90,serpapi_google_maps
Trondheim Hundehotell AS,Norge,Trøndelag,post@trondheimhundehotell.no,https://www.trondheimhundehotell.no,https://www.facebook.com/trondheimhundehotell,google_maps,"Tilleråsen 68, 7092 Tiller, Norge",+47 90 13 68 87,serpapi_google_maps
Tolvstad DogCare,Norge,Trøndelag,,,,google_maps,"Søndre Berg, 7050 Trondheim, Norge",+47 40 62 90 31,serpapi_google_maps
Byneset Hundepensjonat,Norge,Trøndelag,g-oh@online.no,http://bynesethundepensjonat.com,https://www.facebook.com/bynesethundepensjonat,google_maps,"Mebygdvegen 388, 7070 Bosberg, Norge",+47 92 82 42 00,serpapi_google_maps
Nordset Hundepensjonat,Norge,Trøndelag,gaardsdrift@outlook.com,http://www.gaardsdrift.com,https://facebook.com/profile.php,google_maps,"Nordsetvegen 416, 7540 Klæbu, Norge",+47 45 50 68 11,serpapi_google_maps
Trøndelag Hund og Kattesenter,Norge,Trøndelag,,http://firelabber.no,,google_maps,"Mellomriksvegen 1213, 7520 Hegra, Norge",+47 94 45 48 33,serpapi_google_maps
Sørstu Hundehotell,Norge,Trøndelag,bakk@sorstuhundehotell.no,http://www.sorstuhundehotell.no,https://www.facebook.com/profile.php,google_maps,"Øyåsvegen 154, 7224 Melhus, Norge",+47 92 66 62 91,serpapi_google_maps
Snåsa Hundepensjonat,Norge,Trøndelag,,,,google_maps,"Belbuvegen 46, 7760 Trondheim, Norge",,serpapi_google_maps
Hund i Norge,Norge,Trøndelag,,https://hundinorge.no,,google_maps,"Haakon Vii`s gate 12, 7041 Trondheim, Norge",+47 98 29 71 21,serpapi_google_maps
York Hundesalong,Norge,Trøndelag,,http://yorkhundesalong.no,,google_maps,"Haakon VIIs gt. 12B, 7041 Trondheim, Norge",+47 90 93 01 96,serpapi_google_maps
Trines Hundesalong AS,Norge,Trøndelag,,,,google_maps,"Bratsbergvegen 30, 7032 Trondheim, Norge",+47 73 94 35 00,serpapi_google_maps
Havstein Hundeluftegård,Norge,Trøndelag,ola@wanvik.no,http://www.havsteingolf.no,,google_maps,"Havstein jordet, 7021 Trondheim, Norge",+47 91 17 24 05,serpapi_google_maps
Hundehagen,Trondheim,Trøndelag,annemarit@hundehagen.no,http://www.hundehagen.no,,google_maps,,+47 97 59 26 30,serpapi_google_maps
Pan’s place hundefrisør og hundepassering,Norge,Rogaland,,http://pansplace.no,http://facebook.com/profile.php,google_maps,"Lagårdsveien 49, 4010 Stavanger, Norge",+47 95 52 30 59,serpapi_google_maps
Sørmarka hundeluftingsområde,Norge,Rogaland,vilde.folgesvold.lovra@stavanger.kommune.no,https://www.stavanger.kommune.no/kultur-og-fritid/tur-og-natur/hundehold-i-stavanger/#her-kan-hunden-l-pe-fritt,https://www.facebook.com/stavangerkommune,google_maps,"4020 Stavanger, Norge",,serpapi_google_maps
Tones hundepass,Norge,Rogaland,,https://privatkennel.no,,google_maps,"Høgeholvegen 110, 4054 Tjelta, Norge",+47 45 45 88 92,serpapi_google_maps
Zarstø Dog and Cat Hotel,Norge,Rogaland,leif@zarsto.no,https://zarsto.no,https://www.facebook.com/zarsto,google_maps,"Stokkaveien 145, 4313 Sandnes, Norge",+47 51 63 06 15,serpapi_google_maps
Doggy Day Care Lisa Kolnes,Norge,Rogaland,,,,google_maps,"Konradhagen 25, 4322 Sandnes, Norge",+47 93 80 12 80,serpapi_google_maps
Hundvåg,Norge,Rogaland,,,,google_maps,"Stavanger, Norge",,serpapi_google_maps
Top Dog Akademiet AS,Norge,Rogaland,,http://www.topdogakademiet.no,https://www.facebook.com/topdogakademiet,google_maps,"Prinsens vei 8, 4315 Stavanger, Norge",+47 90 67 12 44,serpapi_google_maps
Lundsneset Hundepark,Norge,Rogaland,,,,google_maps,"Lundsneset, Hundvågveien 4085, 4083 Hundvåg, Norge",,serpapi_google_maps
ViTo Hundepensjon,Norge,Rogaland,post@vitohundepensjon.no,http://vitohundepensjon.no,,google_maps,"Ålgårdsveien 253, 4336 Sandnes, Norge",+47 92 86 17 66,serpapi_google_maps
Hundeskogen,Norge,Rogaland,,,,google_maps,"4336 Sandnes, Norge",,serpapi_google_maps
Doggy Day Care,Stavanger,Rogaland,,https://www.doggydaycare.no,https://www.facebook.com/DoggyDayCareRogaland,google_maps,,,serpapi_google_maps
Sola Hundesenter AS,Norge,Rogaland,post@solahundesenter.no,http://www.solahundesenter.com,https://www.facebook.com/SolaHundesenter,google_maps,"Tanangervegen 213, 4056 Tananger, Norge",+47 92 62 16 75,serpapi_google_maps
Storhaug hundepark,Norge,Rogaland,,,,google_maps,"4015 Stavanger, Norge",,serpapi_google_maps
Hammaren hundepark,Norge,Rogaland,,,,google_maps,"Kvernevik Ring 4048, 4048 Stavanger, Norge",,serpapi_google_maps
Tjensvoll Dog Park,Norge,Rogaland,,,,google_maps,"Hemmestveitbakken 39, 4021 Stavanger, Norge",,serpapi_google_maps
Tastarustå Hundepark,Norge,Rogaland,,,,google_maps,"Tastarustå 41, 4027 Stavanger, Norge",,serpapi_google_maps
Siddis Hundeskole,Norge,Rogaland,,https://www.siddishundeskole.com,https://www.facebook.com/Siddishundeskole,google_maps,"Grotnes alle 3a, 4052 Røyneberg, Norge",+47 41 63 97 27,serpapi_google_maps
Kristianlyst Hundepark,Norge,Rogaland,,,,google_maps,"Timoteiveien 6, 4017 Stavanger, Norge",,serpapi_google_maps
Berge Hundeassistanse,Norge,Agder,berge@hundeassistanse.no,http://www.hundeassistanse.no,https://www.facebook.com/hundeassistanse,google_maps,"Ålefjærveien 113/115, 4634 Kristiansand, Norge",+47 48 10 50 98,serpapi_google_maps
Hundepensjonat Kristiansand,Norge,Agder,,,,google_maps,"Kroodden 41, 4624 Kristiansand, Norge",,serpapi_google_maps
Tiriltoppen Hundepass,Norge,Agder,,,,google_maps,"Daleveien 1228, 4519 Holum, Norge",,serpapi_google_maps
Hundestylisten sør - Din Hundefrisør i sør,Norge,Agder,olavjordbrekk@gmail.com,https://www.hundestylistensor.net,https://www.facebook.com/hundestylistensor,google_maps,"Marviksveien 147, 4632 Kristiansand, Norge",+47 93 88 85 70,serpapi_google_maps
Tromsø Hundeklubb,Norge,Troms og Finnmark,bhgleder@tromso-hundeklubb.no,http://www.tromso-hundeklubb.no,https://www.facebook.com/pages/Troms%C3%B8-Hundeklubb/360928467426571,google_maps,"Tromsøysundvegen 330, 9022 Krokelvdalen, Norge",+47 92 83 33 20,serpapi_google_maps
Charlottenlund hundepark,Norge,Troms og Finnmark,,,,google_maps,"Tromsøya, 9011 Tromsø, Norge",,serpapi_google_maps
Wagner Hundepass,Tromsø,Troms og Finnmark,,https://www.rover.com/members/gabi-w-dyreglad-familie-med-hus-og-hundegard-pa-land,,google_maps,,+47 95 00 69 40,serpapi_google_maps
Oslo Hundeskole Tromsø,Norge,Troms og Finnmark,oyvind@oslo-hundeskole.no,https://oslo-hundeskole.no/745/sommerkurs-i-tromso,https://www.facebook.com/OsloHundeskole,google_maps,"Leirstrandvegen 110, 9106 Straumsbukta, Norge",+47 41 33 24 04,serpapi_google_maps
Tromso Wilderness Center - Dog sledding,Norge,Troms og Finnmark,mail@villmarkssenter.no,https://villmarkssenter.no,https://www.facebook.com/tromsovillmarkssenter,google_maps,"Straumsvegen 601, 9105 Kvaløya, Norge",+47 77 69 60 02,serpapi_google_maps
Hundevis AS,Norge,Troms og Finnmark,marita@hundevis.as,http://www.hundevis.as,,google_maps,"Slettatorget 1, 9100 Kvaløysletta, Norge",+47 96 01 69 13,serpapi_google_maps
Kroken hundepark,Norge,Troms og Finnmark,,,,google_maps,"9022 Krokelvdalen, Norge",,serpapi_google_maps
Austmarka Hundehotell,Norge,Troms og Finnmark,,,,google_maps,"Brødbølvegen 707, 2224 Austmarka, Norge",+47 40 06 15 10,serpapi_google_maps
Elverum Hundepensjonat,Norge,Troms og Finnmark,,https://www.elverum-hundepensjonat.com,,google_maps,"Vestsivegen 519, 2406 Elverum, Norge",+47 90 83 34 22,serpapi_google_maps
Hundefrisøren i Skoger,Norge,Buskerud,,http://www.skogerdyrehotell.no/spa-og-hundefrisor/vare-spatilbud,,google_maps,"Bergsgata 14, 3074 Sande i Vestfold, Norge",+47 90 60 47 15,serpapi_google_maps
Aiden’s Hundelykke,Norge,Innlandet,,https://www.facebook.com/groups/751999595174166,,google_maps,"Bjerkelundsveien 22A, 1621 Gressvik, Norge",+47 92 03 26 66,serpapi_google_maps
Larvik Hundepark,Norge,Vestfold og Telemark,,,,google_maps,"Yttersøveien, 3262 Larvik, Norge",,serpapi_google_maps
Sandefjord Hundeklubb,Norge,Vestfold og Telemark,,http://www.sandefjordhundeklubb.no,,google_maps,"Hedrumveien, 3270 Larvik, Norge",,serpapi_google_maps
Larvik og omegn Hundeklubb,Norge,Vestfold og Telemark,,https://www.facebook.com/share/g/16csV4YnJ5,,google_maps,"Farriskilen, 3256 Larvik, Norge",+47 93 40 87 89,serpapi_google_maps
AS HUND,Norge,Vestfold og Telemark,,,,google_maps,"Mesterfjellveien 4, 3257 Larvik, Norge",+47 93 44 41 55,serpapi_google_maps
Hund Og Hundepark Lillehammer,Norge,Innlandet,,,,google_maps,"Tunvegen 1B, 2618 Lillehammer, Norge",,serpapi_google_maps
Lillehammer hundepark,Norge,Innlandet,,https://www.facebook.com/groups/182993643702922,,google_maps,"E6, 2615 Lillehammer, Norge",+47 61 10 77 00,serpapi_google_maps
Hamar Dog Park,Norge,Innlandet,postmottak@hamar.kommune.no,http://www.hamar.kommune.no,https://www.facebook.com/hamarkommune,google_maps,"Brygga 7, 2317 Hamar, Norge",,serpapi_google_maps
Bakken Hundesenter,Norge,Innlandet,,http://facebook.com/BakkenHundesenter,,google_maps,"Tangenvegen 893, 2337 Tangen, Norge",+47 97 98 07 46,serpapi_google_maps
Anita's dog and cat AS,Norge,Innlandet,,https://www.facebook.com/groups/anitashundogkatt,,google_maps,"Torggata 56, 2317 Hamar, Norge",+47 62 53 25 00,serpapi_google_maps
Hundekjøring Hedmarksvidda Husky a/s,Norge,Innlandet,kjersti.vogt@hedmarksviddahusky.no,http://www.hedmarksviddahusky.no,https://facebook.com//siberianhuskytours,google_maps,"Ellevsætervegen 637, 2386 Brumunddal, Norge",+47 47 82 82 59,serpapi_google_maps
Hamar Hundeskole AS,Norge,Innlandet,hamarhundeskole@gmail.com,https://www.hamarhundeskole.no,https://www.facebook.com/hamarhundeskole,google_maps,"Østrovegen 85, 2340 Løten, Norge",+47 90 10 03 41,serpapi_google_maps
Hamar Og Omegn Hundeklubb,Norge,Innlandet,,http://www.hamarhundeklubb.com,https://www.facebook.com/hohk.no,google_maps,"Fokholgutua 368, 2335 Stange, Norge",,serpapi_google_maps
Badiras hundesenter,Norge,Innlandet,,http://www.badirashundesenter.no,,google_maps,"Ringsakervegen 1320, 2390 Moelv, Norge",+47 47 93 34 70,serpapi_google_maps
Bjølsethagen Hundehotell,Norge,Innlandet,post@bjolsethagen.no,http://bjolsethagen.no,https://facebook.com/pg/Bj%C3%B8lsethagen-hundehotell-101350814819358/posts,google_maps,"Vestsivegen 1678, 2406 Elverum, Norge",+47 45 10 04 55,serpapi_google_maps
Per og Pias Hunde- og Kattepensjonat,Norge,Innlandet,hund@hund.no,http://www.hund.no,https://www.facebook.com/perogpias,google_maps,"Mjærumveien 112, 1827 Hobøl, Norge",+47 69 92 15 10,serpapi_google_maps
Vizi Dog Studio -HUNDEFRISØR HAMAR,Norge,Innlandet,,https://www.vizidogstudio.no,https://www.facebook.com/hundefrisor.hamar,google_maps,"Vangsvegen 132, 2318 Hamar, Norge",+47 94 18 86 99,serpapi_google_maps
Hundekaos,Hamar,Innlandet,kontakt@hundekaos.no,http://www.hundekaos.no,https://www.facebook.com/profile.php,google_maps,,,serpapi_google_maps
Hamar Hundefoto,Norge,Innlandet,,https://www.hamarhundefoto.no,,google_maps,"Grønnegata 94, 2317 Hamar, Norge",+47 95 25 78 73,serpapi_google_maps
Van Dogh,Norge,Innlandet,,https://www.vandogh.no,,google_maps,"Kurudvegen 109, 2322 Ridabu, Norge",+47 90 94 44 42,serpapi_google_maps
Askelabben Hundesenter As,Norge,Innlandet,,https://www.askelabbenhundesenter.no,https://www.facebook.com/Askelabben,google_maps,"Åsmarkvegen 755, 2364 Næroset, Norge",+47 95 96 81 29,serpapi_google_maps
Kjørbotangen Dog Park,Norge,Akershus,,,,google_maps,"Hamangskogen 15, 1338 Sandvika, Norge",,serpapi_google_maps
Logre Hundelufting,Sandvika,Akershus,,,,google_maps,,+47 45 44 89 68,serpapi_google_maps
Asker og Bærum hundelufting,Sandvika,Akershus,,https://askerogbaerumhundelufting.mypixieset.com,,google_maps,,+47 93 81 67 94,serpapi_google_maps
Hundefrisørene Dog Studio,Norge,Akershus,,http://hundefrisorene.no,,google_maps,"Eyvind Lyches vei 23 B, 1338 Sandvika, Norge",+47 41 38 52 46,serpapi_google_maps
HUNDEPASSERNE Fornebu,Sandvika,Akershus,post@hundepasserne.no,http://www.hundepasserne.no,https://www.facebook.com/webnode,google_maps,,+47 92 26 66 00,serpapi_google_maps
Silja dog walking AS,Norge,Akershus,silje_rue@hotmail.com,http://www.siljes-hundelufting.com,https://facebook.com/profile.php,google_maps,"Åsterudsletta 79, 1344 Haslum, Norge",+47 97 03 29 05,serpapi_google_maps
Storøyodden Dog Park,Norge,Akershus,,,,google_maps,"Storøya, 1364 Fornebu, Norge",,serpapi_google_maps
Juvika hunde- og kattehotell,Norge,Akershus,dyrisklandskap@hundeogkattehotell.no,https://hundeogkattehotell.no,https://www.facebook.com/Juvika-hunde-og-kattehotell-111211941487376,google_maps,"Årsandøyveien 408, 7980 Terråk, Norge",+47 47 76 45 63,serpapi_google_maps
Det Lille Hundehotellet i Buvika,Norge,Akershus,,,,google_maps,"Buvikåsvegen 173, 7350 Buvika, Norge",+47 93 02 95 39,serpapi_google_maps
Dog hiking oslo,Oslo,Akershus,doghikingoslo@gmail.com,https://doghikingoslo.no,https://www.facebook.com/profile.php,google_maps,,+47 41 20 92 61,serpapi_google_maps
Didriksens Hundetjenester,Sandvika,Akershus,,,,google_maps,,+47 47 70 59 00,serpapi_google_maps
Bærum Hundesenter,Norge,Akershus,,,,google_maps,"Kjørboparken, 1338 Sandvika, Norge",+47 92 80 49 13,serpapi_google_maps
Vøyenenga hundepark,Norge,Akershus,,,,google_maps,"Vangkroken 20, 1339 Vøyenenga, Norge",,serpapi_google_maps
Asker & Bærum Hundefrisør,Norge,Akershus,,https://www.facebook.com/AskerHundefrisor,,google_maps,"Syverstadkollen 28B, 1394 Nesbru, Norge",,serpapi_google_maps
Norges Hundeskole i Oslo i Nydalen,Norge,Akershus,,https://norgeshundeskole.no/avdelinger/oslo-nydalen,,google_maps,"Nydalsveien 30C, 0484 Oslo, Norge",+47 90 11 14 44,serpapi_google_maps
HUNDEPASSERNE Fornebu,Lysaker,Akershus,post@hundepasserne.no,http://www.hundepasserne.no,https://www.facebook.com/webnode,google_maps,,+47 92 26 66 00,serpapi_google_maps
Asker og Bærum hundelufting,Lysaker,Akershus,,https://askerogbaerumhundelufting.mypixieset.com,,google_maps,,+47 93 81 67 94,serpapi_google_maps
Logre Hundelufting,Lysaker,Akershus,,,,google_maps,,+47 45 44 89 68,serpapi_google_maps
Røa Hundelufting,Norge,Akershus,,,,google_maps,"Vækerøveien 205B, 0751 Oslo, Norge",+47 91 75 20 90,serpapi_google_maps
Aiden Hundepensjonat,Norge,Akershus,,,,google_maps,"Ilebekkveien 236, 1963 Fosser, Norge",+47 47 95 51 44,serpapi_google_maps
Smarthund Hundeskole,Norge,Akershus,info@smarthund.no,http://www.smarthund.no,http://www.facebook.com/smarthund.no,google_maps,"Odd Nansens Vei 29, 1360 Fornebu, Norge",+47 41 23 12 34,serpapi_google_maps
Hundejordet,Norge,Akershus,,https://www.oslo.kommune.no/natur-kultur-og-fritid/tur-og-friluftsliv/dyr-i-oslo/hundehold,,google_maps,"0375 Oslo, Norge",,serpapi_google_maps
HundetrenerLine AS,Norge,Innlandet,line@hundemoment.no,http://www.hundemoment.no,,google_maps,"Kronprins Olavs veg 42, 2819 Gjøvik, Norge",+47 99 36 10 77,serpapi_google_maps
Enga Hundepensjonat,Norge,Vestfold og Telemark,booking@engahund.no,http://engahund.no,,google_maps,"Baneveien 52, 3400 Lier, Norge",+47 95 96 41 24,serpapi_google_maps
Froland Hundepensjonat,Norge,Vestfold og Telemark,voff@hundegarden.no,https://www.hundegarden.no,https://www.facebook.com/search/top,google_maps,"Jomåsveien 1370, 4820 Froland, Norge",+47 91 84 41 71,serpapi_google_maps
Hundeparken i Bamble,Norge,Vestfold og Telemark,,https://www.facebook.com/BambleHundepark,,google_maps,"Synken, Nordre, 3961 Stathelle, Norge",,serpapi_google_maps
Osebakken hundepark,Norge,Vestfold og Telemark,,https://www.facebook.com/groups/898538622071322,,google_maps,"Borgestadvegen 23, 3912 Porsgrunn, Norge",,serpapi_google_maps
Voffe Hundehotell og Hundetrening,Norge,Møre og Romsdal,,https://www.voffehundehotell.no,,google_maps,"Varudgutua 3, 2072 Dal, Norge",+47 90 50 17 66,serpapi_google_maps
Slettvoll Gård Hundepensjonat,Norge,Møre og Romsdal,,https://slettvollgard.no/omhotellet,,google_maps,"7160 Bjugn, Norge",+47 93 61 58 00,serpapi_google_maps
Hund med Hanne,Norge,Møre og Romsdal,post@hundmedhanne.no,https://www.hundmedhanne.no,,google_maps,"Åsan 185, 7357 Skaun, Norge",+47 93 07 31 07,serpapi_google_maps
Vestreim Hundepark,Norge,Sogn og Fjordane,,,,google_maps,"Helgheimsvegen, 6854 Kaupanger, Norge",,serpapi_google_maps
Engene Gård Animal Boarding and Stable,Norge,Viken,christel.flagestad@engenegaard.no,https://www.engenegaard.no,,google_maps,"Engene 110, 1544 Vestby, Norge",+47 90 14 14 16,serpapi_google_maps
Lindemark hundepensjonat,Norge,Viken,eline@lindemarkhundepensjonat.no,http://www.lindemarkhundepensjonat.no,https://www.facebook.com/LindemarkHundepensjonat,google_maps,"Lindemarkveien 86, 1730 Ise, Norge",+47 47 09 64 72,serpapi_google_maps
