namn,friendly_name,stad,lan,email,hemsida,facebook,kalla,skickat,datum,tid
Kennel Three Pines,Kennel Three Pines,Nyköping,Södermanlands län,,http://www.kennelthreepines.com/15/8/kontakt,,google_maps,,,
Kennel Fornix,Kennel Fornix,Katrineholm,Södermanlands län,,,,google_maps,,,
My’s Stuteri och Kennel AB,My's Stuteri och,Björkvik,Södermanlands län,,http://www.mysstuteriochkennel.se,,google_maps,,,
Gullvivebacken's kennel,Gullvivebacken's,Enhörna,Södermanlands län,sara.palonen77@gmail.com,https://kennelsida.wixsite.com/gullvivebackens,,google_maps,,,
Kennel Kemppi´s,Kennel Kemppi's,Strängnäs,Södermanlands län,asa.kemppi@gmail.com,http://www.kemppis.se/empty_7.html,,google_maps,,,
Strängnäs Lokala Kennelklubb,Strängnäs Lokala Kennelklubb,Strängnäs,Södermanlands län,info@slkk.se,http://www.slkk.se,https://www.facebook.com/StrangnasLokalaKennelklubb,google_maps,,,
Kennel Happy Queens,Kennel Happy Queens,Motala,Östergötlands län,,http://www.kennelhappyqueens.com,,google_maps,,,
Rosettasweets Kennel,Rosettasweets,Motala,Östergötlands län,,,,google_maps,,,
Kennel Stenseiten,Kennel Stenseiten,Motala,Östergötlands län,lapphund@stenseiten.se,http://www.stenseiten.se,,google_maps,,,
Bernervillans Kennel,Bernervillans,Finspång,Östergötlands län,,http://www.bernervillan.se,,google_maps,,,
Husses Kennel,Husses,Finspång,Östergötlands län,,http://husses.se,,google_maps,,,
Kennel World's Wildest,Kennel World's Wildest,Mjölby,Östergötlands län,info@worldswildest.se,http://www.worldswildest.se,,google_maps,,,
Kennel Poppi's,Kennel Poppi's,Värnamo,Jönköpings län,,http://www.kennelpoppis.se/Kontakt,,google_maps,,,
Mölleskog kennel,Mölleskog,Fryele,Jönköpings län,molleskogs@hotmail.com,http://www.molleskogskennel.se,,google_maps,,,
Chapong´s Kennel,Chapong's,Värnamo,Jönköpings län,,,,google_maps,,,
Kennel Nobis,Kennel Nobis,Värnamo,Jönköpings län,,https://naviswbusiness.org/details/kennel-nobis-ChIJAQA,,google_maps,,,
Kennel Breaking The Rules,Kennel Breaking The Rules,Värnamo,Jönköpings län,,https://kennelbreakingtherules.com,,google_maps,,,
Kennel Superioue's,Kennel Superioue's,Flisby,Jönköpings län,info@superioues.se,http://www.superioues.se,,google_maps,,,
Lundholmens Kennel,Lundholmen,Skogstorp,Jönköpings län,,,,google_maps,,,
Hundpensionat Alex Kennel,Hundpensionat Alex,Skåne-Tranås,Jönköpings län,,http://alexkennel.se,,google_maps,,,
Björkebäcks kennel och hundpensionat,Björkebäcks kennel och,Tranås,Jönköpings län,,https://www.yourvismawebsite.com/bjorkebackens-kennel-hundpensionat/hundpensionat,,google_maps,,,
"Astrid och lammen, Kennel Awayoflife","Astrid och lammen, Awayoflife",Tranås,Jönköpings län,,,,google_maps,,,
Eskilsgårds Kennel,Eskilsgårds,Hamneda,Kronobergs län,,,,google_maps,,,
Småland-Ölands Kennelklubb,Småland-Ölands Kennelklubb,Lenhovda,Kronobergs län,info@smokk.se,http://www.smokk.se,https://www.facebook.com/smalandolands.kennelklubb,google_maps,,,
Rågläntans Kennel,Rågläntans,Alvesta,Kronobergs län,,http://raglantans.se,,google_maps,,,
Blekinge Kennelklubb,Blekinge Kennelklubb,Karlskrona,Blekinge län,,https://www.skk.se/bkk,,google_maps,,,
Kennel Glädjeruset,Kennel Glädjeruset,Fridlevstad,Blekinge län,ebbasmatte77@gmail.com,https://www.kennelgladjeruset.se/kurser-workshops/kurs,http://www.facebook.com/ebbasmatte,google_maps,,,
Kråkslottets Kennel,Kråkslottets,Rödeby,Blekinge län,,,,google_maps,,,
Kennel Space,Kennel Space,Rockneby,Blekinge län,,,,google_maps,,,
Sköneviks Kennel,Sköneviks,Ronneby,Blekinge län,,,,google_maps,,,
Brixbäcks Kennel,Brixbäcks,Oskarshamn,Kalmar län,,https://www.brixback.se,https://facebook.com/profile.php,google_maps,,,
Havslätts Kennel,Havslätts,Oskarshamn,Kalmar län,,,,google_maps,,,
Västerviks Kennelklubb,Västerviks Kennelklubb,Västervik,Kalmar län,,,,google_maps,,,
Cavvastar’s kennel och hundtrim,Cavvastar's kennel och hundtrim,Visby,Gotlands län,,https://www.facebook.com/profile.php,,google_maps,,,
Fröken Saber: hundtrim och kennel,Fröken Saber: hundtrim och,Visby,Gotlands län,frokensaraberg@gmail.com,https://www.alertandbrave.se,,google_maps,,,
Shiragårdens Kennel,Shiragården,Kristinehamn Municipality,Värmlands län,,,,google_maps,,,
Maloyals Kennel,Maloyals,Kristinehamn,Värmlands län,,,,google_maps,,,
Kennel Lloyd-Willner,Kennel Lloyd-Willner,Kristinehamn,Värmlands län,,,,google_maps,,,
Chosen Angels kennel,Chosen Angels,Kristinehamn,Värmlands län,,https://www.facebook.com/groups/45285723813,,google_maps,,,
Kennel Barecho,Kennel Barecho,Sandviken,Gävleborgs län,,http://www.barecho.com,,google_maps,,,
hotsweets kennel,hotsweets,Söderhamn,Gävleborgs län,,,,google_maps,,,
Kennel TufflaZ,Kennel TufflaZ,Sandarne,Gävleborgs län,info@tufflaz.se,http://www.tufflaz.se,https://www.facebook.com/tufflaz,google_maps,,,
Tokbäckens Kennel,Tokbäcken,Bollnäs,Gävleborgs län,,,,google_maps,,,
Kennel Momabo's,Kennel Momabo's,Bollnäs,Gävleborgs län,iapudel@gmail.com,http://www.momabos.se,,google_maps,,,
Jezzamynens kennel,Jezzamynens,Bollnäs,Gävleborgs län,,http://www.jezzamynens.se/kontakta,,google_maps,,,
Flugdammens Eros Landseer Kennel,Flugdammens Eros Landseer,Bollnäs,Gävleborgs län,inga.malm@flugdammen.se,http://flugdammen.se/flugdammens%20Kennel.html,,google_maps,,,
Hudiksvalls Kennelklubb,Hudiksvalls Kennelklubb,Hudiksvall,Gävleborgs län,info@hudiksvallskennelklubb.se,http://www.hudiksvallskennelklubb.se,,google_maps,,,
Melody Club's kennel,Melody Club's,Avesta,Dalarnas län,,,,google_maps,,,
Kennel master of puppies,Kennel master of puppies,Avesta,Dalarnas län,,,,google_maps,,,
Bländvita Kennel,Bländvita,Fjugesta,Jönköpings län,ida.otterholm@gmail.com,http://xn--blndvita-1za.se,https://facebook.com/138727210104503,google_maps,,,
Kennel Snesslinge,Kennel Snesslinge,Östhammar,Jönköpings län,kennelsnesslinge@gmail.com,http://kennelsnesslinge.se,https://www.facebook.com/kennelsnesslinge,google_maps,,,
Kennel Gerfelli´s,Kennel Gerfelli's,Grillby,Dalarnas län,,,,google_maps,,,
Järlemossens Kennel,Järlemossens,Nora,Örebro län,,,,google_maps,,,
Linlands Kennel,Linlands,Bälinge,Örebro län,,,,google_maps,,,
"Ideborgens Kennel, Hundvård & Hundpensionat","Ideborgens Kennel, Hundvård",Köping,Västmanlands län,,,,google_maps,,,
Kennel Puckings,Kennel Puckings,Köping,Västmanlands län,,http://puckings.com,,google_maps,,,
Köpings kennelklubb KAK,Köpings kennelklubb KAK,Kolsva,Västmanlands län,info@kopingskennelklubbkak.se,http://www.kopingskennelklubbkak.se,,google_maps,,,
Kennel Merytyme,Kennel Merytyme,Sala,Västmanlands län,,,,google_maps,,,
Kennel Blåtassen,Kennel Blåtassen,Sala,Västmanlands län,,,,google_maps,,,
Fagersta Kennelklubb,Fagersta Kennelklubb,Fagersta,Västmanlands län,fagerstakk@hotmail.com,http://fagerstakk.se,,google_maps,,,
kennel kätran,kennel kätran,Kramfors,Västernorrlands län,,,,google_maps,,,
kennel waytogo,kennel waytogo,Sollefteå,Västernorrlands län,,http://www.kennelwaytogo.se/sv-SE/kennel-wtg/kontakt-3125083,,google_maps,,,
Kennel Fly High,Kennel Fly High,Näsåker,Västernorrlands län,,,,google_maps,,,
Försvarets hundtjänstenhet Avelsstation,Försvarets hundtjänstenhet Avelsstation,Sollefteå,Västernorrlands län,,,,google_maps,,,
Norrskenets Kennel,Norrskenets,Själevad,Västerbottens län,,http://www.norrskenets.se/utstallning.html,,google_maps,,,
Röjvallens Kennel,Röjvallens,Lycksele,Västerbottens län,,,,google_maps,,,
Hem /Norrskenets kennel,Hem /Norrskenets,Junsele,Västerbottens län,,http://www.norrskenets.se,,google_maps,,,
Kennel Arctic Arssarnerit,Kennel Arctic Arssarnerit,Skogså,Norrbottens län,,,,google_maps,,,
Kennel Blåtiran,Kennel Blåtiran,Boden,Norrbottens län,,https://www.instagram.com/kennelblatiran,,google_maps,skickat,,
Topforce kennel,Topforce,Boden,Norrbottens län,,,,google_maps,,,
Kennel Galactic Defender,Kennel Galactic Defender,Kiruna,Norrbottens län,galacticdefender@hotmail.com,http://www.galacticdefender.se/kenneln.html,,google_maps,,,
Kennel Vet Point,Kennel Vet Point,Kiruna,Norrbottens län,,https://swedmapi.org/details/kennel-vet-point-ChIJKct,,google_maps,,,
Kennel Request,Kennel Request,Malmberget,Norrbottens län,,http://kennelrequest.se/updat_2019.htm,,google_maps,,,
