namn,stad,lan,email,hemsida,facebook,kalla
Lundby Hundrastgård,Örebro,Örebro län,servicecenter@orebro.se,https://www.orebro.se/kultur--fritid/natur--parker/parker/hundlekplatser.html,//www.facebook.com/orebrokommun,google_maps
Skogsuddens Kennel,Helsingborg,Skåne län,git.andersson2@telia.com,https://www.skogsuddenskennel.se,https://www.facebook.com/skogsuddenskennel.se,google_maps
Kennel fyra små tassar,Viken,Skåne län,,,,google_maps
Kennel Stars 'n Bubbles,Vallåkra,Skåne län,louise@starsnbubbles.se,https://www.starsnbubbles.se,https://facebook.com/profile.php,google_maps
Pilshults Gård Hunddagis & Hundpensionat,Helsingborg,Skåne län,info@hunddagishelsingborg.se,http://www.hunddagishelsingborg.se,https://www.facebook.com/Palsjogardhunddagisochhundpensionat,google_maps
Helsingborgs Hundhall,Helsingborg,Skåne län,info@helsingborgshundhall.se,https://helsingborgshundhall.se,,google_maps
Ziridas Kennel,Helsingborg,Skåne län,ida@vi2hundcenter.se,http://zirida.se/kontakta,,google_maps
"Hundhägn Bruces skog, norra delen",Helsingborg,Skåne län,kontaktcenter@helsingborg.se,https://helsingborg.se/uppleva-och-gora/friluftsliv-och-motion/hund/hundhagn,https://www.facebook.com/Helsingborgsstad,google_maps
Wilson Parks kennel,Helsingborg,Skåne län,,,,google_maps
Helsingborgs Hundtrim,Helsingborg,Skåne län,,https://www.facebook.com/helsingborgshundtrim,,google_maps
Råådalens Brukshundklubb,Helsingborg,Skåne län,styrelsen@raadalensbk.se,http://www.raadalensbk.se,https://www.facebook.com/raadalensbk,google_maps
Hundens och Kattens Veterinär,Helsingborg,Skåne län,hundensochkattens@gmail.com,http://www.hundensochkattens.com,,google_maps
Vi2 Hundcenter,Helsingborg,Skåne län,info@vi2hundcenter.se,http://vi2hundcenter.se,https://www.facebook.com/vi2hundcenter,google_maps
Helsingborg Brukshundklubb,Helsingborg,Skåne län,,http://www.hbgbk.com,,google_maps
Hundstaff - Slitstarka hundtillbehör,Helsingborg,Skåne län,info@hundstaff.se,https://hundstaff.se,https://www.facebook.com/Hundstaff,google_maps
Kennel Stars of Viken,Jonstorp,Skåne län,info@starsofviken.se,https://www.starsofviken.se,,google_maps
Dogman and friends,Ödåkra,Skåne län,,https://dogman.se/store-detail/dogman-and-friends-helsingborg-vala,https://www.facebook.com/dogmanvala,google_maps
Backes Hundhälsa,Vallåkra,Skåne län,,https://www.bokadirekt.se/places/backes-hundh%C3%A4lsa-ab-28911,https://www.facebook.com/bokadirekt,google_maps
Aeneas Kennel,Helsingborg,Skåne län,,https://www.aeneaskennel.se/kontakt,,google_maps
Kennel Chiegas,Helsingborg,Skåne län,kennel@chiegas.se,http://chiegas.se/kontakt.html,,google_maps
Bårslövs Hundhägn,Helsingborg,Skåne län,kontaktcenter@helsingborg.se,https://helsingborg.se/bo-bygga-och-miljo/djur/hund/hundrastgardar,https://www.facebook.com/Helsingborgsstad,google_maps
Hundhägn Brohult/ Dalhem,Helsingborg,Skåne län,,,,google_maps
Hundarnas Salong,Helsingborg,Skåne län,,http://hundarnassalong.com,,google_maps
Hundriket,Helsingborg,Skåne län,,https://facebook.com/hundriket,,google_maps
Ättekulla Hundhägn,Helsingborg,Skåne län,kontaktcenter@helsingborg.se,https://helsingborg.se/uppleva-och-gora/friluftsliv-och-motion/hund/hundhagn,https://www.facebook.com/Helsingborgsstad,google_maps
Hundhägn Pålsjö skog,Helsingborg,Skåne län,kontaktcenter@helsingborg.se,https://helsingborg.se/uppleva-och-gora/friluftsliv-och-motion/hund/hundhagn,https://www.facebook.com/Helsingborgsstad,google_maps
Hundfrisörerna i Helsingborg,Helsingborg,Skåne län,,,,google_maps
Anjinsans hund och katt,Helsingborg,Skåne län,,http://www.anjinsans.se,,google_maps
Carins hundsalong,Helsingborg,Skåne län,,https://www.bokadirekt.se/places/carins-hundsalong-47734,https://www.facebook.com/bokadirekt,google_maps
Joannas Hundglamour,Helsingborg,Skåne län,,https://www.instagram.com/joannas_hundglamour,,google_maps
Lindas Hundtrim,Mörarp,Skåne län,lindashundtrim@telia.com,http://www.lindashundtrim.se,https://m.facebook.com/lindashundtrim,google_maps
Smedbys Kennel,Norrköping,Östergötlands län,,http://smedby.nu,,google_maps
Kennel Sontocs,Norrköping,Östergötlands län,,http://kennelsontocs.se,,google_maps
Kennel Sea Fire,Norrköping,Östergötlands län,,,,google_maps
Mi-Jos Kennel,Söderköping,Östergötlands län,,http://www.mi-jos.se,,google_maps
Fruängens Kennel,Norrköping,Östergötlands län,,,,google_maps
Norrköpings Dogsportcenter AB,Norrköping,Östergötlands län,info@norrkopingsdogsportcenter.se,https://norrkopingsdogsportcenter.com,https://facebook.com/people/Norrk%C3%B6pings-Dogsportcenter/100094927350262,google_maps
Norrköpings Brukshundsklubb,Norrköping,Östergötlands län,mariegissa20@outlook.com,http://norrkopingsbrukshundklubb.se,https://www.facebook.com/norrkopingsbrukshundklubb,google_maps
Norrköpings Hundsporthall,Norrköping,Östergötlands län,,,,google_maps
Ao Chins Shih-tzu,Norrköping,Östergötlands län,,,,google_maps
Absolut Rottis,Åby,Östergötlands län,,http://absolutrottis.se,https://www.facebook.com/wix,google_maps
Dogman and friends,Norrköping,Östergötlands län,,https://dogman.se/store-detail/dogman-and-friends-norrkoping-ingelsta,https://www.facebook.com/p/Dogman-Norrk%C3%B6ping-100075736196177,google_maps
Lund Mansion's Hundcenter & Pensionat,Söderköping,Östergötlands län,,https://lundmansion.se,https://www.facebook.com/lundmansion,google_maps
COF AGILITY,Norrköping,Östergötlands län,,https://cofagility.se,,google_maps
Den Gröna Valpen,Norrköping,Östergötlands län,info@dengronavalpen.se,http://www.dengronavalpen.se,,google_maps
Hundrastgård Kneippen,Norrköping,Östergötlands län,kontakt@norrkoping.se,https://norrkoping.se/se-och-gora/parker-och-lekplatser/hundrastgardar,https://www.facebook.com/NorrkopingsKommun,google_maps
Hundrastgård Vrinnevi,Norrköping,Östergötlands län,kontakt@norrkoping.se,https://norrkoping.se/se-och-gora/parker-och-lekplatser/hundrastgardar,https://www.facebook.com/NorrkopingsKommun,google_maps
Hundbad/hundrastgård Lindö,Norrköping,Östergötlands län,kontakt@norrkoping.se,https://norrkoping.se/se-och-gora/parker-och-lekplatser/hundrastgardar,https://www.facebook.com/NorrkopingsKommun,google_maps
Hundtrim,Norrköping,Östergötlands län,,,,google_maps
Kennel Emoticon,Jönköping,Jönköpings län,jessica@emoticon.se,http://www.emoticon.se,https://www.facebook.com/jessica.bolander,google_maps
Kennel Ricebo's,Huskvarna,Jönköpings län,,http://www.ricebo.weebly.com,//facebook.com/cecilia.sorhuus.1,google_maps
KENNEL PiASTIGEN,Jönköping,Jönköpings län,,,,google_maps
Kennel Rapide Ours,Tenhult,Jönköpings län,kennel.rapideours@gmail.com,https://sites.google.com/view/kennel-rapide-ours,,google_maps
Birch Kennel,Huskvarna,Jönköpings län,,,,google_maps
Beathalandet HB,Habo,Jönköpings län,kennelbeathalandet@gmail.com,https://www.beathalandet.se,https://www.facebook.com/Kennel-Beathalandet-121344697913299,google_maps
BIG hEART´S KENNEL,Jönköping,Jönköpings län,,,,google_maps
Tullebyns Kennel,Aneby,Jönköpings län,info@connectedcms.se,http://tullebyns.se,,google_maps
Jönköpings Brukshundklubb,Jönköping,Jönköpings län,info@jbhk.se,http://www.jbhk.se,,google_maps
Hundkvarteret,Jönköping,Jönköpings län,amanda@hundkvarteret.se,http://hundkvarteret.se,https://www.facebook.com/hundkvarteret,google_maps
Stadsparkens Hundrastgård,Jönköping,Jönköpings län,kontaktcenter@jonkoping.se,https://www.jonkoping.se/fritid-kultur--natur/friluftsliv-natur-och-parker/parker/hundrastgardar-rastgard-for-hund,https://www.facebook.com/jonkopingskommun,google_maps
Taste of the Wild,Jönköping,Jönköpings län,,https://www.petcare.se/se/foder/hund/taste-of-the-wild.html,,google_maps
Huskvarna Hundklubb,Huskvarna,Jönköpings län,ordforande@huskvarnahundklubb.se,http://www.huskvarnahundklubb.se,,google_maps
Martinas Hundsalong i Jönköping,Jönköping,Jönköpings län,,https://www.facebook.com/profile.php,,google_maps
Shaadis Hundtrim,Jönköping,Jönköpings län,,,,google_maps
Kålgårdsparkens Hundrastgård,Jönköping,Jönköpings län,kontaktcenter@jonkoping.se,https://www.jonkoping.se/fritid-kultur--natur/friluftsliv-natur-och-parker/parker/hundrastgardar-rastgard-for-hund,https://www.facebook.com/jonkopingskommun,google_maps
Linns hundtrim och spa,Norrahammar,Jönköpings län,,http://www.facebook.com/linnshundtrimochspa,,google_maps
UmeÄlvDalens Kennel,Umeå,Västerbottens län,,,,google_maps
Oskars kennel och linsgucka,Umeå,Västerbottens län,,,,google_maps
Fjärdens Labradoodle,Umeå,Västerbottens län,fjardenslabradoodle@hotmail.com,https://fjardenslabradoodle.se,https://www.facebook.com/p/Fj%C3%A4rdens-Labradoodle-61550478260344,google_maps
Kennel Bella Cosa,Umeå,Västerbottens län,lena@kennelbellacosa.com,http://www.kennelbellacosa.com/kontakt.html,,google_maps
Dogman and friends,Umeå,Västerbottens län,,https://dogman.se/store-detail/dogman-and-friends-umea-strompilen,https://www.facebook.com/dogmanumea,google_maps
Drottningvikens kennel,Nordmaling,Västerbottens län,lejon-elfving@hotmail.com,http://www.drottningvikens-kennel.se,https://www.facebook.com/search/top,google_maps
Kennel Paratime's,Lövånger,Västerbottens län,,,,google_maps
Kwai-San kennel,Lögdeå,Västerbottens län,info@kwaisan.se,https://www.kwaisan.se,https://www.facebook.com/profile.php,google_maps
Vattenbrynets kennel,Holmsund,Västerbottens län,ba_ce_ma@hotmail.com,http://www.vattenbrynets.se/kontakt.htm,,google_maps
Qwirhaukens Kennel,Åsele,Västerbottens län,,,,google_maps
Lowriders Kennel,Ersmark,Västerbottens län,maria@lowriders.se,http://www.lowriders.se,,google_maps
Arceum's Italian Greyhounds,Umeå,Västerbottens län,,http://arceum.se,,google_maps
Ulvens,Umeå,Västerbottens län,info@ulvens.se,https://www.ulvens.se,https://www.facebook.com/ulvenshund,google_maps
Dogmanhallen,Umeå,Västerbottens län,troyopeps@gmail.com,http://www.ubhk.se,,google_maps
Next Level Dog Arena,Röbäck,Västerbottens län,info@nlda.se,http://www.nextleveldogarena.se,https://www.facebook.com/profile.php,google_maps
Umeå Brukshundklubb,Umeå,Västerbottens län,troyopeps@gmail.com,https://ubhk.se,,google_maps
Tjotte's kennel,Ersmark,Västerbottens län,,http://www.tjotte.se,,google_maps
Norrland Labradoodles,Tavelsjö,Västerbottens län,,,,google_maps
Marris Hundar,Umeå,Västerbottens län,,https://www.bokadirekt.se/places/marris-hundar-ab-134551,https://www.facebook.com/bokadirekt,google_maps
Hundträningsytan Carlshöjd,Umeå,Västerbottens län,,,,google_maps
Aktiv hundhälsa Umeå,Umeå,Västerbottens län,info@aktivhundhalsa.se,https://www.aktivhundhalsa.se,https://www.facebook.com/Aktivhundhalsa,google_maps
Into the wild,Lund,Skåne län,,http://www.lund841.wordpress.com,,google_maps
Kennel Mistykooi,Lund,Skåne län,,http://www.mistykooi.se/430707859,,google_maps
Lylysdoghouse,Lund,Skåne län,,https://lylysdoghouse.se,,google_maps
Kennel Rivenfield,Anderslöv,Skåne län,hej@rivenfield.se,https://rivenfield.se,https://www.facebook.com/Rivenfield,google_maps
Mammut Hund och Katt,Lund,Skåne län,hej@mammut.nu,http://www.mammut.nu,https://www.facebook.com/mammuthundkatt,google_maps
Hundstund,Lund,Skåne län,annat@hundstund.com,http://www.hundstund.com,https://www.facebook.com/hundstund,google_maps
Kennel By Frost,Lund,Skåne län,helle@byfrost.se,http://www.byfrost.se,,google_maps
Dogman and friends,Lund,Skåne län,,https://dogman.se/store-detail/dogman-and-friends-lund,https://www.facebook.com/DogmanAB,google_maps
KarMas Hundcenter,Lund,Skåne län,,http://karmashundcenter.se,,google_maps
TassDröm - Lyxiga hundbäddar & roliga hundleksaker Sverige,Lund,Skåne län,voff@tassdrom.se,https://www.tassdrom.se,https://www.facebook.com/people/TassDr%C3%B6m/61566376013453,google_maps
Charas 10 valpar,Lund,Skåne län,,http://www.facebook.com/charas10valpar,,google_maps
Värpinge Hundrastgård,Lund,Skåne län,lunds.kommun@lund.se,https://lund.se/uppleva-och-gora/natur-lekplatser-och-parker/hundrastgardar,http://www.facebook.com/lundskommun,google_maps
Hundrastgård,Unnamed Road,Skåne län,lunds.kommun@lund.se,http://www.lund.se,http://www.facebook.com/lundskommun,google_maps
Hundrastgård,Lund,Skåne län,,,,google_maps
Hundrastgården Fårhagen,Lund,Skåne län,,,,google_maps
Höje Hund & Park AB,Lund,Skåne län,marja@hunddagis-lund.se,http://www.hunddagis-lund.se,http://www.facebook.com/HojeHundochPark,google_maps
Hundtrimmeriet i Lund,Lund,Skåne län,charlott.berglund@gmail.com,http://www.hundtrimmerietilund.se,,google_maps
Borgarparken hundrastgård,Lund,Skåne län,lunds.kommun@lund.se,https://lund.se/uppleva-och-gora/natur-lekplatser-och-parker/hundrastgardar,http://www.facebook.com/lundskommun,google_maps
Borås Brukshundklubb,Borås,Västra Götalands län,,http://www.borasbk.se,,google_maps
Aki Hundcenter,Borås,Västra Götalands län,nermin@aki-hundcenter.se,http://www.aki-hundcenter.se,https://www.facebook.com/Aki-Hundcenter-AB-2142039139457539,google_maps
Ryaåsens Kennel Cockerpoo & Australian labradoodle,Borås,Västra Götalands län,info@ryaasens.se,http://ryaasens.se,https://www.facebook.com/ryaasenshundar,google_maps
Hundspektra,Borås,Västra Götalands län,hej@hundspektra.se,http://hundspektra.se,https://www.facebook.com/hundspektra,google_maps
Hundrastgård Fjärdingsparken,Borås,Västra Götalands län,tekniska@boras.se,https://www.boras.se/upplevaochgora/lekplatserochaktivitetsplatser/hundrastplatser.4.605a2fc161ce5ff59db3a0.html,https://facebook.com/borasstad,google_maps
Hundflax,Borås,Västra Götalands län,,https://www.hundflax.se,https://www.facebook.com/hundflax,google_maps
Babsans hund- & kattklipp samt hunddagis,Borås,Västra Götalands län,,http://www.babsanshundochkattklipp.se,,google_maps
Hundvakt,Borås,Västra Götalands län,,,,google_maps
Prima Hund,Borås,Västra Götalands län,,http://www.primacura.se,,google_maps
Lavindalens Kennel,Sundsvall,Västernorrlands län,,,,google_maps
Zallayas kennel,Kovland,Västernorrlands län,tove@zallayas.se,http://zallayas.se,,google_maps
Kennel Rustic,Sundsbruk,Västernorrlands län,,https://swedmapi.org/details/kennel-rustic-ChIJA3H,,google_maps
Kennel Tale,Njurunda,Västernorrlands län,,,,google_maps
Elittrim,Sundsbruk,Västernorrlands län,,,,google_maps
Alkett's Kennel,Sundsbruk,Västernorrlands län,,http://www.alketts.se,,google_maps
Västernorrlands Kennelklubb,Sundsbruk,Västernorrlands län,sekreterare@vnkk.se,http://www.skk.se/vnkk,https://www.facebook.com/VasternorrlandsKennelklubb,google_maps
Sötnosar,Alnö,Västernorrlands län,sotnosar.nu@gmail.com,http://www.sotnosar.nu,https://www.facebook.com/Sötnosar-Djurpensionat-Alnö-Sundsvall-1212516288765762,google_maps
Thidas kennel,Sundsvall,Västernorrlands län,lotta@thidas.se,http://www.thidas.se/kontakt.html,,google_maps
kennel Yam-Yam's,Sundsvall,Västernorrlands län,kennel@yamyams.se,http://yamyams.se/Kenneln.html,,google_maps
Dogman and friends,Sundsvall,Västernorrlands län,,https://dogman.se/store-detail/dogman-and-friends-sundsvall-birsta,https://www.facebook.com/dogmansundsvall,google_maps
Anna-K Dogcare - Hundtrim Sundsvall,Sundsvall,Västernorrlands län,info@annakdogcare.se,https://annakdogcare.se,https://www.facebook.com/AMNIS-Hundhus-Birsta-102511344870817,google_maps
Hundens Hus Sundsvall,Sundsvall,Västernorrlands län,lena@hundsundsvall.com,https://www.hundsundsvall.com,,google_maps
AMNIS HUNDHUS Södra Berget,Sundsvall,Västernorrlands län,sodraberget@amnishundhus.se,http://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps
Sundsvalls Hundsalong AB,Sundsvall,Västernorrlands län,,https://www.sundsvallshundsalong.se,https://www.facebook.com/profile.php,google_maps
Sundsvalls Brukshundklubb,Sundsvall,Västernorrlands län,styrelsen@sundsvallsbhk.se,http://www.sundsvallsbhk.se,https://www.facebook.com/sundsvallsbrukshundklubb,google_maps
AME Products,Sundsvall,Västernorrlands län,anne.lindeblad@outlook.com,http://www.ameproducts.se/aterforsaljare.html,,google_maps
Sundsvalls Hundpark,Sundsvall,Västernorrlands län,sundsvallshundpark@gmail.com,https://sundsvall.se/uppleva-och-gora/idrott-motion-och-friluftsliv/friluftsliv-och-motion/hundliv/hundrastgardar,https://www.facebook.com/sundsvallskommun,google_maps
Södra Kajens hundparksförening,Sundsvall,Västernorrlands län,,https://www.facebook.com/sodrakajenshundpark,,google_maps
RK9 Tjänstehundar,Sundsvall,Västernorrlands län,,https://rk9.se,,google_maps
AMNIS HUNDHUS Gärde,Sundsvall,Västernorrlands län,sodraberget@amnishundhus.se,http://www.amnishundhus.se,https://www.facebook.com/amnishundhussodraberget,google_maps
Bicepsmarie,Sundsvall,Västernorrlands län,info@bicepsmarie.se,http://www.bicepsmarie.se,,google_maps
Kennel Starzingers Aurora,Gävle,Gävleborgs län,,https://swemaps.org/details/kennel-starzingers-aurora-ChIJO-0,,google_maps
High Five's Kennel,Gävle,Gävleborgs län,,https://www.highfives.se,,google_maps
Gästriklands Kennelklubb,Gävle,Gävleborgs län,sekreterare@gastriklandskk.se,https://www.skk.se/gakk,,google_maps
Trajens kennel,Gävle,Gävleborgs län,,https://swemaps.org/details/trajens-kennel-ChIJgVT,,google_maps
Kennel Specialdream's,Gävle,Gävleborgs län,,,,google_maps
cavamirs,Gävle,Gävleborgs län,erna-britt@cavamirs.se,http://cavamirs.se/contact.html,,google_maps
Gävle Hundungdom,Gävle,Gävleborgs län,,,,google_maps
Gävle Brukshundklubb,Gävle,Gävleborgs län,sekreterare@gavlebk.se,http://gavlebk.se,,google_maps
Aktiv Hundgrupp,Gävle,Gävleborgs län,,https://swedmapi.org/details/aktiv-hundgrupp-ChIJWUv,,google_maps
Annas Hundskola AB,Gävle,Gävleborgs län,anna@annashundskola.se,http://www.annashundskola.se,https://www.facebook.com/profile.php,google_maps
Skogmursgårdens Hunddagis & Pensionat,Gävle,Gävleborgs län,info@skogmursgarden.se,http://www.skogmursgarden.se,,google_maps
Hundrastgård,Gävle,Gävleborgs län,,,,google_maps
Hexornas Håla,Gävle,Gävleborgs län,,https://swemaps.org/details/hexornas-hla-ChIJydC,,google_maps
M&L Hundcenter,Gävle,Gävleborgs län,mlhundcenter@hotmail.com,http://mlhundcenter.se,https://www.facebook.com/mlhund,google_maps
Jennys Hund & Katt,Valbo,Gävleborgs län,,https://jennyshundochkatt.se,https://www.facebook.com/Jennyshundochkatt,google_maps
BLs Hundtjänst,Gävle,Gävleborgs län,,http://blshundtjanst.hundpoolen.se,,google_maps
Hundfrisör Paulas Hundsalong,Gävle,Gävleborgs län,,https://www.instagram.com/fluffbypaula,,google_maps
Hundfrisör Ankis hundsalong,Gävle,Gävleborgs län,,https://m.facebook.com/61570177307290,,google_maps
Dog Boost,Gävle,Gävleborgs län,,http://www.dogboost.se,,google_maps
Pomitit Hunddagis,Gävle,Gävleborgs län,,http://www.adventuregavle.se,,google_maps
Kennel Silversign,Eskilstuna,Södermanlands län,,http://www.silversign.se,,google_maps
Ruskus kennel,Eskilstuna,Södermanlands län,phernilla@ruskus.se,http://ruskus.se/Ruskus%20kennel/Kontakt.html,,google_maps
Maries MOD,Husby-Rekarne,Södermanlands län,tibblan_83@hotmail.com,http://www.mariesmod.se,https://www.facebook.com/MariesMOD,google_maps
Eskilstuna HundCenter,Eskilstuna,Södermanlands län,,http://www.eskilstunahundcenter.se,,google_maps
Gråsiskas Kennel,Torshälla,Södermanlands län,,https://swemaps.org/details/grsiskas-kennel-ChIJt7o,,google_maps
Eskilstuna Hunddressyrklubb,Eskilstuna,Södermanlands län,ehdk.ordf@gmail.com,http://www.ehdk.se,,google_maps
RK ProDog,Eskilstuna,Södermanlands län,,,,google_maps
Sk Eskilstuna,Torshälla,Södermanlands län,lagunens@telia.com,http://www.skeskilstuna.se/styrelsen,,google_maps
Kennel Broddways,Eskilstuna,Södermanlands län,josefine@broddways.se,https://www.kennelbroddway.se/contact-us.php,,google_maps
Eskilstuna Brukshundsklubb,Eskilstuna,Södermanlands län,ordforande@eskilstunabk.se,http://eskilstunabk.se,https://www.facebook.com/eskilstunabk,google_maps
Rk Rehab Eskilstuna,Eskilstuna,Södermanlands län,,https://naviswmap.org/details/rk-rehab-eskilstuna-ChIJlWk,,google_maps
Kennel Eternity,Katrineholm Nv,Södermanlands län,kennel.eternity@gmail.com,https://www.eternity.se,,google_maps
Åparkens hundlekpark,Eskilstuna,Södermanlands län,info@eskilstuna.se,https://www.eskilstuna.se/kultur-och-fritid/lekplatser-parker-och-torg/hundlekparker/aparkens-hundlekpark,https://www.facebook.com/eskilstunakommun,google_maps
Krongatans Hundlekpark,Eskilstuna,Södermanlands län,info@eskilstuna.se,https://www.eskilstuna.se/kultur-och-fritid/lekplatser-parker-och-torg/hundlekparker/krongatans-hundlekpark,https://www.facebook.com/eskilstunakommun,google_maps
Lilla Asphult,Eskilstuna,Södermanlands län,marit@lillaasphult.se,http://www.lillaasphult.se,,google_maps
På Fyra Tassar AB,Eskilstuna,Södermanlands län,ingela@eskilstunahundcenter.se,http://pafyratassar.se,https://www.facebook.com/Eskilstunahundcenter,google_maps
Helenas Hundskola,Tumbo,Södermanlands län,helenashundskola@telia.com,http://www.hundmassoren.com,https://www.facebook.com/helenashundskola,google_maps
"Hundfrisören, Anette Blomquist",Eskilstuna,Södermanlands län,info@hundfrisoren.se,http://www.hundfrisoren.se,https://www.facebook.com/hundfrisorenieskilstuna,google_maps
Hundfrisören,Eskilstuna,Södermanlands län,,,,google_maps
Södertälje Lokala Kennelklubb,Södertälje,Stockholms län,styrelsen@sodertaljekk.se,http://sodertaljekk.se,,google_maps
Jaktgranats kennel,Södertälje,Stockholms län,,,,google_maps
Sjöhaga Hundcenter,Södertälje,Stockholms län,,,,google_maps
"Irishcanis kennel, fd Greirish",Södertälje,Stockholms län,,,,google_maps
Nordic Canine’s Kennel,Järna,Stockholms län,,http://nordiccanine.se,https://www.facebook.com/NordicCanineKennel,google_maps
Stångarö Hundpensionat,Södertälje,Stockholms län,stangarohundpensionat@gmail.com,http://stangarohundpensionat.se,https://www.facebook.com/stangarohundpensionat,google_maps
Kennel The Lionforce´s,Södertälje,Stockholms län,pernilla.ahlsvard@gmail.com,http://www.thelionforces.se/kontakt-25175099,https://www.facebook.com/people/Kennel-The-Lionforces/100054244821642,google_maps
Södertälje Brukshundklubb,Södertälje,Stockholms län,styrelsen.sodertaljebk@gmail.com,http://www.sodertaljebk.se,,google_maps
Svenska Hundklubben Södertälje,Enhörna,Stockholms län,,,,google_maps
Fria Hundar Skandinavien AB,Klockrike,Stockholms län,johan@friahundar.se,http://www.friahundar.se,https://www.facebook.com/friahundar,google_maps
Styvje Hundcenter,Norrala,Stockholms län,styvjehundcenter@gmail.com,https://styvjehundcenter.bokamera.se/#about-us,,google_maps
Dog Care Center Sweden AB,Södertälje,Stockholms län,,,,google_maps
Happy Dogs Daycare,Södertälje,Stockholms län,hej@happydogsdaycare.se,https://www.happydogsdaycare.se,https://www.facebook.com/happydogsdaycaresodertalje,google_maps
Nykvarns Hundhall,Nykvarn,Stockholms län,info@nykvarnshundhall.se,http://nykvarnshundhall.se,,google_maps
Tälje Hundtrim,Södertälje,Stockholms län,,https://www.taljehundtrim.se/index.html,,google_maps
Labradorklubben Värmland,Karlstad,Värmlands län,birgitta.karlsson54@gmail.com,https://www.lrkvarmland.se,https://www.facebook.com/Labradorklubben.Varmland,google_maps
Kennel Glimmaheden,Karlstad,Värmlands län,,https://naviswbusiness.org/details/kennel-glimmaheden-ChIJ5fd,,google_maps
Rumpnissens kennel Instruktör Tränare & Coach,Kil,Värmlands län,info@rumpnissenskennel.com,http://rumpnissenskennel.com,https://www.facebook.com/rumpnissenskennel,google_maps
Kennel,Karlstad,Värmlands län,mailtoinger@kennelwind.se,http://kennelhiwind.se/kontakt.html,,google_maps
Väse Djurpensionat. Hundpensionat,Väse,Värmlands län,kleven716@gmail.com,http://xn--vsedjurpensionat-vnb.se,,google_maps
Segerstad Hundpensionat,Vålberg,Värmlands län,,,,google_maps
Dreamchic Kennel,Karlstad,Värmlands län,maria@dreamchicskennel.se,http://www.dreamchicskennel.se/empty_7.html,,google_maps
Bernerhagens kennel,Säffle,Värmlands län,trollsvans@hotmail.com,http://bernerhagen.se,,google_maps
Dogorama Hundsporthall,Karlstad,Värmlands län,,http://www.dogorama.se,,google_maps
Lappizaros kennel,Tolita,Värmlands län,,,,google_maps
Hund & Kattspecialisten,Karlstad,Värmlands län,,http://www.hundkattspecialisten.se,,google_maps
Dogorama Hundshop,Karlstad,Värmlands län,,http://www.dogoramahundshop.se,,google_maps
Gläntans Väsen,Sunne,Värmlands län,jagtohnie@yahoo.se,http://glantansvasen.webflow.io,,google_maps
Schäferhundklubben Karlstad,Karlstad,Värmlands län,anna.bergstrom@forshagaakademin.se,http://www.sksolsta.se,,google_maps
Dogorama Hund & Katt,Hammarö,Värmlands län,,https://www.dogorama.se,,google_maps
BeutystepBullies,Karlstad,Värmlands län,,,,google_maps
Karlstads Brukshundklubb,Karlstad,Värmlands län,,,,google_maps
Brilliant DOG,Karlstad,Värmlands län,anita@brilliantdog.se,https://brilliantdog.se,https://www.facebook.com/profile.php,google_maps
Karlstads Hunddagis AB,Karlstad,Värmlands län,,http://www.karlstadshunddagis.se,,google_maps
Karlstads Hundcenter,Karlstad,Värmlands län,,,,google_maps
Hundsalong Mr. Terrier AB,Karlstad,Värmlands län,hundsalong@misterterrier.se,http://www.misterterrier.se,https://www.facebook.com/misterterrier,google_maps
Elins friskvård,Karlstad,Värmlands län,elinsfriskvard@gmail.com,https://www.elinsfriskvard.se,https://www.facebook.com/elinsfriskvardk9,google_maps
Hundvård,Karlstad,Värmlands län,,,,google_maps
Hundrastgård (arenan i Tormestad),Karlstad,Värmlands län,,,,google_maps
Carinas Hundtrim,Karlstad,Värmlands län,,https://swemaps.org/details/carinas-hundtrim-ChIJVz1,,google_maps
Changdobels - Täby Hundcenter,Täby,Stockholms län,taby@changdobels.se,https://changdobels.se/hundpensionat,https://www.facebook.com/Changdobels.Hundcenter,google_maps
Guldlyckans kennel,Täby,Stockholms län,,,,google_maps
Hunddrömmen AB,Täby,Stockholms län,info@hunddrommen.se,http://hunddrommen.com,https://www.facebook.com/Hundrommen,google_maps
Hund och Kattpensionat Vallaren HB,Vallentuna,Stockholms län,,,,google_maps
Hagbys Hundar HB,Täby,Stockholms län,,,,google_maps
Kennel Zetastar,Riala,Stockholms län,suzi.sundberg@gmail.com,http://www.kennelzetastar.com,https://www.facebook.com/kennelzetastar,google_maps
Changdobels - Vallentuna Hunddagis,Vallentuna,Stockholms län,vallentuna@changdobels.se,https://changdobels.se/hunddagis/vallentuna-hunddagis,https://www.facebook.com/changdobels.vallentuna.hunddagis,google_maps
Täby Häst & Hund,Täby,Stockholms län,,,,google_maps
Täby Kyrkby hundlekplats,Täby,Stockholms län,kc@taby.se,https://www.taby.se/fritid-och-kultur/natur-och-parker/hund-i-taby,,google_maps
Enhagens hundlekplats,Täby,Stockholms län,,https://www.facebook.com/groups/455609955093709,,google_maps
TassTrollet AB,Täby,Stockholms län,carina@tasstrollet.se,https://www.tasstrollet.se,https://www.facebook.com/profile.php,google_maps
Svanstippens Hunddagis,Täby,Stockholms län,svanstippen@yahoo.se,http://www.svanstippen.se,https://www.facebook.com/SvanstippensHunddagis,google_maps
