namn,stad,lan,email,hemsida,facebook,kalla,raw_address,phone,raw_source
Kennel Drevets - opdræt af ruhårede gravhunde,Danmark,Hovedstaden,peter@kenneldrevets.dk,https://www.kenneldrevets.dk,https://facebook.com/KennelDrevets,google_maps,"Langebjergvej 45, 4100 Ringsted, Danmark",+45 40 95 30 50,serpapi_google_maps
Kennel Take A Stand,Danmark,Hovedstaden,,http://www.takeastand.dk/kontakt,,google_maps,"Christianslund, 3460 Birkerød, Danmark",+45 20 21 14 02,serpapi_google_maps
KENNEL HILDERYTH,Danmark,Hovedstaden,,,,google_maps,"Smedievej 103, 3400 Hillerød, Danmark",+45 48 25 01 22,serpapi_google_maps
Kennel Cantabella,Danmark,Hovedstaden,,,,google_maps,"Boserupvej 351, 3050 Humlebæk, Danmark",+45 40 71 43 74,serpapi_google_maps
Kennel Flørnæss - Shelties,Danmark,Midtjylland,kennel_floernaess@hotmail.com,http://www.floernaess.dk,https://www.facebook.com/floernaess.shelties,google_maps,"Skivevej 136, 7500 Holstebro, Danmark",+45 29 87 33 86,serpapi_google_maps
Kennel RedCorner,Danmark,Midtjylland,,http://www.redcorner.dk,https://www.facebook.com/KennelRedCorner,google_maps,"Fabjergkirkevej 43, 7620 Lemvig, Danmark",+45 21 44 45 46,serpapi_google_maps
Kennel Ringfeldt,Danmark,Midtjylland,,http://www.ringfeldt.dk/kontakt.htm,,google_maps,"Linåbakken 36 B, 8600 Silkeborg, Danmark",+45 22 45 03 20,serpapi_google_maps
Kennel Thestrup,Danmark,Midtjylland,,https://www.thestrups.dk/velkommen/kontakt,https://www.facebook.com/jette.thestrup,google_maps,"Firhuse 29, 7442 Engesvang, Danmark",+45 30 48 49 89,serpapi_google_maps
Kennel Funder,Danmark,Midtjylland,,,,google_maps,"Fårdalssvinget, 8600 Silkeborg, Danmark",+45 40 57 07 30,serpapi_google_maps
Kennel Woodstar,Danmark,Midtjylland,woodstar@mail.dk,https://woodstar.dk,,google_maps,"Nørreholmvej, 8883 Gjern, Danmark",+45 86 87 51 27,serpapi_google_maps
Kennel Arnakkekilden,Danmark,Midtjylland,,,,google_maps,"Vesterled, 8600 Silkeborg, Danmark",+45 30 29 42 76,serpapi_google_maps
Kennel Golden Fighter,Danmark,Midtjylland,goldenfighter@newmail.dk,http://www.goldenfighter.dk,,google_maps,"Hasselvej 31, 7441 Bording, Danmark",+45 86 86 11 37,serpapi_google_maps
Mosehøjs Kennel Med opdræt af Drentsche Patrijshond,Danmark,Midtjylland,,,,google_maps,"Bjarupgårdvej 14A, 8600 Silkeborg, Danmark",+45 26 12 35 42,serpapi_google_maps
